user_id,stake,race,gender,education,income,zip_code,birth_year,prior_participation,communication_with_government,worked_in_planning,coins,challenges_completed
4659,Student,"Hispanic, Latino, or Spanish",Male,n/a,n/a,90044,1998,n/a,n/a,n/a,400,46%
4660,Student,"Hispanic, Latino, or Spanish",Female,High School or less,$50k - $75k,90044,1998,No,"Yes, through social media",No,700,62%
4662,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,900444,1999,n/a,n/a,n/a,680,83%
4663,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1986,n/a,n/a,n/a,220,38%
4664,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1999,n/a,n/a,No,220,23%
4665,Student,Black or African American,Female,High School or less,n/a,90044,1999,No,n/a,n/a,550,58%
4666,Student,,,,,,,n/a,,n/a,20,2%
4667,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,n/a,n/a,n/a,390,46%
4668,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90047,1999,No,n/a,No,860,100%
4669,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90047,1999,No,No communication,No,60,6%
4670,,White,Male,High School or less,n/a,90037,1999,n/a,n/a,n/a,660,65%
4671,Student,n/a,Male,High School or less,n/a,90037,1999,Yes,No communication,No,890,67%
4672,,,,,,,,n/a,,n/a,220,27%
4673,,"Hispanic, Latino, or Spanish",Male,High School or less,$75k - $100k,90044,1999,No,No communication,n/a,390,52%
4674,Student,White,Female,Bachelor's Degree,n/a,90044,1901,n/a,n/a,n/a,480,58%
4675,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90047,1999,n/a,n/a,n/a,290,35%
4676,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,n/a,n/a,480,54%
4677,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90047,1999,No,n/a,n/a,1040,100%
4678,,,,,,,,n/a,,n/a,190,29%
4679,Student,,,,,,,n/a,,n/a,20,2%
4681,Student,"Hispanic, Latino, or Spanish",Female,n/a,n/a,90044,1999,n/a,n/a,n/a,1020,100%
4682,,,,,,,,n/a,,n/a,210,27%
4683,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1999,n/a,No communication,n/a,710,56%
4685,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,No communication,No,350,46%
4689,,,,,,,,n/a,,n/a,30,2%
4691,,n/a,Female,n/a,n/a,0097,1999,n/a,n/a,n/a,860,83%
4692,,,,,,,,n/a,,n/a,510,44%
4694,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90037,2000,No,n/a,n/a,250,35%
4695,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90037,1998,No,No communication,n/a,420,42%
4696,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,n/a,n/a,n/a,420,54%
4697,,,,,,,,n/a,,n/a,400,44%
4698,Student,"Hispanic, Latino, or Spanish",Female,High School or less,$50k - $75k,90044,2000,No,No communication,No,310,40%
4699,Student,"Hispanic, Latino, or Spanish",Male,High School or less,over $100k,90044,1998,n/a,No communication,n/a,150,33%
4702,,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1998,n/a,"Yes, by email",n/a,40,8%
4705,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,No communication,No,750,79%
4708,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1996,n/a,Other,n/a,270,35%
4709,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,No communication,No,420,50%
4710,,,,,,,,n/a,,n/a,150,21%
4711,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90037,1998,No,No communication,n/a,1450,100%
4712,,,,,,,,n/a,,n/a,410,52%
4713,,n/a,Male,High School or less,n/a,90044,1999,n/a,n/a,No,60,6%
4714,Student,,,,,,,n/a,,n/a,140,17%
4717,,,,,,,,n/a,,n/a,360,46%
4718,Student,,,,,,,n/a,,n/a,390,31%
4720,,"Hispanic, Latino, or Spanish",Male,n/a,n/a,990063,1999,n/a,"Yes, by phone",n/a,580,67%
4721,Student,,,,,,,n/a,,n/a,340,42%
4722,,,,,,,,n/a,,n/a,210,35%
4723,,,,,,,,n/a,,n/a,150,12%
4724,Student,"Hispanic, Latino, or Spanish",Female,n/a,n/a,90037,1998,n/a,No communication,n/a,480,40%
4725,Student,American Indian or Alaskan Native,Female,High School or less,n/a,90044,1999,n/a,n/a,n/a,340,46%
4726,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1998,n/a,"Yes, by email",n/a,130,10%
4727,Student,,,,,,,n/a,,n/a,260,27%
4728,,,,,,,,n/a,,n/a,20,2%
4729,,,,,,,,n/a,,n/a,50,4%
4730,Student,,,,,,,n/a,,n/a,260,38%
4733,Student,Black or African American,Male,High School or less,$50k - $75k,90037,1998,No,Other,n/a,290,42%
4734,,,,,,,,n/a,,n/a,420,52%
4736,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,n/a,n/a,840,96%
4737,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,9003,1998,n/a,No communication,n/a,540,65%
4744,Student,"Hispanic, Latino, or Spanish",Female,High School or less,$50k - $75k,90044,2000,n/a,Other,n/a,220,29%
4745,Student,Black or African American,Male,High School or less,n/a,90034,1998,n/a,"Yes, by phone",n/a,150,15%
4747,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,n/a,No communication,n/a,280,31%
4748,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,"Yes, by email",No,460,58%
4750,Student,Black or African American,Male,High School or less,$50k - $75k,90044,1999,No,No communication,Yes,170,25%
4751,Student,,,,,,,n/a,,n/a,390,44%
4752,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90046,1998,No,"Yes, through social media",Yes,460,60%
4754,Student,,,,,,,n/a,,n/a,390,44%
4755,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90047,1999,No,n/a,n/a,220,31%
4756,Student,,,,,,,n/a,,n/a,290,25%
4758,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90064,1999,No,n/a,n/a,890,75%
4759,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90037,1999,No,No communication,No,20,2%
4760,Student,,,,,,,n/a,,n/a,450,56%
4761,Student,"Hispanic, Latino, or Spanish",Female,High School or less,$25k - $50k,90044,1999,No,"Yes, through social media",Yes,640,54%
4762,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1999,Yes,n/a,n/a,150,23%
4766,Student,Asian,Male,High School or less,$25k - $50k,90044,2000,n/a,"Yes, through community meetings",n/a,710,60%
4767,Student,"Hispanic, Latino, or Spanish",Male,n/a,n/a,90003,1999,No,"Yes, by phone",n/a,50,10%
4768,Student,Black or African American,Female,High School or less,n/a,90037,1998,No,No communication,n/a,280,35%
4769,Student,"Hispanic, Latino, or Spanish",Female,n/a,over $100k,90047,1999,n/a,"Yes, by email",n/a,1220,100%
4771,Student,,,,,,,n/a,,n/a,40,8%
4772,Student,,,,,,,n/a,,n/a,720,71%
4773,,,,,,,,n/a,,n/a,440,35%
4776,,"Hispanic, Latino, or Spanish",Male,n/a,n/a,90011,1999,No,No communication,No,550,58%
4777,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1999,No,"Yes, by email",No,410,56%
4778,,Black or African American,Male,High School or less,n/a,90044,1901,No,"Yes, by letter",n/a,930,69%
4779,,Multiracial,Male,Professional Degree,over $100k,90037,1999,n/a,No communication,n/a,710,69%
4780,,"Hispanic, Latino, or Spanish",Male,High School or less,$75k - $100k,90044,1999,n/a,"Yes, by phone",n/a,410,50%
4781,,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90003,1999,Yes,No communication,No,530,67%
4782,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,n/a,n/a,n/a,480,54%
4786,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90037,1999,n/a,"Yes, by email",n/a,670,96%
4787,,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,900062,2000,n/a,n/a,n/a,730,79%
4788,,Black or African American,Male,High School or less,n/a,90003,1999,n/a,n/a,n/a,370,52%
4789,,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1999,No,n/a,No,510,52%
4790,Student,"Hispanic, Latino, or Spanish",Female,n/a,n/a,90003,1999,n/a,"Yes, by phone",n/a,720,60%
4793,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90047,1999,n/a,n/a,n/a,920,83%
4794,Student,,,,,,,n/a,,n/a,420,56%
4795,Student,"Hispanic, Latino, or Spanish",Male,High School or less,$25k - $50k,90047,1999,No,No communication,No,1260,100%
4796,,,,,,,,n/a,,n/a,280,21%
4797,,"Hispanic, Latino, or Spanish",Female,High School or less,$50k - $75k,90047,1999,n/a,No communication,n/a,940,100%
4798,Student,,,,,,,n/a,,n/a,400,40%
4799,Student,,,,,,,n/a,,n/a,270,40%
4800,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,2000,n/a,n/a,n/a,900,96%
4802,,,,,,,,n/a,,n/a,240,35%
4803,,,,,,,,n/a,,n/a,100,12%
4804,Student,Black or African American,Female,Bachelor's Degree,$75k - $100k,90047,1998,No,No communication,Yes,340,46%
4805,Student,"Hispanic, Latino, or Spanish",Female,High School or less,$25k - $50k,90037,1998,Yes,"Yes, by email",n/a,230,19%
4809,,Black or African American,Male,High School or less,$25k - $50k,90044,1999,No,No communication,No,340,35%
4815,,,,,,,,n/a,,n/a,220,27%
4817,Student,"Hispanic, Latino, or Spanish",Female,n/a,n/a,90037,1997,No,n/a,No,140,23%
4819,,,,,,,,n/a,,n/a,190,21%
4820,,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90037,1998,n/a,No communication,n/a,610,58%
4822,Student,,,,,,,n/a,,n/a,110,15%
4828,Observer,White,Female,Master's Degree,$75k - $100k,90042,1976,Yes,"Yes, through community meetings",No,350,29%
4829,Student,"Hispanic, Latino, or Spanish",Male,High School or less,$25k - $50k,90044,1998,No,No communication,n/a,560,67%
4831,Student,Asian,n/a,Bachelor's Degree,over $100k,90069,1999,No,"Yes, by phone",No,470,54%
4832,Student,"Hispanic, Latino, or Spanish",Female,n/a,n/a,90089,1999,No,n/a,n/a,600,54%
4833,Student,,,,,,,n/a,,n/a,120,10%
4834,Student,,,,,,,n/a,,n/a,120,19%
4835,Student,Black or African American,Female,High School or less,n/a,90000043,1999,No,No communication,No,690,88%
4836,,,,,,,,n/a,,n/a,130,21%
4837,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90004,1999,n/a,No communication,No,350,40%
4838,Student,,,,,,,n/a,,n/a,270,46%
4839,Student,n/a,n/a,n/a,n/a,45747,1979,n/a,n/a,n/a,360,48%
4841,Student,,,,,,,n/a,,n/a,200,29%
4842,,Black or African American,Male,Professional Degree,n/a,90037,1999,No,"Yes, by phone",n/a,30,4%
4845,Student,,,,,,,n/a,,n/a,280,31%
4848,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,n/a,No communication,n/a,220,23%
4849,,"Hispanic, Latino, or Spanish",Male,Professional Degree,$50k - $75k,90044,2000,Yes,No communication,Yes,1000,100%
4850,Student,,,,,,,n/a,,n/a,160,17%
4851,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90037,2000,No,No communication,No,1030,71%
4853,Student,Black or African American,Female,High School or less,$25k - $50k,90037,1998,n/a,"Yes, by phone",No,440,56%
4855,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90047,1999,No,"Yes, by phone",Yes,250,23%
4857,Student,Black or African American,Male,High School or less,n/a,90026,1999,n/a,No communication,n/a,460,67%
4859,Student,,,,,,,n/a,,n/a,230,38%
4860,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90037,1998,n/a,n/a,n/a,370,48%
4861,,,,,,,,n/a,,n/a,200,25%
4862,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90047,1999,n/a,n/a,n/a,460,58%
4864,,"Hispanic, Latino, or Spanish",Male,High School or less,$50k - $75k,90044,1999,No,No communication,No,280,38%
4865,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,2000,n/a,n/a,n/a,1500,100%
4866,Student,Black or African American,Female,n/a,n/a,90044,1999,n/a,No communication,No,640,48%
4867,,,,,,,,n/a,,n/a,370,44%
4869,,,,,,,,n/a,,n/a,430,58%
4870,Student,,,,,,,n/a,,n/a,530,50%
4871,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90037,1999,No,n/a,No,100,12%
4872,,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1999,n/a,No communication,No,790,100%
4874,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90047,1999,No,"Yes, through community meetings",Yes,540,67%
4875,Student,"Hispanic, Latino, or Spanish",Female,High School or less,$25k - $50k,90037,1999,n/a,"Yes, through social media",n/a,360,46%
4876,Student,,,,,,,n/a,,n/a,380,44%
4877,Student,n/a,Female,n/a,n/a,90044,1999,n/a,No communication,n/a,290,38%
4878,Student,,,,,,,n/a,,n/a,480,46%
4879,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90047,1999,n/a,n/a,n/a,200,31%
4880,Student,"Hispanic, Latino, or Spanish",Male,Master's Degree,n/a,90037,1999,n/a,No communication,No,440,52%
4881,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,n/a,n/a,340,35%
4885,Student,,,,,,,n/a,,n/a,100,19%
4889,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1996,No,No communication,No,500,58%
4891,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1999,No,No communication,No,170,33%
4893,,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1999,n/a,n/a,n/a,260,50%
4894,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,n/a,No,450,56%
4895,,"Hispanic, Latino, or Spanish",Male,High School or less,$50k - $75k,90044,2000,n/a,No communication,n/a,380,35%
4897,,,,,,,,n/a,,n/a,160,31%
4898,,"Hispanic, Latino, or Spanish",Male,Doctoral Degree,n/a,90062,1999,n/a,"Yes, by phone",n/a,200,35%
4899,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90033,2000,No,n/a,n/a,540,79%
4900,,"Hispanic, Latino, or Spanish",n/a,n/a,n/a,90044,1998,n/a,n/a,n/a,240,33%
4901,,,,,,,,n/a,,n/a,220,21%
4902,Student,Black or African American,Male,High School or less,$75k - $100k,90044,2000,No,"Yes, by email",n/a,180,35%
4903,Student,"Hispanic, Latino, or Spanish",Male,Master's Degree,n/a,90037,1983,n/a,No communication,n/a,560,54%
4904,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1998,No,No communication,No,340,33%
4905,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,No communication,n/a,330,44%
4906,,,,,,,,n/a,,n/a,60,6%
4907,Student,"Hispanic, Latino, or Spanish",Male,Professional Degree,$50k - $75k,90044,2000,n/a,"Yes, through social media",No,420,58%
4908,,,,,,,,n/a,,n/a,310,31%
4909,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,No communication,No,910,100%
4910,,,,,,,,n/a,,n/a,270,33%
4912,,,,,,,,n/a,,n/a,300,33%
4913,,Black or African American,Male,High School or less,n/a,90077,1998,n/a,n/a,No,440,33%
4915,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,n/a,No,420,65%
4918,,"Hispanic, Latino, or Spanish",Male,High School or less,$50k - $75k,9044,1999,n/a,Other,n/a,220,40%
4919,,,,,,,,n/a,,n/a,200,10%
4921,Student,Black or African American,Male,High School or less,n/a,90037,1999,No,No communication,n/a,400,33%
4923,,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1998,n/a,No communication,n/a,500,40%
4925,Student,Multiracial,Female,High School or less,$50k - $75k,90037,1999,Yes,No communication,No,350,65%
4930,Student,Asian,Female,High School or less,n/a,90044,1981,n/a,"Yes, by email",n/a,180,38%
4938,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1998,n/a,n/a,n/a,720,33%
4939,,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90037,1999,No,Other,No,980,67%
4940,Student,"Hispanic, Latino, or Spanish",Female,High School or less,$50k - $75k,90037,1996,No,No communication,No,110,6%
4945,,Black or African American,Male,High School or less,over $100k,90044,1999,No,No communication,n/a,220,33%
4946,,Black or African American,Male,High School or less,n/a,90037,1999,n/a,n/a,n/a,140,25%
4947,Student,Multiracial,Female,High School or less,n/a,90044,1999,No,No communication,No,160,25%
4949,Student,Black or African American,Male,High School or less,$50k - $75k,90037,1999,No,"Yes, by phone",n/a,100,19%
4950,Student,Other,Male,High School or less,over $100k,90044,1999,n/a,No communication,n/a,240,33%
4952,Student,"Hispanic, Latino, or Spanish",Male,High School or less,$50k - $75k,90003,1999,No,No communication,No,220,33%
4954,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1998,n/a,"Yes, by email",n/a,80,12%
4959,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1998,n/a,n/a,n/a,190,33%
4960,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1999,n/a,"Yes, by email",n/a,80,12%
4961,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90003,1999,n/a,"Yes, by phone",n/a,130,21%
4963,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1999,No,No communication,n/a,50,10%
4965,,,,,,,,n/a,,n/a,100,19%
4966,Student,Other,Female,High School or less,n/a,90037,1999,n/a,No communication,n/a,220,38%
4969,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90062,1999,n/a,n/a,n/a,160,29%
4970,Student,"Hispanic, Latino, or Spanish",n/a,High School or less,n/a,90037,1998,n/a,n/a,n/a,160,25%
4971,,n/a,n/a,n/a,n/a,9003,2000,n/a,n/a,n/a,150,33%
4974,Student,Black or African American,Female,n/a,n/a,90019,1999,n/a,n/a,n/a,90,17%
4975,Student,Black or African American,Male,High School or less,$75k - $100k,90301,1999,n/a,"Yes, by phone",n/a,160,33%
4976,Student,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,90044,1998,No,No communication,No,400,33%
4978,Student,"Hispanic, Latino, or Spanish",Female,n/a,n/a,90062,1999,n/a,n/a,No,80,12%
4979,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90047,1998,No,No communication,No,250,33%
4980,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1998,No,"Yes, by phone",n/a,570,67%
4981,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90047,1999,n/a,n/a,n/a,640,77%
4982,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90047,1999,No,No communication,No,460,52%
4983,Student,Black or African American,Female,High School or less,n/a,90037,1999,n/a,"Yes, by phone",n/a,800,69%
4985,Student,Other,Female,High School or less,n/a,90044,1999,No,No communication,Yes,980,88%
4986,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,n/a,n/a,n/a,780,75%
4988,Student,Black or African American,Female,n/a,n/a,90003,1999,n/a,n/a,n/a,610,67%
4989,Student,Black or African American,Male,High School or less,n/a,90021,1999,n/a,n/a,n/a,210,33%
4990,Student,Other,Female,High School or less,n/a,90044,1999,n/a,Other,n/a,160,33%
4991,Student,,,,,,,n/a,,n/a,310,42%
4993,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,n/a,Other,n/a,810,85%
4994,Student,n/a,Female,High School or less,n/a,902,1998,n/a,n/a,No,770,81%
4995,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90037,1999,n/a,n/a,n/a,630,71%
4996,Student,"Hispanic, Latino, or Spanish",Female,High School or less,$50k - $75k,90037,1999,No,No communication,No,510,58%
4997,Student,,,,,,,n/a,,n/a,150,29%
4999,Student,,,,,,,n/a,,n/a,340,40%
5000,Student,n/a,Female,High School or less,n/a,90044,1999,No,n/a,No,450,48%
5001,,,,,,,,n/a,,n/a,60,8%
5003,Student,"Hispanic, Latino, or Spanish",Female,Doctoral Degree,n/a,90003,1999,n/a,n/a,n/a,370,38%
5004,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,n/a,"Yes, by email",n/a,100,17%
5005,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90037,1999,n/a,"Yes, by phone",n/a,660,65%
5007,,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,n/a,n/a,n/a,100,17%
5008,Student,,,,,,,n/a,,n/a,120,19%
5011,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90044,1999,No,n/a,n/a,380,52%
5013,Student,Black or African American,Female,High School or less,$50k - $75k,90003,1998,Yes,"Yes, by phone",Yes,530,62%
5015,Student,Black or African American,Male,High School or less,n/a,90044,1999,n/a,No communication,n/a,550,67%
5016,Student,,,,,,,n/a,,n/a,340,44%
5017,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90037,1996,Yes,No communication,Yes,40,6%
5018,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90037,1998,No,n/a,n/a,320,48%
5021,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90037,1999,n/a,No communication,No,1370,98%
5025,Observer,Other,Female,Bachelor's Degree,n/a,90291,1984,No,"Yes, by letter",No,550,67%
5030,Observer,,,,,,,n/a,,n/a,20,2%
5032,Teacher,"Hispanic, Latino, or Spanish",Female,Doctoral Degree,over $100k,90065,1950,No,"Yes, through personal meetings",Yes,650,33%
5036,Student,"Hispanic, Latino, or Spanish",Female,High School or less,$50k - $75k,90044,1996,n/a,No communication,n/a,570,69%
5041,,"Hispanic, Latino, or Spanish",Female,Master's Degree,$25k - $50k,90405,1978,No,"Yes, by email",No,910,83%
5051,Teacher,White,Female,Master's Degree,$50k - $75k,90034,1987,No,No communication,Yes,260,25%
5052,Teacher,"Hispanic, Latino, or Spanish",Female,Master's Degree,$50k - $75k,90039,1979,No,"Yes, by email",No,120,19%
5055,Student,"Hispanic, Latino, or Spanish",Female,High School or less,n/a,90003,1999,n/a,n/a,n/a,310,67%
5056,Teacher,White,Female,Doctoral Degree,n/a,61704,1972,No,No communication,No,260,33%
5058,Teacher,"Hispanic, Latino, or Spanish",Female,Master's Degree,over $100k,90013,1979,No,"Yes, through social media",n/a,140,27%
5064,Observer,n/a,Female,n/a,n/a,02130,2000,n/a,n/a,n/a,680,65%
5069,Observer,Asian,Female,Bachelor's Degree,$50k - $75k,61761,1985,No,No communication,No,1130,100%
5070,Teacher,White,Female,Some College,$75k - $100k,60532,1992,No,No communication,Yes,420,35%
5071,Teacher,,,,,,,n/a,,n/a,80,15%
5072,Student,White,Female,Some College,n/a,61761,1991,No,No communication,n/a,20,2%
5073,Teacher,White,Female,Some College,$50k - $75k,61761,1992,n/a,No communication,No,310,31%
