user_id,stake,race,gender,education,income,zip_code,birth_year,prior_participation,communication_with_government,worked_in_planning,coins,challenges_completed
5885,Year-round Cape Resident,White,Female,Master's Degree,$25k - $50k,2664,1954,No,"Yes, through community meetings",No,240,33%
6283,Work on Cape,,,,,,,n/a,,n/a,190,4%
5850,Business Owner,White,Male,Some College,$75k - $100k,2673,1953,n/a,"Yes, through personal meetings",Yes,1390,100%
5976,,White,Female,High School or less,n/a,2540,1997,n/a,No communication,No,240,21%
6202,,,,,,,,n/a,,n/a,140,10%
5794,,White,Female,High School or less,$75k - $100k,2571,1995,n/a,Other,n/a,200,33%
6259,,White,Female,High School or less,n/a,2571,1995,n/a,Other,n/a,590,33%
5703,Year-round Cape Resident,White,Female,Bachelor's Degree,$50k - $75k,02632-2134,1976,No,"Yes, through personal meetings",Yes,760,67%
5756,Year-round Cape Resident,n/a,Female,Master's Degree,n/a,2540,1962,Yes,"Yes, by letter",Yes,1510,100%
4568,"Business Owner, Year-round Cape Resident",White,Female,Bachelor's Degree,$50k - $75k,2601,1977,Yes,"Yes, by email",Yes,220,33%
5730,Year-round Cape Resident,White,Female,Bachelor's Degree,n/a,2671,1966,No,"Yes, through social media",No,1050,67%
5825,Student,White,Female,High School or less,n/a,2649,1996,No,No communication,n/a,1310,100%
6217,Student,n/a,n/a,n/a,n/a,12345,2000,n/a,n/a,n/a,740,33%
5905,Student,,,,,,,n/a,,n/a,40,4%
5755,,White,Male,High School or less,n/a,2632,1996,No,No communication,n/a,170,33%
5946,Student,,,,,,,n/a,,n/a,80,10%
5849,,White,Female,Master's Degree,over $100k,2054,2000,n/a,No communication,n/a,60,8%
5867,,n/a,n/a,n/a,over $100k,2214,1901,n/a,n/a,n/a,150,33%
5971,Student,,,,,,,n/a,,n/a,260,23%
5780,Cape Second Home Owner,,,,,,,n/a,,n/a,170,31%
5802,Student,White,Female,High School or less,n/a,2649,1997,n/a,No communication,No,710,69%
5939,Student,White,Female,High School or less,$50k - $75k,2436,1999,No,No communication,No,320,33%
5858,,Asian,Male,n/a,n/a,2536,1999,n/a,n/a,n/a,1400,73%
5929,Student,White,Male,High School or less,n/a,2536,1998,n/a,No communication,No,360,33%
4508,,White,Female,Bachelor's Degree,$50k - $75k,2668,1957,Yes,"Yes, through community meetings",Yes,320,35%
5758,Regular Visitor,White,Female,Master's Degree,n/a,10024,1964,No,"Yes, through community meetings",n/a,1360,100%
5950,Student,White,Female,High School or less,n/a,2536,1999,n/a,No communication,No,360,33%
6289,Business Owner,n/a,Male,High School or less,n/a,2673,1950,n/a,"Yes, through community meetings",n/a,930,33%
5932,Student,White,Female,High School or less,over $100k,2540,1998,No,Other,Yes,280,33%
5918,Student,White,Male,High School or less,n/a,2536,1999,No,No communication,No,500,33%
5901,Year-round Cape Resident,White,Female,Master's Degree,$50k - $75k,2536,1958,No,"Yes, by email",No,1120,67%
4367,,n/a,Male,Professional Degree,n/a,2532,1954,Yes,"Yes, by email",n/a,30,4%
4409,Year-round Cape Resident,White,Male,Bachelor's Degree,$75k - $100k,2556,1968,Yes,"Yes, by email",Yes,910,75%
5953,Business Owner,White,Female,High School or less,$75k - $100k,2536,1999,No,No communication,No,20,2%
6248,Observer,White,Male,High School or less,$75k - $100k,2556,1995,No,No communication,n/a,180,10%
5788,Student,White,Female,High School or less,$25k - $50k,2571,1996,n/a,No communication,n/a,800,67%
5801,,White,Male,High School or less,$25k - $50k,2649,1996,No,No communication,No,1630,100%
4273,Year-round Cape Resident,White,Female,Master's Degree,$50k - $75k,2630,1968,No,"Yes, by email",No,690,69%
5913,Student,White,Female,Master's Degree,n/a,2540,2000,No,n/a,n/a,650,42%
6240,,,,,,,,n/a,,n/a,430,27%
5869,Student,White,Female,High School or less,over $100k,2536,1996,Yes,No communication,Yes,350,27%
5750,,White,Male,High School or less,n/a,2675,1995,No,No communication,No,950,100%
5916,Student,White,Female,High School or less,n/a,2556,1999,n/a,No communication,n/a,460,33%
5725,,,,,,,,n/a,,n/a,120,25%
5721,Year-round Cape Resident,n/a,Female,Bachelor's Degree,$25k - $50k,2631,1968,Yes,"Yes, by phone",Yes,420,50%
5992,Student,,,,,,,n/a,,n/a,40,4%
6150,,,,,,,,n/a,,n/a,270,19%
5915,Year-round Cape Resident,White,Male,Master's Degree,over $100k,2556,1977,No,n/a,n/a,520,33%
4164,Observer,n/a,Male,Master's Degree,n/a,2675,1956,Yes,Other,n/a,1130,100%
5895,,n/a,n/a,n/a,n/a,No answer,2000,n/a,n/a,n/a,1160,67%
5904,Student,,,,,,,n/a,,n/a,90,8%
5874,Student,n/a,Female,High School or less,n/a,2532,2000,n/a,n/a,n/a,1360,100%
5897,Student,,,,,,,n/a,,n/a,100,8%
4275,,White,Female,Some College,n/a,2050,1993,Yes,"Yes, by email",No,20,2%
5826,,White,Female,High School or less,n/a,2649,1996,Yes,No communication,No,1480,100%
5873,Cape Second Home Owner,White,Female,Master's Degree,over $100k,2675,1949,n/a,"Yes, by email",n/a,1020,67%
6174,,n/a,n/a,n/a,n/a,0,2000,n/a,n/a,n/a,900,33%
4378,Year-round Cape Resident,White,Female,Bachelor's Degree,$25k - $50k,2675,1986,Yes,No communication,No,210,25%
5928,,American Indian or Alaskan Native,Female,High School or less,$50k - $75k,2536,1999,Yes,Other,No,60,6%
5947,,White,Male,n/a,n/a,2536,1998,n/a,n/a,n/a,380,33%
5876,,White,Female,Doctoral Degree,over $100k,2668,1963,Yes,"Yes, by letter",Yes,30,4%
6221,Student,White,Male,High School or less,n/a,2540,2000,No,No communication,n/a,490,33%
5745,,White,Female,n/a,n/a,2673,1996,n/a,n/a,n/a,990,100%
6139,Student,,,,,,,n/a,,n/a,40,4%
5975,Student,,,,,,,n/a,,n/a,220,19%
5948,,n/a,Male,High School or less,n/a,2536,1999,n/a,n/a,n/a,380,33%
6215,Student,White,n/a,n/a,n/a,2536,2000,n/a,n/a,n/a,850,33%
5930,Student,,,,,,,n/a,,n/a,100,12%
6138,,Other,n/a,Doctoral Degree,over $100k,1,1901,Yes,"Yes, by letter",No,280,33%
6274,,n/a,Female,Bachelor's Degree,n/a,2664,1978,No,No communication,n/a,1040,33%
6153,Business Owner,White,Male,Bachelor's Degree,n/a,2664,1979,Yes,"Yes, through community meetings",Yes,1400,67%
6160,Student,White,Male,Doctoral Degree,over $100k,2540,1972,n/a,No communication,n/a,380,33%
6210,,n/a,Male,High School or less,n/a,2571,2000,n/a,n/a,n/a,600,33%
5795,,Multiracial,Male,High School or less,over $100k,2571,1995,n/a,n/a,n/a,190,33%
5866,,,,,,,,n/a,,n/a,300,33%
5977,Student,Black or African American,Female,High School or less,over $100k,2536,1997,Yes,"Yes, by letter",Yes,360,33%
6148,,White,Female,High School or less,n/a,2540,2000,Yes,"Yes, by phone",No,630,50%
4244,,White,Male,Bachelor's Degree,n/a,2631,1979,n/a,Other,n/a,60,12%
5762,"Work on Cape, Year-round Cape Resident",White,Female,Master's Degree,$50k - $75k,2633,1978,No,"Yes, by email",Yes,220,33%
4561,Year-round Cape Resident,White,Male,Master's Degree,$50k - $75k,2653,1955,Yes,"Yes, through community meetings",Yes,1280,100%
5979,Student,White,Male,High School or less,n/a,2536,1998,n/a,n/a,n/a,220,21%
5934,Student,Asian,Male,High School or less,over $100k,2556,1997,Yes,"Yes, through social media",Yes,280,33%
5807,Student,White,Female,High School or less,n/a,2649,1996,n/a,No communication,n/a,630,40%
5855,,n/a,n/a,n/a,n/a,2540,2000,n/a,n/a,n/a,1340,92%
6236,Year-round Cape Resident,n/a,Male,n/a,n/a,2540,1994,No,"Yes, by letter",No,700,33%
5900,Year-round Cape Resident,White,Male,Bachelor's Degree,$75k - $100k,2532,1962,n/a,No communication,No,290,25%
5832,"Work on Cape, Year-round Cape Resident",White,Male,Master's Degree,n/a,2632,1959,n/a,"Yes, through community meetings",n/a,180,21%
5958,,White,Female,High School or less,n/a,2540,1999,No,No communication,n/a,380,33%
5800,Student,White,Female,High School or less,n/a,2649,1996,No,No communication,No,1350,100%
5742,,White,Male,High School or less,n/a,2675,2000,n/a,n/a,n/a,850,98%
6243,Student,White,Female,High School or less,n/a,2536,1995,Yes,No communication,No,540,33%
6190,Student,,,,,,,n/a,,n/a,300,19%
5813,,n/a,n/a,n/a,n/a,2561,1996,n/a,n/a,n/a,570,67%
4581,Cape Second Home Owner,White,Male,Bachelor's Degree,$50k - $75k,2642,1978,Yes,"Yes, by email",n/a,140,33%
5903,,,,,,,,n/a,,n/a,40,4%
4119,,White,Female,Master's Degree,$75k - $100k,2673,1979,Yes,"Yes, by email",Yes,150,19%
5967,,,,,,,,n/a,,n/a,120,15%
6231,Regular Visitor,White,Male,High School or less,$50k - $75k,94558,1961,No,"Yes, through personal meetings",No,880,33%
5984,Student,,,,,,,n/a,,n/a,200,21%
6188,Student,,,,,,,n/a,,n/a,450,25%
6200,"Work on Cape, Year-round Cape Resident",White,Female,Bachelor's Degree,over $100k,2648,1954,No,"Yes, through community meetings",No,650,33%
5817,Year-round Cape Resident,White,Male,Master's Degree,$75k - $100k,2648,1960,No,No communication,No,1090,73%
5875,Year-round Cape Resident,White,Male,Bachelor's Degree,n/a,2639,1961,No,"Yes, through personal meetings",n/a,1640,100%
6145,,,,,,,,n/a,,n/a,20,2%
6140,Student,Black or African American,Female,High School or less,$50k - $75k,2556,1997,n/a,No communication,No,20,2%
5989,Student,,,,,,,n/a,,n/a,40,4%
6285,Regular Visitor,White,Male,Bachelor's Degree,n/a,7882,1949,No,"Yes, by email",No,50,2%
6258,,n/a,Female,High School or less,n/a,2536,2000,No,No communication,No,770,33%
5719,,White,Male,Master's Degree,over $100k,2632,1960,Yes,"Yes, through community meetings",Yes,1390,100%
5865,Student,,,,,,,n/a,,n/a,200,27%
4521,,White,Female,Bachelor's Degree,$75k - $100k,2631,1982,No,"Yes, through personal meetings",Yes,1210,100%
5747,Student,,,,,,,n/a,,n/a,20,2%
5830,Work on Cape,White,Female,Master's Degree,over $100k,2532,1971,No,No communication,Yes,340,33%
6292,Vacationer,n/a,Male,Master's Degree,n/a,2155,1978,Yes,Other,n/a,530,33%
6261,,n/a,n/a,n/a,n/a,0,2000,n/a,n/a,n/a,710,33%
5753,Student,White,Male,High School or less,n/a,2644,1995,No,No communication,n/a,1080,100%
6002,,,,,,,,n/a,,n/a,200,17%
6208,,,,,,,,n/a,,n/a,300,17%
5804,,White,Female,High School or less,$25k - $50k,2649,1996,No,n/a,n/a,1380,100%
5968,Student,White,Male,High School or less,$75k - $100k,2532,1998,No,No communication,No,120,12%
6197,,White,Female,Associate's Degree,$50k - $75k,2644,1961,No,No communication,n/a,860,33%
5892,,n/a,n/a,High School or less,n/a,2532,2000,n/a,n/a,n/a,1140,67%
6213,Student,White,n/a,High School or less,n/a,90210,2000,n/a,No communication,Yes,670,29%
5978,Student,,,,,,,n/a,,n/a,60,6%
5831,Student,"Hispanic, Latino, or Spanish",Male,High School or less,$50k - $75k,2536,1999,No,No communication,No,1570,100%
5828,Business Owner,"Hispanic, Latino, or Spanish",Male,High School or less,n/a,2536,1995,No,No communication,No,1050,100%
5757,Student,White,Male,High School or less,$50k - $75k,2563,1995,No,No communication,No,570,67%
5957,Student,White,Male,High School or less,n/a,2536,1999,No,n/a,n/a,240,33%
6253,,,,,,,,n/a,,n/a,50,2%
5922,Student,White,Male,High School or less,$50k - $75k,2540,1998,Yes,"Yes, by email",Yes,390,33%
6220,,,,,,,,n/a,,n/a,60,4%
6276,Observer,White,Male,Master's Degree,n/a,29412,1969,n/a,No communication,n/a,840,33%
6286,Observer,White,Female,Master's Degree,$75k - $100k,85225,1961,No,"Yes, by email",No,860,33%
5791,Student,n/a,Male,Master's Degree,n/a,2538,2000,n/a,n/a,n/a,90,8%
5447,Year-round Cape Resident,White,Female,Master's Degree,n/a,2653,1946,Yes,"Yes, through personal meetings",Yes,1220,98%
6161,Year-round Cape Resident,White,Male,Bachelor's Degree,$75k - $100k,2642,1961,Yes,"Yes, through community meetings",Yes,60,8%
4551,Year-round Cape Resident,White,Female,Bachelor's Degree,n/a,2536,1951,Yes,"Yes, by letter",Yes,830,67%
4262,,White,Male,Professional Degree,$25k - $50k,2631,1983,Yes,Other,n/a,730,67%
5951,Student,Asian,Male,High School or less,$75k - $100k,2540,1998,n/a,n/a,n/a,400,33%
6293,,,,,,,,n/a,,n/a,60,4%
4474,Year-round Cape Resident,White,Female,Professional Degree,$50k - $75k,2638,1974,Yes,"Yes, by email",Yes,180,33%
5927,,White,Female,High School or less,n/a,2536,1999,n/a,No communication,n/a,460,33%
6260,,,,,,,,n/a,,n/a,180,15%
5972,Student,American Indian or Alaskan Native,Male,High School or less,n/a,Idk,1998,No,No communication,n/a,40,4%
6232,Vacationer,White,Male,Bachelor's Degree,$25k - $50k,14223,1957,No,No communication,No,930,33%
6290,Vacationer,White,Female,Bachelor's Degree,over $100k,49423,1970,No,"Yes, by phone",Yes,820,33%
5741,Student,White,Male,High School or less,n/a,2664,1995,No,No communication,n/a,390,67%
6279,,White,Female,Bachelor's Degree,$75k - $100k,2375,1963,No,"Yes, by email",No,730,33%
6192,,,,,,,,n/a,,n/a,150,12%
4150,Municipal Employee,White,Female,Master's Degree,over $100k,2645,1959,Yes,"Yes, through community meetings",No,1310,100%
6237,Year-round Cape Resident,White,Female,Master's Degree,$75k - $100k,2540,1981,No,No communication,No,540,33%
4424,Observer,White,Male,Bachelor's Degree,n/a,1970,1983,n/a,No communication,n/a,1050,71%
6218,Year-round Cape Resident,,,,,,,n/a,,n/a,80,4%
5982,Student,American Indian or Alaskan Native,Male,High School or less,n/a,2536,1998,n/a,No communication,No,240,21%
5985,,White,n/a,Professional Degree,$50k - $75k,2536,1978,Yes,"Yes, through community meetings",n/a,340,33%
6282,,Other,Male,Some College,n/a,2540,1988,No,Other,No,910,33%
5726,Year-round Cape Resident,White,Male,Bachelor's Degree,n/a,2649,1940,Yes,"Yes, by email",Yes,1380,100%
6281,Year-round Cape Resident,White,Female,n/a,n/a,2540,1999,No,No communication,No,690,33%
6189,,,,,,,,n/a,,n/a,300,21%
4518,Business Owner,White,Female,Bachelor's Degree,$25k - $50k,2631,1981,No,"Yes, by letter",Yes,110,17%
5590,Year-round Cape Resident,n/a,Female,Bachelor's Degree,n/a,2649,2000,Yes,"Yes, through community meetings",Yes,1040,100%
5064,Regular Visitor,n/a,Female,n/a,n/a,2130,2000,n/a,n/a,n/a,750,73%
5917,,White,Male,High School or less,n/a,2540,1998,No,"Yes, through personal meetings",n/a,320,33%
5806,,n/a,Female,High School or less,n/a,2649,1986,No,n/a,No,920,83%
4205,"Business Owner, Work on Cape, Year-round Cape Resident",White,Female,Bachelor's Degree,n/a,2632,1965,No,"Yes, through personal meetings",Yes,1020,67%
6152,Observer,n/a,Male,Doctoral Degree,over $100k,14096-500,1969,Yes,"Yes, through personal meetings",Yes,40,4%
4481,"Municipal Employee, Student, Year-round Cape Resident",White,Female,Master's Degree,$50k - $75k,2540,1985,Yes,"Yes, through community meetings",Yes,420,33%
5991,Student,Asian,Male,n/a,over $100k,2536,1997,No,n/a,n/a,380,33%
5863,,White,Female,High School or less,n/a,2540,1999,No,No communication,n/a,1240,79%
5808,Student,White,Male,High School or less,n/a,2649,1995,No,No communication,No,620,52%
5799,Student,White,Female,High School or less,$50k - $75k,2649,1997,No,"Yes, by email",No,1280,96%
4176,,White,Male,Master's Degree,n/a,2648,1966,No,"Yes, by email",No,640,67%
6296,Year-round Cape Resident,n/a,Female,Bachelor's Degree,n/a,2638,1952,n/a,"Yes, through community meetings",n/a,790,33%
6144,Student,White,Female,High School or less,n/a,2536,1996,No,No communication,n/a,120,10%
4269,Year-round Cape Resident,White,Female,Master's Degree,n/a,2662,1939,No,"Yes, through personal meetings",Yes,140,29%
5736,Business Owner,White,Male,Master's Degree,over $100k,2639,1957,Yes,"Yes, through personal meetings",Yes,20,4%
4174,"Work on Cape, Year-round Cape Resident",White,Female,Bachelor's Degree,$75k - $100k,2632,1959,Yes,"Yes, through community meetings",Yes,1410,92%
5693,"Regular Visitor, Student",White,Female,n/a,n/a,2534,2000,Yes,No communication,Yes,80,12%
4489,,n/a,n/a,High School or less,n/a,2535,2000,Yes,n/a,Yes,940,85%
5740,,n/a,Female,High School or less,$50k - $75k,2649,1995,No,No communication,No,550,67%
5798,,Asian,n/a,High School or less,n/a,2649,1996,n/a,No communication,n/a,660,50%
6181,,,,,,,,n/a,,n/a,520,25%
5860,Student,n/a,n/a,n/a,n/a,2540,2000,n/a,n/a,n/a,1390,79%
4234,,White,Female,Master's Degree,n/a,2675,1963,Yes,"Yes, by email",Yes,440,25%
5891,,White,Female,High School or less,n/a,36436,2000,n/a,No communication,n/a,1280,67%
5793,,Multiracial,Female,High School or less,n/a,2369,1996,No,"Yes, through social media",Yes,1000,67%
5857,,White,Male,High School or less,n/a,2556,1999,n/a,No communication,n/a,1390,94%
5824,Year-round Cape Resident,White,Male,Bachelor's Degree,$50k - $75k,2649,1980,Yes,"Yes, by phone",No,470,46%
5949,,n/a,n/a,Doctoral Degree,n/a,2536,1901,n/a,n/a,n/a,360,33%
5898,Year-round Cape Resident,White,Male,Master's Degree,over $100k,2536,1955,No,"Yes, through community meetings",No,360,29%
5738,,,,,,,,n/a,,n/a,100,12%
6271,Year-round Cape Resident,White,Female,Master's Degree,n/a,2553,1970,No,"Yes, by email",Yes,720,33%
5887,"Work on Cape, Year-round Cape Resident",White,Female,Master's Degree,$25k - $50k,2664,1954,No,"Yes, through community meetings",No,260,33%
5809,,White,Male,n/a,over $100k,2649,1997,Yes,n/a,Yes,1780,100%
5940,,White,Male,High School or less,n/a,2556,1999,No,n/a,No,460,33%
4569,Year-round Cape Resident,n/a,Male,Doctoral Degree,n/a,2536,1935,Yes,Other,Yes,330,33%
5923,Business Owner,White,Male,Doctoral Degree,n/a,2540,2000,No,"Yes, through personal meetings",No,320,33%
5797,Student,n/a,Female,High School or less,n/a,2649,1996,n/a,"Yes, by email",Yes,420,50%
5964,,n/a,n/a,High School or less,n/a,2536,1999,No,n/a,n/a,160,17%
5935,Student,White,Female,High School or less,n/a,2536,1998,Yes,No communication,Yes,40,4%
5868,,,,,,,,n/a,,n/a,50,10%
4250,"Municipal Employee, Observer, Work on Cape, Year-round Cape Resident",White,Female,Associate's Degree,$75k - $100k,2601,1976,Yes,"Yes, through personal meetings",Yes,610,67%
6185,Student,,,,,,,n/a,,n/a,320,23%
6246,Student,White,Male,High School or less,n/a,2543,1996,n/a,n/a,n/a,150,12%
4109,,White,Female,Associate's Degree,n/a,2668,1954,Yes,"Yes, through community meetings",Yes,270,33%
5845,Year-round Cape Resident,White,Female,Bachelor's Degree,n/a,2649,1955,No,"Yes, by email",n/a,170,33%
6177,,n/a,Female,High School or less,n/a,2536,2000,No,No communication,No,840,33%
6214,,,,,,,,n/a,,n/a,500,17%
5851,,n/a,n/a,High School or less,n/a,2540,2000,n/a,n/a,n/a,1640,100%
5908,,n/a,n/a,n/a,n/a,2556,2000,n/a,n/a,n/a,1100,62%
6270,,n/a,n/a,n/a,n/a,2556,1955,n/a,"Yes, by letter",n/a,730,33%
6262,,,,,,,,n/a,,n/a,200,12%
5748,Student,n/a,Female,n/a,n/a,2675,1996,n/a,n/a,n/a,980,100%
5959,,White,Male,High School or less,n/a,2540,1999,No,No communication,No,380,33%
5739,Year-round Cape Resident,n/a,n/a,n/a,n/a,2673,1998,No,n/a,n/a,410,67%
5963,Student,,,,,,,n/a,,n/a,240,21%
5715,Student,n/a,Male,High School or less,n/a,2562,2000,No,No communication,No,450,52%
6149,,,,,,,,n/a,,n/a,290,21%
5805,Student,White,Female,High School or less,n/a,2648,1997,n/a,No communication,n/a,790,77%
5879,Year-round Cape Resident,White,Female,Bachelor's Degree,$25k - $50k,2639,1946,No,n/a,n/a,1510,100%
4258,Work on Cape,n/a,Female,Master's Degree,n/a,2632,2000,Yes,"Yes, through personal meetings",n/a,20,4%
6227,Business Owner,White,Female,Bachelor's Degree,$75k - $100k,2664,1963,No,No communication,Yes,800,33%
6297,,White,Male,Bachelor's Degree,$75k - $100k,2664,1965,No,"Yes, by email",No,690,33%
4248,Year-round Cape Resident,White,Female,Bachelor's Degree,n/a,2601,1953,Yes,"Yes, through personal meetings",Yes,1340,100%
5987,Business Owner,n/a,n/a,High School or less,$50k - $75k,2536,1901,n/a,No communication,n/a,280,33%
5818,"Work on Cape, Year-round Cape Resident",White,Female,Associate's Degree,$75k - $100k,2675,1978,No,"Yes, by phone",No,50,4%
6194,Regular Visitor,White,Female,Bachelor's Degree,n/a,1505,1976,No,"Yes, by email",n/a,530,33%
6209,Regular Visitor,White,Male,Bachelor's Degree,n/a,1505,1976,No,No communication,No,690,33%
6172,,White,Female,High School or less,n/a,2536,1999,n/a,No communication,No,540,33%
6244,Student,n/a,Female,High School or less,n/a,90210,1996,n/a,"Yes, through personal meetings",Yes,570,33%
6278,Year-round Cape Resident,White,Male,Master's Degree,over $100k,2540,1979,No,No communication,No,760,33%
5883,Year-round Cape Resident,White,Female,Master's Degree,n/a,2673,1940,Yes,Other,Yes,1180,67%
4199,Year-round Cape Resident,White,Male,Bachelor's Degree,n/a,2630,1960,Yes,"Yes, by email",n/a,110,8%
6003,,,,,,,,n/a,,n/a,450,35%
5815,Year-round Cape Resident,n/a,Female,Bachelor's Degree,$25k - $50k,2536,1984,No,"Yes, through community meetings",n/a,1310,100%
5906,,,,,,,,n/a,,n/a,60,6%
6239,,,,,,,,n/a,,n/a,350,19%
6228,,,,,,,,n/a,,n/a,270,19%
6263,,n/a,n/a,n/a,n/a,2536,2000,n/a,n/a,n/a,330,19%
5942,Student,n/a,Female,High School or less,n/a,2536,1999,No,No communication,No,340,33%
5872,Student,White,Male,High School or less,$50k - $75k,2563,1995,n/a,No communication,n/a,60,8%
6273,Student,n/a,n/a,n/a,n/a,2540,2000,n/a,n/a,n/a,710,33%
4183,"Work on Cape, Year-round Cape Resident",White,Female,Bachelor's Degree,over $100k,2635,1968,Yes,"Yes, through community meetings",n/a,250,29%
6212,Student,White,Male,High School or less,n/a,25400,2000,n/a,n/a,n/a,550,33%
6255,Student,n/a,n/a,n/a,n/a,2540,2000,n/a,n/a,n/a,700,33%
6168,Student,White,Male,High School or less,n/a,2540,2000,n/a,Other,n/a,330,25%
5945,Student,White,Male,High School or less,n/a,2536,1998,n/a,n/a,n/a,340,33%
6241,,,,,,,,n/a,,n/a,60,4%
5919,Student,Black or African American,Male,High School or less,over $100k,2536,1999,n/a,No communication,n/a,620,33%
5909,Municipal Employee,,,,,,,n/a,,n/a,40,4%
5983,,"Hispanic, Latino, or Spanish",Female,High School or less,$50k - $75k,341214,2000,n/a,"Yes, by letter",n/a,380,33%
6186,Student,White,Female,High School or less,n/a,2659,1995,No,No communication,No,690,33%
6216,,n/a,n/a,n/a,n/a,2540,2000,n/a,n/a,n/a,510,33%
6234,,White,Female,Master's Degree,$75k - $100k,20120,1959,n/a,"Yes, by letter",No,880,33%
6230,Business Owner,n/a,n/a,n/a,n/a,2673,1938,n/a,n/a,n/a,880,33%
5437,Year-round Cape Resident,White,Female,Master's Degree,$75k - $100k,2639,1979,No,"Yes, by letter",Yes,300,42%
6204,Observer,White,Male,Some College,$50k - $75k,2492,1995,No,"Yes, by email",No,30,2%
5952,Student,n/a,n/a,High School or less,n/a,2556,1999,Yes,n/a,n/a,40,4%
5914,,White,Female,Master's Degree,$25k - $50k,2536,1984,No,"Yes, by email",n/a,490,33%
5988,Work on Cape,Black or African American,Male,Bachelor's Degree,n/a,23873,1968,No,No communication,n/a,440,33%
5924,Vacationer,Black or African American,Male,High School or less,$75k - $100k,2536,1992,n/a,n/a,Yes,340,33%
5936,,White,n/a,Associate's Degree,$50k - $75k,2536,1997,No,"Yes, through social media",No,360,33%
5980,Student,,,,,,,n/a,,n/a,340,29%
5623,,,,,,,,n/a,,n/a,100,8%
5933,,White,Male,High School or less,n/a,2536,1999,n/a,n/a,n/a,280,33%
5974,Student,,,,,,,n/a,,n/a,60,6%
5852,Year-round Cape Resident,White,Female,Master's Degree,$50k - $75k,2644,1983,No,No communication,No,460,44%
4228,Year-round Cape Resident,White,Male,Bachelor's Degree,$75k - $100k,2660,1943,Yes,"Yes, by email",Yes,1200,67%
5854,Year-round Cape Resident,,,,,,,n/a,,n/a,30,4%
6143,,White,Female,High School or less,n/a,2536,1996,n/a,No communication,n/a,560,35%
6176,,American Indian or Alaskan Native,n/a,n/a,n/a,2536,2000,n/a,n/a,n/a,660,33%
6257,,,,,,,,n/a,,n/a,140,8%
5792,,"Hispanic, Latino, or Spanish",Female,High School or less,$50k - $75k,2538,1996,n/a,No communication,n/a,180,33%
6242,,,,,,,,n/a,,n/a,240,17%
5743,Student,White,Male,High School or less,n/a,2645,1996,No,No communication,No,980,100%
4155,,Other,Female,Bachelor's Degree,n/a,2648,1970,Yes,"Yes, through community meetings",Yes,200,31%
5943,Student,Other,Female,High School or less,n/a,2540,1998,n/a,No communication,n/a,220,19%
4091,,White,Male,Bachelor's Degree,over $100k,2668,1967,Yes,"Yes, through community meetings",n/a,20,2%
6223,Regular Visitor,n/a,Female,Master's Degree,n/a,2360,1964,Yes,"Yes, through personal meetings",Yes,700,33%
4087,Year-round Cape Resident,White,Female,Bachelor's Degree,over $100k,2563,1980,No,"Yes, by letter",No,1400,92%
5853,,"Hispanic, Latino, or Spanish",Male,High School or less,$75k - $100k,2649,1995,n/a,No communication,n/a,800,67%
