score,popular,user_id,challenge_id,response,media,likes,replies_num,replies
0,2,5861,690,"Dying fish and plants,
from fertilizers on land,
ruining cape cod.",,2,0,
4,0,5861,685,"In recent years the ponds lower level samples are increasing in amounts of phosphorus, causing hyper-euphoric levels in the lower levels of the ponds. On the upper levels of the ponds there has been little change, however the upper level is still considered euphoric.  ",,0,0,
1,0,5861,684,"[[[41.574100006370536, -70.64536767578124]]]\nOld Silver Beach. I don't think it is protected.",,0,0,
0,0,5861,682,"Wetlands Protection, Drinking Water Standards, Stormwater Runoff",,0,0,
-1,1,5861,679,"Instead of using grass he could use an alternative plant or gravel to make the property look attractive with little fertilizers used. His actions will not have a huge impact on the nitrogen problem, however it's a small step that could influence others.",,1,0,
0,0,5861,677,B\nA lot of fertilizer because I have a large yard.,,0,0,
0,0,5861,676,Wastewater,,0,0,
0,0,5861,672,"[[[41.60067738422465, -70.5385942993164]]]\nFalmouth and Mashpee. 2.",,0,0,
0,0,5861,670,"Water for household pets, Drinking non-bottled water, Other household cleaning (such as mopping and scrubbing), Doing the laundry, Cleaning the dishes, Food Prep (boiling water, washing fruits and vegetables, etc.), Flushing the toilet, Showering",,0,0,
0,3,5861,669,I understand that there is a water quality problem on Cape Cod because of all the houses and businesses that are located right on the water front that contribute to pollution in the water. Right now I know there are ways of measuring the water quality to ensure that the quality of the water does not reach dangerous levels of the environment. ,,3,0,
0,0,4280,757,Where do you find ,http://communityplanit.org/assets/attachments/598/729/cape.gif,0,0,
3,0,4280,756,"Concentrate on the leading job sectors.  Allow for innovative careers that draw the younger generation, who can telecommute.",,0,0,
-3,0,4280,755,"A drawing or photo depicting her watershed and drawing all the ""bad"" things around it",,0,0,
0,0,4280,752,"If everyone contributed equally, If I paid based on how much wastewater I generate, If the state and federal government helped",,0,0,
0,0,4280,750,4 sub-regional groups,,0,0,
0,0,4280,749,Chase Garden Creek,,0,0,
4,0,4280,745,"Allow more modest growth by changing development rules, Allow development rights in remote areas to be transferred to areas where wastewater infrastructure is present",,0,0,
5,0,4280,742,No\nThere are better ways to treat/remove the nitrogen but replacement system requirement to remove nitrogen is a good alternative.,,0,0,
4,0,4280,740,"Retirement
The attractions (natural/environmental, leisure, arts...)
Close place for a great escape",,0,0,
0,0,4280,736,"water filter, house plants, air filters, occupants (people)",,0,0,
2,0,4280,734,"Installation for free\na tough sell, but I like the studies on this in Falmouth. Would certainly need more information.",,0,0,
3,1,4280,730,"We should rely on natural systems to remove as much nitrogen as possible in as many locations as possible, regardless of cost., I would be happy to see more trees, wetlands, and protected open space in my community, regardless of cost.\nCost of forever harming the Cape is not an option.",,1,0,
1,0,4280,726,"@first selectmen: understand the problems, rely on your staff and experts, take full advantage of all possible funding sources and solutions and GO FOR IT.  The future depends on you!",,0,0,
5,1,4280,725,"What any planner would desire...to have the knowledge of knowing how quickly or slowly a town and/or a region might grow.  Then...decide what is truly important to their community - what are the assets?  Then....plan with vision for then and the future, given unlimited funding.  And go from there.",,1,0,
3,1,4280,724,"Meet....Super Hero Wellfleet Warrior Oyster!
He can:
- Clean millions of gallons of dirty water in single slurp
- Work miracles in salt and fresh water
-  and SH WHO can SAVE THE CAPE FROM POLLUTED WATERS!",,1,0,
7,0,4280,721,"This one is tricky. I'd like to say, no, going to say: this is his job, he's a smart guy, he can figure it out.  Or have some really great team on his staff to assist (biased - I'm a planner and help out leaders of towns and cities to solve problems).  Would love to see the responses on this one.",,0,0,
1,1,4280,720,Share the cost regardless of age or income\nIt is the responsibility of the individual to plan their life.,,1,0,
6,1,4280,719,"It might be fair if it was appealing and compelling.  Rather than charge visitors, or build superhighways, provide many and varied travel options like zip cars and effective transportation options both to get to the Cape and to get around the Cape. Decreasing the number of cars needed on the Cape would make everyone happier.  Provide phone apps with real time data (beach parking capacity) 
Making it us versus them will turn people off.  Residents were once visitors, so really the burden should be ""fair and balanced"".
",,1,0,
1,2,4280,715,"Expansion of Bottle Bill, State or Federal Grants, Sharing Existing Facilities",,2,0,
1,1,4280,713,"For one, I could, and will continue to visit the Cape as many times as I can each year and in doing so will buy my lunch at the Dennis Market, pay for parking at Corporation Beach, enjoy the accommodations at a bed and breakfast, purchase artwork, visit the Cape Cod Museum, and try to make my carbon footprint as small as possible.",,1,0,
0,0,4280,711,"Retail: tax base, jobs
Accommodation and Food Services: tax base, jobs 
Arts, Entertainment and Recreation: even though this one is not the largest sector, it is the arts and creativity of the Cape, that a leading and compelling piece of the pie. 
",,0,0,
4,0,4280,708,"They are many and hopefully educating and enforcing the sources (wastewater runoff, sinks, toilets) and how they are being used (what goes down YOUR kitchen sink?), will save the Cape's ecology.",,0,1,"Or what does not, right?"
1,0,4280,706,Bluefish\nStanding or swimming in the bay of crystal clear water and watching the fish swim around me is incredible! I can't imagine my time in the Cape waters without that experience.,,0,0,
2,1,4280,704,"Who doesn't enjoy Cape Cod's fish and oysters?  But if the Cape continues to experience the level of growth without sound environmentally-planned developments, eelgrass that protects their nurseries will die off.  So lets see how we can challenge ourselves so that backhoes and bags of fertilizers, when used, are done is a safe manner. ",,1,0,
10,2,4280,698,"It appears that with significant comprehensive improvements (infrastructure, new technologies, education, etc) that we can make a real difference in less than 10 years.  Hopefully all of these workshops and forums provide the strong arguments to lead it in that direction so funds can be found promptly.  No one, especially a planner like myself, likes to hear ""it's just a plan that will sit on the shelf and collect dust"".",,2,0,
0,0,4280,692,"I could use much less water, and get a job closer to home or take that express shuttle bus more often. (vacationer who lives in CT)",,0,0,
0,0,4280,690,"Fertilize the mind
Engulf the Cape
Purity",,0,0,
0,0,4280,685,"The infiltration of pollutants has gone from surface level to a much deeper, concerning level.",,0,0,
6,0,4280,684,"[[[42.02659442620412, -70.060345703125]]]\nFor most, the bluffs are beautiful scenery, for good reason, but they provide a necessary protection of environment.",,0,0,
0,0,4280,682,"Wetlands Protection, Bacteria Contamination, Stormwater Runoff",,0,0,
0,1,4280,679,"converting parking area to a more permeable surface, installation of native plants.",,1,1,"There are pavers that allow grass or moss to grow. They look like honeycombs. They can be used for light traffic (seldom used access road, or parking for a light vehicle). This allows more recharge of rainwater. This could be used instead of solid pavement when simple dirt areas need more support."
0,0,4280,677,"C\nAs a renter, this is the most likely house/yard I rent.",,0,0,
0,0,4280,676,Fertilizer Application,,0,0,
0,0,4280,672,"[[[41.7003412217613, -70.20042138671874]]]\nThis is the town I most often vacation.",,0,0,
0,0,4280,670,"Doing the laundry, Cleaning the dishes, Dining out at a local restaurant (which uses water for cleaning and food prep), Food Prep (boiling water, washing fruits and vegetables, etc.), Flushing the toilet, Showering",,0,0,
3,2,4280,669,Increased population growth is just one of various methods (water runoff for example) has been one way that has compromised the health of Cape Cod's water.,http://communityplanit.org/assets/attachments/598/627/cape%20population%20growth.jpg,2,0,
0,0,6207,736,I can't think of any!,,0,0,
0,0,6207,734,"Would not install one, no matter what",,0,0,
4,0,5829,684,"[[[41.5545772845144, -69.99580102539062]]]\nMonomoy National Wildlife Refuge is a great place for locals and visitors alike.  It was created to be a safe spot for migratory birds as well as other animals and marine life.",,0,1,I went there for the first time this summer. The increasing seal population is having some impact upon the region. Hard to know what to do as they are a protected species yet they are eating a lot of the fish which is being depleted. 
0,0,5829,682,"Wetlands Protection, Drinking Water Standards, Animal Feeding Operations, Bacteria Contamination, Hazardous Materials Impacts, Stormwater Runoff",,0,0,
0,0,5829,679,Jason could make a decision on the type of landscaping that he does.  By changing the type of landscaping he is doing he could potentially reduce the amount of fertilizer he is using without sacrificing the landscaping. ,,0,0,
-1,0,5829,677,C\nI have no idea how much fertilizer goes to my yard ...I am going to guess 3 yards!,,0,0,
0,0,5829,676,Fertilizer Application,,0,0,
0,0,5829,672,"[[[41.78026847667608, -69.950482421875]]]\nChatham",,0,0,
1,0,5829,670,"Other (share in your comment), Drinking non-bottled water, Other household cleaning (such as mopping and scrubbing), Doing the laundry, Cleaning the dishes, Dining out at a local restaurant (which uses water for cleaning and food prep), Food Prep (boiling water, washing fruits and vegetables, etc.), Watering the landscaping, Flushing the toilet, Showering\nWashing the exterior windows.",,0,0,
3,0,5829,669,"Truthfully, I don't understand the issue very well.  I feel that I hear different things from various different towns (specifically Eastham and Chatham) and I do know that Water Quality has been an issue for several years.  I do wish that I understood it better.",,0,0,
-2,0,5938,725,I would tell them that they need to find ways of reducing the water that is drained into the ocean. ,,0,0,
8,1,5938,724,My super hero would tackle the fertilizer water issue that the fertilizer goes into the ocean and then affects the water supply. My super power would be that i can dry up any water that has fertilizer in it. ,,1,0,
5,0,5938,721,He will convince them by telling them that the environment will be cleaner and that there overall health will be better too.,,0,0,
1,0,5938,720,Share the cost regardless of age or income,,0,0,
0,0,5938,719,jnh,,0,0,
1,0,5938,715,"State or Federal Grants, Sharing Existing Facilities, Bake Sale/Car Wash",,0,0,
0,0,5938,713,You can use your car less and also don't put fertilizer on your grass at home. ,,0,0,
0,0,5938,711,Health Care because you need to be able to have treatment for your illnesses and disease. Also Retail because a lot of people buy things everyday thus making the business people more money. Last real estate because everyone needs a shelter/home.,,0,0,
-3,0,5938,708,"The sources that affect the Cape's nitrogen levels are the dead animals which fertilize the soil for plants to grow in. The sun is also a source because it also gives nutrients and last the water, which everything needs to grow. ",,0,0,
0,0,5938,706,Sea Birds\nI chose Sea Birds because Sea Birds eat excess fish and keep the ocean from becoming over populated by fish. Without them the fish would grow to much and to rapidly affecting the food chain and creating more predators then prey.,,0,0,
-7,0,5938,704,A backhoe brings the fertilizer to the beach. The backhoe then dumps the excess fertilizer in the ocean. This excess is bad for the ocean and because there is too much fertilizer the oysters and fish start to die and the plants such as eel grass have a very hard time growing.,,0,0,
0,2,5888,757,You can't stuff 100 pounds of manure in a 50 pound sack.,,2,0,
2,4,5888,756,"Reach out to younger people.  There are plenty of young people who would like to live on the Cape.  Provide housing assistance.
Educate people about the water supply and turn down the pressure during non-peak hours.",,4,0,
0,8,5888,755,"Recommendation: Provide an informative handout to all of her fellow students to take home to educate their own parents about the nitrogen problem.  Better yet, include the handout with report cards.",,8,1,Great minds think alike
4,3,5888,752,"Other (tell us), If the state and federal government helped\nState and federal funding would help.  If the proportional costs were added to everyone's property tax bill, this might make it more comfortable.",,3,0,
2,2,5888,750,"57 watershed groups\nEveryone should have the opportunity to represent and advocate, and smaller groupings would be more favorable.",,2,0,
0,1,5888,749,MEP-Bass River,,1,0,
5,1,5888,745,Allow more modest growth by changing development rules\nDevelopment rules should be changed when needed in order to help the environment.,,1,0,
1,3,5888,742,Yes\nReplacement systems should be designed to remove nitrogen.  It's a small price to pay for the long term benefit.,,3,0,
11,3,5888,740,"1. To enjoy the beautiful ocean and environment.
2. To escape the big city and enjoy a better lifestyle.
3. To enjoy the favorable weather.",,3,1,People who live in the city really appreciate being away from the chaos and relax here
5,8,5888,730,"I would settle for more natural systems in my community, but only if this was a cheaper solution than a sewer\nWith new ideas and collaboration, I believe cheaper solutions are attainable.  This challenge is a good example.",,8,9,Well said.\\ Definitely need to investigate more cost effective solutions.\\ I would certainly welcome more cost effective solutions as long as they are good for the environment\\ Working together is definitely key\\ Two heads are always better than one\\ I like the idea of collaboration and lowering costs\\ The only way to resolve this is by working together!\\ Education and communication will definitely help.\\ Innovation will be the key!
-2,1,5888,736,"Before I wash dishes, I scrape solids off and dispose in the trash.  This decreases the amount of solids going down the drain.  When I work in the garden and rinse off dirt, I typically drain into a bucket and let the solids settle before reusing the water.",,1,1,Great idea and there are many more ways.
0,7,5888,734,Other (tell us)\nI can handle the additional plumbing myself but I would install the toilet if it was furnished to me.,,7,3,maybe you could install them all in your neighborhood\\ Unfortunately I'm not as handy\\ I could do the installation too
0,0,5888,726,"If your current public works director can't figure it out, find another one.",,0,0,
0,0,5888,725,Policy makers should have required wastewater improvements with building permits.,,0,0,
1,2,5888,724,The issue to tackle first would be wastewater discharges.  The super-hero would have underground x-ray vision to find leaks and contaminated discharges.,,2,2,Never thought of the x-ray vision. That would be very helpful\\ Seeing and stopping leakage would be a very good power to have.
3,2,5888,721,"Historically, the 2 most important requirements associated with property are wastewater and drinking water.  Without adequate wastewater, health and the economy are at stake.",,2,0,
2,0,5888,720,"Share the cost regardless of age or income\nAss, grass, or gas, nobody rides for free.",,0,0,
3,0,5888,719,"It would be fair to charge summer visitors to help pay for infrastructure improvements. This can be done by increasing prices across the board and providing discounts to locals through a ""Cape Neighbors"" program.",,0,0,
1,0,5888,715,"State or Federal Grants, Rooms/Meals Tax Increases, Sharing Existing Facilities",,0,0,
3,0,5888,713,Pick up trash.  Minimize vehicular travel.  Maintain your property.  Be nice to people.,,0,0,
9,0,5888,711,"The first ""topping"" is construction.  Not only does it create jobs, it keeps the Cape in good condition.  The second ""topping"" is accomodations and food sales.  Visitors are the majority and they come to the Cape for leisure.  With leisure comes having a nice place to stay and a good meal. The thrid ""topping"" is utilities.  Utilities are the foundation of accomodations.  Without adequate sewer, water, power, telephone, etc., life would be difficult.",,0,0,
-1,0,5888,708,"Sources which affect the Cape's nitrogen levels are fertilizers from agricultural and landscaping, animal waste from confined animal feeding operations, and human sewage improperly treated by septic systems.",,0,0,
0,3,5888,706,"Cod\nI would miss cod.  Not only do I enjoy cooking and eating cod, but what would we call the Cape?",,3,3,"Guess we'd keep calling it The Cape\\ Good point. For we locals and those who know the Cape, the ""cod"" is secondary to its name. However, the fish is VERY important!\\ Our fisherman have been having a difficult time making a living since the supply has been depleted and limits on catch have been enforced. You are right that this is very important to our economy from fishing, to tourism to our health."
-2,0,5888,704,"Excess nutrients are harmful to seafood such as oyster and fish, and may inhibit the growth of eelgrass.  Avoid using a bag of fertilizer and do not operate a backhoe or similar equipment which can cause erosion to unpaved surfaces.",,0,0,
-2,3,4122,757,"Knock, knock. Who's there. Water. Water who. Water you gonna do about this nitrogen problem?",,3,1,Thats a good one! hahah
1,0,4122,756,"While the Cape is definitely a tourist destination, I think it could also be a very attractive place for technology development. This could be a big incentive for young people to live here.",,0,0,
5,0,4122,755,Mia can recommend that people reduce or eliminate using fertilizer on their lawns. Minimizing the amount of lawn is also a good idea. ,,0,0,
3,0,4122,752,"If I paid based on how much wastewater I generate, If my contribution went to a fund dedicated to wastewater solutions only",,0,0,
-1,0,4122,750,"4 sub-regional groups\nToo many smaller groups would be too hard to coordinate, unless representatives from each group met in regional teams.",,0,0,
2,0,4122,749,It looks like I live in a direct discharge area.,,0,0,
1,0,4122,745,Allow development rights in remote areas to be transferred to areas where wastewater infrastructure is present\nAlso allow multiple residence development only if the developer includes a community waste treatment facility.,,0,0,
2,1,4122,742,Yes\nIf nitrogen removal can be accomplished when putting in a new system it should be required if the cost is not ridiculously prohibitive.,,1,0,
3,1,4122,740,"Proximity to the ocean
Small community feel
The Cape is beautiful!",,1,0,
2,1,4122,736,"The air filter in my heating system removes impurities from the air. The vacuum cleaner also has 2 filters. There is a filter in the cats' water fountain.
",,1,0,
0,0,4122,734,Installation for free\nI think I would prefer a composting toilet if I were going to change.,,0,1,I'd like to try that instead
10,0,4122,730,"I would be happy to see more trees, wetlands, and protected open space in my community, regardless of cost.\nMore trees, wetlands and open space will benefit everyone in more ways than just dealing with nitrogen. They provide opportunities for healthy, enjoyable outdoor activities.",,0,0,
1,0,4122,726,Create a Cape wide natural resources board with representatives from each town,,0,0,
2,2,4122,725,"I'd encourage policy makers to build neighborhoods with sewers and small, centrally located treatment plants. ",,2,0,
0,1,4122,724,"He would be oyster-man, with the power to swoop through oxygen depleted waters, cleaning them up.",,1,0,
1,0,4122,721,"First off, making a blanket promise to not raise taxes is foolish. Jim should explain the effects of not implementing a wastewater plan, and hope that town meeting voters will prioritize it over other costs.",,0,0,
2,0,4122,720,"Share the costs, but discount based on income\nThere are many older residents, but not all are hard up. I think it is fair to ask everyone to contribute, regardless of age, but on a sliding scale based on income.",,0,0,
9,0,4122,719,I think it would be fair to add a surcharge to hotel/rental fees. Visitors come here for the unique environment. I don't think they would mind paying a bit more to ensure that the beautiful vacation spot they love can endure.,,0,0,
1,0,4122,715,"State or Federal Grants, Sharing Existing Facilities, Other (tell us)\nIncrease visitor beach and parking fees",,0,0,
2,0,4122,713,"Patronize local merchants and providers.
Encourage town government to take positive economic actions.",,0,0,
2,0,4122,711,"My pizza topping choices are Accommodation & Food Services, Educational Services and Professional & Technical Services. Accommodation & Food Services is the foundation of The Cape economy. Education is vital to the future of Cape Cod. Professional & Technical Services is an area that, if nurtured, could provide an alternative source of economic growth to the Cape. It could also help with the problem of the exodus of young people from that Cape.",,0,0,
0,0,4122,708,"Cape sources include septic systems, storm water and fertilizer.",,0,0,
-2,1,4122,706,Sea Birds\nI never get tired of watching the many seabirds that live on and visit Cape Cod. It would seem lonelier here without them.,,1,0,
3,0,4122,704,"From the moment the backhoe breaks ground for our new house to the moment we spread a bag of fertilizer on the new lawn, we should consider the impact of our actions on the environment.  Algae blooms, eelgrass and fish die off are all potential results. Thank heaven for oysters that help clean up the mess!",,0,0,
0,0,4122,698,"Though some of the inner parts of the Cape have long water travel times, most are under 10 years. It seems that we should be able to notice results within the 10 year timeframe. We shouldn't choose to not act just because the results may not be immediately evident.  ",,0,0,
0,0,4122,692,My nitrogen footprint calculated to 79 lbs. I could try to use public transportation more.,,0,0,
3,0,4122,690,"Beautiful Cape Cod
Nature at risk
What is our future?",,0,0,
2,1,4122,685,"From 2005 through 2008 the phosphorus levels in the upper level of the pond have remained fairly constant, but in the lower levels of the pond they have risen significantly, going from mesotrophic to hyper-eutrophic. This indicates a less healthy pond.",,1,0,
5,0,4122,684,"[[[41.69034332054165, -70.16480165100097]]]\nIndian Lands Conservation Area in Dennis is a lovely place for walking, with woodland trails and a lot of views of Bass River. There are several benches where you can stop and just enjoy looking out across the water. I believe it is protected.",,0,0,
0,0,4122,682,"Wetlands Protection, Drinking Water Standards, Stormwater Runoff",,0,0,
0,0,4122,679,"Jason can plan his landscaping using low maintenance, native plants which would need less fertilizer to thrive. There are many native plants available her on the Cape that could give his business a welcoming, Cape Cod feel. This should help the nitrogen problem.",,0,1,I'm surprised how under-utilized this solution is. I think using sand and native beach grass for landscaping is a cool look that doesn't get used enough.
0,1,4122,677,B\nI use 1 1500 sq ft bag of crabgrass preventer & fertilizer in the spring,http://communityplanit.org/assets/attachments/598/627/house.jpg,0,1,Looks like it's working
0,0,4122,676,Fertilizer Application,,0,0,
0,1,4122,672,"[[[41.65059271059335, -70.2115793762207]]]\nOnly Yarmouth is in this watershed",,1,0,
0,0,4122,670,"Water for household pets, Drinking non-bottled water, Doing the laundry, Cleaning the dishes, Food Prep (boiling water, washing fruits and vegetables, etc.), Flushing the toilet, Showering",,0,0,
4,2,4122,669,"We need to understand how our daily lives impact water quality on the Cape, and define comprehensive plans to improve water quality in the future.",,2,0,
1,1,4579,726,"Let's work with the Cape Cod Commission to solve this thing regionally. After all, we have our Town's representative on the Commission to present our needs and views.",,1,0,
1,2,4579,725,"
Don't allow anyone to start the green lawn thing on Cape Cod. It was unknown in the past.
Don't pave those roads yet! Put in a downtown sewer....and, while you're at it, bury the electric lines and do some central heating!",,2,0,
2,1,4579,724,"Issue: Convincing people to care, really care....
Super Power: Mind control.....",,1,0,
-2,1,4579,721,"He must tell his personal story and admit he is stung by the need to tax everyone to pay for the necessary ""war on wastewater"". Also, consider betterment fees and other creative alternates to ""taxes"".",,1,0,
1,0,4579,720,"Share the costs, but discount based on income",,0,0,
3,0,4579,719,"Yes, it wold be fair if based on proportions. ",,0,0,
5,0,4579,715,"State or Federal Grants, Sharing Existing Facilities, A ""Flush"" Tax\nCape Cod is a national treasure. As such we should receive federal and state support to work on the problem. 
Meanwhile we must step up our collective consciousness of our individual impacts by tying our usage and our visitors' usage to the outcome and impact through a ""flush tax"". 
Last, we must work regionally to solve the problem, both for the greater voice it will provide us and to cut the costs through economies of scale construction solutions.",,0,0,
1,1,4579,713,"I work in renewable energy. Cutting edge renewable energy technology has its own eco-tourist visitor, a sector I would like to see grow on Cape Cod. 
In addition to an increase in the numbers of tourists coming to witness Cape Cod's cutting edge RE technologies, my contributions to the Cape's economic health will continue as I bring forward no-cost renewables to the municipalities through the work of the Cape & Vineyard Electric Cooperative.",,1,0,
16,0,4579,711,"I envision the Cape becoming an Eco-model that could draw grant monies from the federal sector (not that any exist due to the budget overdraw), tourist dollars, and scientific funding. The three ""toppings"" that would be key to the success to a flourishing economy from green technology and exemplary life-style modeling are: Arts, Recreation & Entertainment, Agriculture, Forestry & Hunting, and Utilities. I believe the Cape offers all the pieces of the puzzle and opportunities to become a model in renewable energy, home-grown foods, fossil-fuel free transportation, smart growth, etc. Tourists would visit the Cape in greater numbers to enjoy not only the clean beaches and waters, but also to participate in a lifestyle that is entirely green, if even for a weekend holiday. ",,0,0,
-1,0,4579,708,The sources of nutrients in Cape Cod's bays and estuaries are our waste (septage) and our fertilizers. ,,0,0,
2,2,4579,706,"Eel Grass\nWithout the eelgrass, the others in the list would be negatively impacted. The crabs hide and feed in the eelgrass.  Little organisms that feed the oysters grown in the eelgrass.  The cod, scallops, sea birds and bluefish rely on the little fish and organisms that grow and live in the eelgrass. I would be effected because without the full cycle ecology benefits from the eelgrass, I would no longer have seafoood or healthy waters.",,2,0,
6,0,4579,704,"I used to visit the marsh in Orleans Town Cove to observe the little things like fish and mussels growing and living in the eelgrass by the shore. But now, after years of people flushing toilets, using fertilizer and after construction along the shore with things like backhoes, my little observable friends, like the fish and the mussels, have disappeared along with the eelgrass.  I'm not discouraged, though, because my friends the oysters are rallying to help by taking out the excess nutrients, which will bring back the eelgrass, and then my little fish and mussel friends will return so I can again go visit them in Town Cove..",,0,0,
0,0,5961,721,have less use of fossile fulles,,0,0,
0,0,5961,720,Remove them from any obligation to pay\nj,,0,0,
0,0,5961,719,tim,,0,0,
0,0,5961,715,Gaming Proceeds\ntime,,0,0,
0,0,5961,713,time ,,0,0,
0,0,5961,711,"fossile fuels 
globle warming
wind mills",,0,0,
0,0,5961,708," the amount on food waset, globale warming, and plution",,0,1,"ya thats almost what i did too i did almost that. But yours sounds better than mine
"
0,0,5961,706,Sea Birds\nit too much,,0,0,
