score,popular,user_id,challenge_id,response,media,likes_num,replies_num,replies
0,1,5050,561,"Locally sourcing the majority of school cafeteria food\nNot only should school cafs be using locally sourced food but so should every government run facility - hospitals, retirement homes, etc.",,1,0,
3,0,5050,560,Too long we have taken our food supply for granted. This program is valuable if only to bring our attention back to what we're eating. Get children thinking about where their food is coming from and how eating locally sourced food is not only physically healthy but contributes to the economic health of their communities as well. ,,0,0,
4,0,5050,557,"Transportation could be an issue for some, however, carpooling is always an option once the gardeners get to know each other. The benefits speak for themselves! Everyone benefits nutritionally but there is also a valuable social aspect to community gardens.",,0,0,
2,0,5050,556,I had no idea that there were so many community gardens in Sarnia! Kudos!,,0,0,
2,0,5050,555,If she is not sure where to get local produce then obviously there needs to be more promotion. I don't know how the County could help Lisa. I don't know what kinds of programs you have in place.,,0,0,
-3,0,5050,551,"A head of locally grown romaine lettuce (1.99)\nThe price here isn't a factor. This is how I shop.... 1. local, 2. Ontario, 3. Canada, 4. International only if it is something that I cannot source in Canada such as bananas. If it can be from Canada but there are no Canadian products on the shelf, I'll do without until I can find Canadian. Grapes for example, must be Canadian or I will pass on them.",,0,0,
0,0,5050,565,3,,0,0,
3,0,5050,549,I would definitely shop there (much like the farmer's market but open every day?) I don't mind paying a little bit more. I already do that to a certain extent because I always choose to buy Canadian when it is available and quite often those groceries are a few cents more.,,0,0,
0,0,5050,545,Cost,,0,0,
1,1,5050,546,"That's easy! I'm eating from my garden right now and most of it goes from garden to plate. Tomatoes, kale, onions, peppers, parsley, sage, and basil.",,1,0,
1,1,5050,544,"Other (please indicate in comments)\nMy answer is ""all of the above"". What I don't grow or can't get at the farmer's market, I will get at the supermarket.",,1,0,
0,0,5621,544,Chain supermarket,,0,0,
0,0,4888,562,:),,0,0,
1,1,4888,561,"Locally sourcing the majority of school cafeteria food\nalso, An advertising and educational campaign to promote eating and selling local",,1,0,
6,0,4888,560,"Farming, local agriculture and good nutrition are extremely important and should definitely be addressed in schools. It is one of our most basic needs after all...
In a rough translation the sentence below sums up my attitude towards food:
Food should be eaten not loved, people should be loved not eaten (by worry, bullying...) This is open to many interpretations and contains many ideas but mainly the one I think should be addressed as a society is the respect our food deserves and the gratitude we should all be showing to the sustenance we enjoy so easily in this country.",,0,1,"...and just for fun I meant to put this in here but could only find it now:
Try and beat the baddawala; watch Top Gear episode 7 series 17 India Special
http://watchseries.lt/episode/top_gear_s17_e7.html"
2,0,4888,557,I don't know what supports community gardens get:(,,0,0,
3,0,4888,556,the map is great but I can't see the details of the locations,,0,2,"There is a map?\\ On the left hand side called Resources. However, it doesn't seem to work the way I'd like so I can magnify to street level to get the exact locations of the gardens. I'm aware of a few of them but would like to see them all in the area."
0,0,4888,555,Have public transportation arranged for the weekends to all the surrounding/local pick your own farms.,,0,0,
0,1,4888,551,"A head of romaine lettuce from California (1.29)\nthe one locally grown should cost less, than any imported or well traveled variety. I'd love to EAT the locally grown one especially when it is in season. When it's not I'll pay the California price for the one grown in a local greenhouse.",,1,0,
0,0,4888,565,0,,0,0,
0,0,4888,549,I would definitely consider a store selling locally sourced foods within walking and items purchased carrying distance. Price has to be realistic! I'd prefer to buy everything that grows locally.,,0,0,
0,1,4888,546,"Ontario tomatoes
Apples from coworker's garden",,1,0,
0,0,4888,545,"Proximity\nhours/schedule
proximity
local and quality products
cost",,0,0,
0,0,4888,544,Chain supermarket,,0,0,
2,0,5034,551,A head of locally grown romaine lettuce (1.99)\nfresher and helps our local farmers,,0,0,
0,0,5034,565,5 or more,,0,0,
0,0,5034,549,"
  Yes I would pay extra and I prefer to buy organic/non gmo if possible..",,0,0,
1,0,5034,546,Pot of homemade soup...I made it with fresh veggies bought from the Sarnia Farmers Market.,,0,0,
0,0,5034,545,Availability of locally sourced foods\n,,0,0,
1,0,5034,544,Farmer's Market/CSA/Farm Share,,0,0,
2,0,5059,555,"If buying fresh the only way to go is the farmers market other than to make your own vegetable garden.
Your own garden cuts down the costs quite a bit. Not sure how the county could help",,0,0,
4,0,5059,551,"A head of locally grown romaine lettuce (1.99)\nlocal, supports the community tastes better fresher",,0,0,
0,0,5059,565,5 or more,,0,0,
0,0,5059,549,"Probably not. I prefer our local farmers market for fruits, vegetables and meats. The only other things to get is staples and bathroom laundry things which I purchase when on sale",,0,0,
0,0,5059,546,"squash, potatoes, from farmers market",,0,0,
0,0,5059,545,Cost,,0,0,
1,0,5059,544,"Chain supermarket, Farmer's Market/CSA/Farm Share",,0,0,
0,0,5063,562,i don't believe there is a SPECIFIC TYPE of person.,,0,0,
6,1,5063,561,"Tax incentives for farmers, distributors, and retailers who buy and sell local food.\ni think this is a wonderful idea.  Farmers need all the help they can get.",,1,0,
5,0,5063,560,YES i believe so.  i think it is important to teach children about the importance of LOCAL farming. If we teach them early they may decide to head to a local farmers market rather than the local grocery store.,,0,0,
8,1,5063,557,"benefits would be fresh, healthy produce.  A chance to meet your neighbours if you want to.",,1,0,
2,0,5063,556,Rural Lambton County.  Looks like the community gardens are only in Sarnia.,,0,0,
2,0,5063,555,SMALL LOCAL STANDS ARE OFTEN CHEAPER AND VERY HEALTHY,,0,0,
4,0,5063,551,"A head of locally grown romaine lettuce (1.99)\nFIRST OF ALL, TO SUPPORT THE LOCAL FARMERS
SECONDLY, THE FRESHNESS IS VERY IMPORTANT",,0,0,
0,0,5063,565,3,,0,0,
1,0,5063,549,YES... FOR THE QUALITY,,0,0,
0,0,5063,546,"locally crown tomatoes, apples and peaches.
I purchased them from a local farmer.",,0,0,
0,0,5063,545,Proximity,,0,0,
0,0,5063,544,Local market,,0,0,
0,0,4927,562,Someone who is more concerned over local identity and enivronmental impact than cheapness. ,,0,0,
1,0,4927,561,Bylaws to ensure grocery stores are selling at least 25% locally sourced food\nBecause making locally sourced food readily available throughout the year makes it easier for all individuals who cannot come to local farmer's markets to access locally sourced food as well.,,0,0,
5,0,4927,560,"I believe it is important to focus on supporting local agriculture so raising awareness in grades 4 & 7 is beneficial. I believe there should also be awareness for kids attending post secondary school in the area because they are at a point where they are looking for cheap, available food to support themselves for the first time. ",,0,0,
5,0,4927,557,"Working in a food bank we see the benefits of a community garden as individuals with too many vegetables will bring in their excess for those in need. However, it is important for individuals to have the time to tend to their gardens and ensure spoilage doesn't occur. ",,0,0,
0,0,4927,556,In Corunna,,0,0,
3,0,4927,555,"The fresh food box is very beneficial and allows her to get a variety of produce in an easy manner. Also, ensuring produce is conveniently available close to her house or work. ",,0,0,
4,0,4927,551,A head of locally grown romaine lettuce (1.99)\nBecause I am interested in supporting local farmers and knowing my food is fresh.,,0,0,
0,0,4927,565,3,,0,0,
3,0,4927,549,I would want to support my local farmers and reduce my eco footprint. ,,0,0,
1,0,4927,546,"Fresh peaches delicious and juicy, bought at local farmer's market. ",,0,0,
0,0,4927,545,Hours / schedule,,0,0,
1,0,4927,544,"Chain supermarket, Farmer's Market/CSA/Farm Share",,0,0,
0,0,5079,555,.,,0,0,
1,0,5079,551,A head of locally grown romaine lettuce (1.99)\nMore fresh,,0,0,
0,0,5079,565,0,,0,0,
0,0,5079,549,.,,0,0,
0,0,5079,546,"Apples, from a neighbour ",,0,0,
0,0,5079,545,Proximity,,0,0,
0,0,5079,544,Chain supermarket,,0,0,
1,0,4886,562,People who already know where to go. Most people don't know where to go and most farmers don't make it easy to tell people where to find their stuff locally.,,0,0,
0,0,4886,561,Other (explain in your comment)\nEncourage farmers to market their products locally through a separate food hub.,,0,0,
3,0,4886,560,Yes. Because they're important. More County funding.,,0,0,
3,2,4886,557,WOOHOO!,,2,0,
-1,0,4886,556,These gardens should be on every empty piece of land in the County.,,0,0,
4,3,4886,555,Hire a local foods system coordinator to manage the process of getting local awesome food from farms to cities to people.,,3,0,
-3,0,4886,551,A head of locally grown romaine lettuce (1.99)\nIf I can find it. Most local food producers really suck at marketing.,,0,0,
0,0,4886,565,1,,0,0,
0,0,4886,549,"The prices wouldn't be slightly higher. They would be a lot higher. Take the case of ""Downtown Groceries""...their wholesale prices were higher than what large chains were selling for.",,0,0,
2,0,4886,546,"Banana. Marysville, Michigan. A banana is yellow and full of healthy stuff. 
You can learn more about bananas here: http://en.wikipedia.org/wiki/Banana",,0,0,
0,0,4886,545,Habit/loyalty,,0,0,
0,0,4886,544,Chain supermarket,,0,0,
0,0,5181,562,"People who are more affluent, where the price is not the first concern.  People who have no children, or at least older children, who have the time to run all over the county to find what they want.",,0,0,
0,1,5181,561,"Locally sourcing the majority of school cafeteria food\nI'm not really in favour of government mandating such things.  I think most people know local grown food is healthier for ourselves, our economy, and the planet in general.  Advertising must be ongoing, not just 'a campaign'.  Of the above options,local school cafeteria food is the most doable.
It needs to be convenient!",,1,0,
6,1,5181,560,"Yes, of course they should be addressed...for more than one week per year.  The idea of having a school garden sounds great, maybe Grade 4 or 5 students could be responsible for it, except that most of the upkeep would take place during the months when school is not in session.  Not sure how to address that issue.",,1,0,
-1,0,5181,557,"Unless your job is farming, I suspect most people find it difficult to fit gardening into their schedules.",,0,0,
0,0,5181,556,I know very little about these gardens.,,0,0,
5,0,5181,555,"That's my question as well.  The local Farmers Market would be the best option I suppose but there are many drawbacks.  In retail her hours are probably all over the place so she may not be able to get there regularly.  It's also a nuisance to make sure you have enough cash when you go.  It's hard to do a weeks worth of shopping as you are soon laden down with more than you can carry, which means several trips back and forth to the car.  Speaking of the car, on market days it can be a nightmare driving and parking there.  There are still some items you may want but can't get there, so there's still a trip to the supermarket to be made.  In the end she will end up at the supermarket.  I guess what I'm saying is, there needs to be one place, open daily, with carts, debit, and parking.",,0,0,
1,1,5181,551,A head of locally grown romaine lettuce (1.99)\nI like my lettuce fresh.  I was disappointed last week to discover the bunch of Organic Kale I paid extra for at the grocery store had a twist tie around it saying it came from California!,,1,0,
0,0,5181,565,4,,0,0,
3,0,5181,549,"I would consider using it, but the prices would have to be pretty comparable.  I don't mind paying a little more for freshness and for contributing to the sustainability of local economy.  The quality would have to be there.  I would also like to be easily able to determine how organically grown or raised the product is.  Are the grain fed animals fed GMO'd corn?  Have pesticides been sprayed all over the fruit and veg?",,0,0,
0,0,5181,546,"I just had a bowl of oatmeal with pineapple chunks.  I don't think I could get either of these items at the local market, though I suppose I could have substituted a local, in season fruit.",,0,0,
-1,0,5181,545,Other\nConvenience.  One stop shopping for anything I need any day of the week without driving all over the countryside.,,0,0,
0,0,5181,544,Chain supermarket,,0,0,
7,0,5035,562,"No I don't think there is a specific type of person who generally purchases locally sourced foods. All different people buy local, but I think there needs to be more of it available--for example in our grocery stores and other locations spread around the city.  Yes I am the type of person who would love more local foods to purchase. They are a healthier option in my opinion, and we like to support local.",,0,0,
3,0,5035,561,"Tax incentives for farmers, distributors, and retailers who buy and sell local food.\nI think tax incentives for farmers, distributors, and retailers would be a great idea because it will bring more local food into our community--and be available at more locations, which means more people in the city could purchase it.",,0,0,
7,1,5035,560,"It's very important to continue teaching kids about agriculture, farming and the importance of local food.  If this part of education were to falter out, you will have less and less kids growing up to be farmers. We all know we need our local farmers and we need as much of the next generation to be interested in being one as well.  ",,1,0,
9,1,5035,557,I see a lot of benefits for participating in a community garden. For those who want fresh local food and who can take pride in knowing they helped grow it themselves. It is great for large families or anyone looking to save money on food. ,,1,0,
-1,0,5035,556,No I do not.,,0,0,
5,0,5035,555,Farmers Market has great prices and with some things I feel you get more for your money than a local grocery store.  I think the county could also help with even lower cost options within the community.,,0,0,
1,0,5035,551,A head of locally grown romaine lettuce (1.99)\nI prefer local because its more fresh than the others and I feel a healthier option as well.,,0,0,
0,0,5035,565,0,,0,0,
3,0,5035,549,"Yes I would use it. I prefer to buy local beef, chicken, vegetables and fruit. It's worth the extra money to have fresher food.",,0,0,
0,0,5035,546,Apple from the grocery store,,0,0,
0,0,5035,545,Proximity,,0,0,
0,0,5035,544,Chain supermarket,,0,0,
0,0,5066,546,"Corn on the cob from Zekefield's market. Although I think we have too many big mono-culture corn farms in  North America, I cannot deny the deliciousness of fresh local corn at the end of summer. ",,0,0,
3,0,5066,545,"Availability of locally sourced foods\nMy reasons for choosing to shop at the farmers market is to get fresher, more sustainable (and sometimes organic)local food. My reasons for shopping at chain store's like No Frills is their low cost, daily hours of operation, and ease of access (everything under one roof).",,0,0,
-1,0,5066,544,"Chain supermarket, Farmer's Market/CSA/Farm Share\nI get my vegetables, fruit, eggs, bread, and other goods from the market. No frills is my next preference for any other goods as I find it is the cheapest.",,0,0,
1,0,4740,562,"Yes, those that have the time to research and travel to retail spots that cater to local food. Somewhat but not totally.",,0,0,
0,0,4740,561,"Tax incentives for farmers, distributors, and retailers who buy and sell local food.\nsupports local resources and sources",,0,0,
1,0,4740,560,"Yes, especially for urban students who may not understand what ""farming"" is.",,0,0,
0,0,4740,557,Providing land that is accessible to those utilizing the garden ,,0,0,
0,0,4740,556,Not sure,,0,0,
0,0,4740,555,Website that identifies local alternatives.,,0,0,
0,0,4740,551,A head of locally grown romaine lettuce (1.99)\nShould be fresher than other options and therefore last longer.,,0,0,
0,0,4740,565,4,,0,0,
1,0,4740,549,"Yes, I would.  Vegetables, fruits, meats and baked goods primarily.",,0,0,
0,0,4740,546,Corn from Maclin's Market on lakeshore Road,,0,0,
0,0,4740,545,Habit/loyalty,,0,0,
0,0,4740,544,Chain supermarket,,0,0,
0,0,5438,562,"just going to the local farmers markets gives you the knowledge of what local foods are available and what is in season, I don't think it has to be a specific type of person.",,0,0,
3,0,5438,561,"Tax incentives for farmers, distributors, and retailers who buy and sell local food.\nI think it would be great if some of our grocery stores could sell local produce.",,0,0,
8,1,5438,560,It is important that they have the knowledge.  They will more likely support the local economy.  They will gain the knowledge of healthy eating.,,1,0,
9,1,5438,557,"I think it is great.  Some people do not have the land or the knowledge on starting one. When you partake it one, you build a social network and meet new people. You also gain the knowledge of growing them. Also it is great that children get involved, because it will carry on into their adult years.",,1,1,Well said!
0,0,5438,556,I have knowledge of some of them and checking the map that the Lambton County has...I didn't know there were that many.,,0,0,
0,0,5438,555,"She could get veggies from the ""one tomato project"", there are gardens downtown and on the corner of Murphy Rd.  and Wellington St. Germain Park also has lots that you can rent, to grow your own veggies.  Maybe the County could put together a pamphlet and also put this info on their website and other info of the other sites that I don't know about.  Some of the churches in town also grow veggies for the community. Maybe people from the community i.e. the Horticultural Society or Master Gardeners, could instruct people that don't have a lot of knowledge in gardening, to get them started.",,0,0,
1,0,5438,551,A head of locally grown romaine lettuce (1.99)\nit is grown by a local farmer and it will be fresh.,,0,0,
0,0,5438,565,5 or more,,0,0,
4,0,5438,549,"Yes I would shop there. I believe in the ""100 mile diet"" and also to support our local farmers. You will know that the products are fresh and where it comes from.",,0,0,
0,0,5438,546,"bought some tomatoes, peppers and onions at the farmers market and made a dish that my mother used to make which is called lecso  (hungarian).  Will be going to the market again to get my ingredients to make some pickled turnips.  I can hardly wait!!",,0,0,
0,0,5438,545,Proximity,,0,0,
1,0,5438,544,"Chain supermarket, Farmer's Market/CSA/Farm Share",,0,0,
0,0,5027,556,None that I am aware of.,,0,0,
4,0,5027,555,She could shop at the farmers market in Sarnia.  She could also learn about where to access the good food box which is distributed (monthly?) in Sarnia and provided families with fresh seasonal produce.,,0,0,
0,0,5027,551,A head of locally grown romaine lettuce (1.99)\nLocal!,,0,0,
0,0,5027,565,1,,0,0,
4,0,5027,549,YEs....we have a small store now that gets many local or Ontario made foods which I enjoy shopping at.  I also like the farmers market when I can get there.,,0,0,
0,0,5027,546,Peaches and corn on the cob.  Corny Korners,,0,0,
0,0,5027,545,Cost,,0,0,
0,0,5027,544,Chain supermarket,,0,0,
0,0,5439,562,I feel people who are connected to the world and in there community. I am that type,,0,0,
0,0,5439,561,"Tax incentives for farmers, distributors, and retailers who buy and sell local food.\nThey need a break",,0,0,
3,1,5439,560,I think its great,,1,0,
0,1,5439,557,I think every community should have one!,,1,0,
3,0,5439,556,I live in calif. but There are none around me. I would love to start one!,,0,0,
0,0,5439,555,"a little research can go a long way try searching your county website. talk to friends, family, neighbors.",,0,0,
0,0,5439,551,A head of locally grown romaine lettuce (1.99)\nBecause it is locally grown and overall my green footprint is overall lower!,,0,0,
0,0,5439,565,0\nI don't have one nearby,,0,0,
5,0,5439,549,Yes! and I think everyone truly wished they could say yes to this question! Prices are always an issue but I feel a program can be place to help lower prices for certain families. I would purchase anything I can get!,,0,0,
3,0,5439,546,Tomatoes that I grow in my front yard! I love home grown food!,,0,0,
0,0,5439,545,Cost,,0,0,
0,0,5439,544,Local market,,0,0,
0,0,5064,565,4\nusually once a week.,,0,0,
0,0,5064,551,A head of locally grown romaine lettuce (1.99)\nlow-carbon impact of locally grown lettuce and the flavor of produce that is grown locally.,,0,0,
1,0,5064,549,"Fresh produce and locally canned goods are things I tend to try to buy locally, if possible. ",,0,0,
1,0,5064,546,fresh corn on the cob - bought from local market.,,0,0,
0,0,5064,545,Proximity,,0,0,
0,0,5064,544,Local market,,0,0,
-2,0,5239,562,"I am one of those people, but I don't think that there should be a stereotype of person who buys locally sourced foods.  I think that it's a decision people make for a variety of reasons.",,0,0,
3,0,5239,561,"Tax incentives for farmers, distributors, and retailers who buy and sell local food.\nTax incentives are a positive way to increase uptake rather than punative bylaws.",,0,0,
0,0,5239,560,"Yes, these are topics that should be addressed in school, so should basic cooking, sewing, mechanics and carpentry.  All topics should be mandatory for all students (males and females).  These are necessary life skills.  ",,0,0,
1,0,5239,557,Expand programs into daycare centres.,,0,0,
0,1,5239,556,"Couldn't see a map of gardens, so I don't know.",,1,0,
7,1,5239,555,"Garden Fresh Box program, farmers market.
Lisa would be considered the working poor who do not qualify for subsidies.  The County could help support local farmer's markets and community gardens and could help promote the Garden Fresh Box program and community gardens.",,1,0,
-1,0,5239,551,"A head of locally grown romaine lettuce (1.99)\nI look for locally grown produce first, then price.  I rarely buy anything that is pre-washed, cut, etc.",,0,0,
0,0,5239,565,3\nThere is a local fruit and vegetable stand in my community where I purchase local fruit and vegetables weekly.,,0,0,
4,0,5239,549,"Yes I would consider using this type of grocery store. I would be looking for fresh, whole foods, minimally processed.  Store location and hours are also very important.  I do most of my grocery shopping in the evenings or weekends, including Sunday morning.",,0,0,
0,0,5239,546,Homemade tomato soup using tomatoes from my garden.,,0,0,
0,0,5239,545,Cost,,0,0,
0,0,5239,544,Chain supermarket,,0,0,
0,0,5049,551,A head of locally grown romaine lettuce (1.99)\nI would expect it to have been harvested sooner so it is fresher.,,0,0,
0,0,5049,565,2,,0,0,
5,0,5049,549,"Yes I would consider it because we should all be supporting local farmers, plus fresh, local food tastes so much better!",,0,0,
0,1,5049,546,Delicious smoked trout from the farmers market- yum!,,1,0,
0,0,5049,545,Proximity,,0,0,
1,0,5049,544,"Chain supermarket, Farmer's Market/CSA/Farm Share",,0,0,
0,0,5053,562,People who think about the ethics of food and how it affects our health and the environment,,0,0,
3,0,5053,561,An advertising and educational campaign to promote eating and selling local\nThe more information people have the better choices they will make,,0,0,
1,1,5053,560,Yes. Food nutrition and food preparation should be part of the elementary and secondary school curriculum,,1,0,
2,2,5053,557,Make it more known to the public would be helpful,,2,0,
-1,0,5053,556,No,,0,0,
0,0,5053,555,Sarnia farmers market,,0,0,
-2,0,5053,551,A head of locally grown romaine lettuce (1.99)\nIf I notice that's its local ill buy it.,,0,0,
0,0,5053,565,5 or more,,0,0,
3,0,5053,549,"Yes. I would to support local meat, produce, and anything else that is made local.",,0,0,
1,1,5053,546,Korney keeners had fresh and delicious corn at their newly open market,,1,0,
0,0,5053,545,Proximity,,0,0,
0,1,5053,544,Chain supermarket\nHave just started buying local at markets and farms,,1,0,
7,0,5045,562,"Two very different people come but the similarities are that they believe in growing their own food as it is better, fresher and healthier for you.  So when it is not garden season, they are at the Farmer's market purchasing the produce, eggs, beef etc.  I am partially that person as well but with the expansion of local foods in the Supermarket I know I am getting the same product from the same place for a lower price because of the buying power a supermarket can bring.  Eating well is not cheap and I have to fit the best with in a small budget.",,0,0,
2,0,5045,561,Locally sourcing the majority of school cafeteria food\nAn advertising campaign and tax incentives don't help educate people.  These can easily be put back in one's mind as it doesn't directly affect them.  By starting it in the schools children will learn from a young age and as they get older they can decide on their food consumption.,,0,0,
4,0,5045,560,This should be addressed in the schools in more than grades 4 and 7 for one week.  We need food to survive.  Being educated on the better choices of food that a person consumes is very important not to just our health but our mental being.  ,,0,0,
12,1,5045,557,"Any garden whether a community or one in your back yard has many benefits:  fresh food not only tastes better but is better for you, save money and the feeling of pride when you are able to enjoy the fruits of your labour.  With this is drawbacks because this is time consuming, bugs and weather can be against you and not everyone has the location or can afford the rental cost of a community garden.",,1,0,
0,0,5045,556,I know of the community garden at Germaine park but have never participated in it.  ,,0,0,
0,0,5045,555,Farmer's Market on Ontario Street,,0,0,
2,0,5045,551,A head of locally grown romaine lettuce (1.99)\nAnything fresher always tastes better.,,0,0,
0,0,5045,565,0,,0,0,
0,0,5045,549,"We have one in town called Sunripe.  I only use it as a last resort because the large grocery stores are bringing in local foods when they can or if I can, I will purchase directly from the local food source. ",,0,0,
