score,popular,user_id,challenge_id,response,media,likes_num,replies_num,replies
0,0,4280,445,"Write a letter with photos, drawings, with her fellow classmates and teachers, get as many signatures as they can get, and have the principal send their message out to leaders and media...all done through a child's eye.",,0,0,
0,0,4280,443,Vote Yes!  Long term gains to short-sighted LOSS.,,0,0,
4,0,4280,442,"N/A as a visitor, but if I owned a home, it would certainly have a ripple effect collectively amongst the property owners to the businesses.  Subdivisions would increase and hinder the charm.",,0,0,
3,1,4280,441,"[[[41.65726226816065, -69.96009545898437]]]\nThird to Nantucket and Martha's Vineyards, it has most charm, diverse resources.",,0,1,"Chatham, that is...left that out"
0,0,4280,492,"It is not about self-preservation, but global preservation.   And it starts locally.  Make Cape Cod the gold standard of protecting the environment.",,0,0,
2,0,4280,491,I've noticed higher levels of plant growth.,,0,0,
-1,1,4280,490,New Year's Cod Drop in Chatham features local art and music on the beach,,1,0,
-2,0,4280,439,"Chatham, Brewster, Bourne, Barnstable, Yarmouth, Wellfleet, Truro, Sandwich, Provincetown, Orleans, Mashpee,  Harwich, Falmouth, Eastham, Dennis\nTough - but I'll pick the Chatham Lighthouse and pier!",,0,0,
10,1,4280,438,They provide dramatic and breathtaking views and allow everyone a chance to enjoy them in so many different ways.  ,,1,0,
-2,3,4280,437,"""In nature nothing exists alone"" (Rachel Carson)",,3,0,
1,0,4280,435,N/A but yes if I had a property,,0,0,
0,0,4280,434,"Using nitrogen-free household products, Reducing or eliminating the use of fertilizers on your yard, Installing special landscaping that captures stormwater runoff",,0,0,
0,0,4280,433,I don't have a septic system\nI don't own a property,,0,0,
1,0,4280,431,"Take measures to find funding resources that are longer lasting solutions to the property.  Speak with experts (town planner, environmental engineers) about the septic, learn about any new initiatives/incentives and get involved. ",,0,0,
2,1,4280,430,"The issue will only get worse if he doesn't step in and not only be a part of the dialogue and work, but he and his business need to be good neighbors.  Tackling a vital issue is seen with respect when it is  done with compassion, knowledge.  Otherwise he can kiss his business and living on the Cape goodbye.",,1,0,
7,1,4280,429,"She may decide not to visit and/or invest in the Cape.  Both Lin and her parents can be active in local organizations, educate others, put huge pressure on local, state and federal leaders to get the best zoning in place with strict enforcement, help change legislation and creative/new technology to protect the Cape.",,1,0,
0,0,4280,427,My watershed contributes to a coastal bay (embayment)\nIn Dennis,,0,0,
0,0,4280,426,I noticed is along the Sandwich area beaches,,0,0,
6,2,4280,425,"Walking the beaches and taking in the beauty of the dunes, the serenity of the morning sunrise and the breathtaking sunsets, dipping my toes in the cool, crisp water.",,2,0,
3,1,4280,423,"It would be devastating to do nothing and to see it impacted by man vs natural storms.  I would not imagine the do nothing because I don't believe Cape Cod Commission will allow that, nor will those of us that love it.  So I won't even consider that ""future scenario"" into my equation.",,1,0,
0,0,4280,421,"[[[41.74339133611789, -70.016400390625]]]\nTough pick: Corporation Beach in Dennis and Chatham's beaches for the long walks",,0,0,
7,2,4280,422,"I visited from Connecticut a few times, the first being my honeymoon in my first marriage, but it was when a friend of mine invited me to stay in a rental house in Dennis each summer for a week with his family did I begin to fully embrace the wonders and wanders of the Cape!  One year I worked in Boston and lived in Scituate, MA and I'd visit the Cape as often as I could - the winters are just a exceptional.  Now my husband and I love to explore it in all of the seasons - our last one we took in New Year's Eve in Chatham for the Cod Drop!  Many reasons why I love the Cape: nature, recreation, the people, quaint towns, character of each, the artists, crystal clear waters, lighthouses, historic buildings, body surfing, Brewster Store....!",http://communityplanit.org/assets/attachments/417/418/P1000266.JPG,2,0,
1,0,4122,463,"Cape waters should be even healthier 50 years from now!  The hardest part might be breaking through the apathy of people who just don't want to deal with or acknowledge the problem. Creative methods of informing people and getting them involved should be used. This game is a very good start! Perhaps various media could be used - email, radio, community cable, town hall meetings etc.",,0,0,
4,0,4122,462,"Arturo's job depends on a successful Cape Cod economy, which is partially dependent on water quality and natural resources.",,0,0,
0,0,4122,461,"All residents, All businesses, The state government, The federal government, Visitors",,0,0,
0,0,4122,459,Would attend,,0,0,
0,0,4122,458,"Coordinated efforts can often be more cost-efficient than smaller, independent efforts.",,0,0,
1,0,4122,457,"Fresh seafood, which definitely depends on water quality!",,0,0,
0,0,4122,455,We live in a neighborhood with relatively small lots and close houses. Sewers would be as appropriate here as anywhere.,,0,0,
0,0,4122,454,Yes\nConsideration of the impact of development on nearby waterways should be a part of all permitting processes.,,0,0,
0,0,4122,453,"I knew something about it\nI didn't know about phosphorus, but had read about the effects of nitrogen in our water.",,0,0,
0,0,4122,450,Long Pond is nearest to me. I occasionally walk near it but most access to it is private property.,,0,0,
3,1,4122,451,More likely to support\nA faster return on investment is a good incentive to act.,,1,0,
2,2,4122,449,"The light here is like no other place I have been. And living on a peninsula creates a sense of community not found in places without such defined natural boundaries.
",,2,0,
4,0,4122,447,Yes\nSeems like a no-brainer. Why wouldn't we want to use natural means if they're available?,,0,0,
4,1,4122,446,"Direct growth to areas where treatment could be provided at a lower cost, Use different wastewater treatment types for the newly developed areas\nThe fact that land is available does not mean it is appropriate to build there. Small communities with self contained sewage systems would be better than widespread individual homes with septic systems",,1,0,
0,2,4122,445,"Mia could ask her science teachers if her class could do a project on the effects of wastewater and possible ways to minimize those effects. This project could then be presented to parents and friends, with suggestions of actions families can take.",,2,0,
-7,0,4122,443,"He should vote yes. A degraded environment and poor Cape economy will harm The Cape's children as much as a cut in school funding. Also, cuts can be spread across other expenses, not just schools.",,0,0,
-4,2,4122,442,"Higher taxes mean less money for other expenses. However, I would rather pay higher taxes now to deal with excess nitrogen and prevent the problem.",,2,0,
0,0,4122,441,"[[[41.70034122176128, -70.27801232910156]]]\nLarge, old historic houses",,0,0,
5,1,4122,492,"Yarmouth's charm and beauty depend on clean, healthy ponds, rivers and beaches and forests. A commercial strip alone won't draw anyone to Yarmouth.",,1,0,
0,1,4122,491,"Water levels seem to be higher than they used to be, both beach and river high water levels and ground water. I have had water in my basement this year and last, but son't remember it happening for years before that.",,1,0,
0,2,4122,490,"Yarmouth has had the October Seaside Festival for years, with all kinds of activities. Now we are also having a summer celebration featuring sand castles and other activities on or near the beaches - a fish derby and a sailing regatta",http://communityplanit.org/assets/attachments/417/419/downsize-1.jpg,2,0,
6,0,4122,439,"Chatham, Brewster, Bourne, Barnstable, Wellfleet, Truro, Sandwich, Provincetown, Orleans, Mashpee,  Harwich, Falmouth, Eastham, Dennis\nHarwich has a great community center, nice walking trails and community activities",http://communityplanit.org/assets/attachments/417/419/tumblr_m9szt1dYgI1qhcidm.jpg,0,0,
2,3,4122,438,our Nantucket Sound beaches are family friendly,http://communityplanit.org/assets/attachments/417/419/0210131659.jpg,2,1,Gorgeous photo!
0,1,4122,437,motels & beaches,,1,0,
1,0,4122,435,yes,,0,0,
-1,0,4122,434,"Composting food and waste, Using nitrogen-free household products, Reducing or eliminating the use of fertilizers on your yard, Installing special landscaping that captures stormwater runoff, Installing special bathroom fixtures",,0,0,
0,0,4122,433,In the past 2 years\nThe original 1950's cesspool was replaced during a remodel in 2010. The tank was pumped 2 weeks ago.,,0,0,
5,0,4122,431,Since the septic system needs to be replaced I would research the options for the solution that can best protect the environment and still be in my budget. Long term I'd research ways to reduce overall water consumption.,,0,0,
3,0,4122,430,Jason's business depends on a strong resident and visitor community. He should work towards maintaining that community by preserving the Cape's natural resources.,,0,0,
1,0,4122,429,Her already limited Cape Cod job opportunities will be fewer. They could think about how to reduce household water usage.,,0,0,
0,0,4122,427,My watershed contributes to a coastal bay (embayment)\nBass River area,,0,0,
-1,0,4122,426,no,,0,0,
3,0,4122,425,I love walking the many Cape trails,,0,0,
4,0,4122,423,"The Cape's natural resources are the most important factor that draws visitors and makes people want to move here permanently. Degradation of these resources, not just ponds and waterways but forests and trails, will have a major impact on the quality of life.",,0,0,
7,0,4122,421,"[[[41.643313126493204, -70.20492749786376]]]\nSouth Middle Beach is my favorite. The sand is soft, I enjoy the short walk through the pines, and best of all, I can walk there from my house!",,0,0,
0,0,4122,422,"I had been spending summers on the Cape since I was a baby. Though my father's job caused us to move around a lot, the Cape was the place that always meant renewal to me. Four years ago I was fortunate enough to start tele-commuting to my job, and became a full time resident. My co-workers in Pennsylvania are so jealous!",,0,0,
12,0,4470,425,"I personally love boating and ability to ""gunkhole"" which is exploring small bays and harbors. Enjoying the sea life and birds, A relaxed time to ponder the world and the future. For family it is all the activities available year round for children and grandchildren, not to mention great friends!",,0,0,
9,0,4470,423,"there are three issues impacting this area as I see it:
1. Global warming
2. Waste water
3. Pilgrim nuclear plant
All three, unless resolved in some fashion, impact disastrously on the Cape, its economy and the lives of those living here. For me, as a non beach person, it impacts my ability to enjoy boating, my families ability to enjoy the environment, and our childrens employment possibilities.",,0,0,
0,0,4470,421,"[[[41.70239188119765, -70.33500390625]]]\nLovely bay to have kids learn to sail. Also a jumping off place to head north and cruise Maine coast",,0,0,
0,0,4470,422,In the 50's I went to school at Tabor academy and spent time on the Cape. three years ago we came to be close to our daughter and her family. ,,0,0,
0,2,4499,437,Interconnected,,2,0,
22,2,4458,463,"Allow non-resident taxpayers to participate in the discussion. They may become full time residents someday, or perhaps their children will. Consider an e-mail listserve to provide updates to all residents.  Place information on how to sign up in the tax bills and at the transfer stations, as inserts to the shellfish permits and beach parking sticker applications. Have this game repeat - this was a great way to learn about issues. I notice as the game progressed, we were eased into exposure to increasingly complex documents we may not have ever looked up on our own (nice tricky touch). Have poster contests in the schools.  NYS has an annual waste water treatment poster contest with a different theme every year and the winning entry becomes a mass produced poster.  Our recycling division has a contest that results in an annual calendar with 13 winning entries (one for the cover). Bring in speakers from places where success has been noted so they can tell their story. Have it at a school - show a kid movie in one room and have the speaker in another room.  My school district had a very tough budget this year - one thing they did was have a lot of on line surveys - after each iteration of the amended draft budget - there were so many stakeholders...People who were on the school news e-mail service and the town e-mail service were sent notices and links to the surveys.  It was a great way for people to ""vote"" but also had opportunity to answer open ended questions, so in the end, even though not everyone was happy with the outcomes (we lost a ton of money from the state and had to cut things), everyone understood and appreciated the constraints and the aftermath was not as explosive as it could have been without the collaboration.",,2,0,
-1,0,4458,462,"If his restaurant has to pay higher fees, they may have to reduce staff and he could lose his job. If the water supply is compromised,cast will go up as well.  He may not really be affected if he does leave the country, as the solution will not show results while he is still here.  It's hard to sell higher costs to people without a long term commitment to an area. ",,0,0,
2,0,4458,461,"All residents, All businesses, The state government, The federal government, Visitors\nI am not checking just those connected, because those not connected would benefit from the connections by not having to upgrade sooner.",,0,0,
-8,2,4458,459,"Probably would not attend\nI am not the landowner and don't have standing.  Also, the landowner who does own the house in which I stay is a non-resident taxpayer and is not allowed to vote on town issues.  I'm not sure non-resident taxpayers are even allowed to speak at meetings. There needs to be a way for non-resident taxpayers to have a place at the table - they do put demand on the watershed and will be expected to pay for the solutions.  I worry that decisions could end up being made that places a higher burden on the non-resident taxpayers than residents simply because they can't vote and are stuck with decisions ""official"" residents make.",,1,1,"All taxpayers have a stake, and should have the ability to exercise it.  Chatham holds a ""summer resident"" town meeting each year during which the nonresident taxpayers get updated and voice their concerns.  In many cases, they contribute far more to the tax base than the locals.  I don't know if all towns utilize a similar system."
-2,0,4458,458,"It seems cheaper overall, it seems that more residences would be able to continue to use Title % systems, decreasing the amount of construction of pipes and disruption of traffic during construction. It seems a more targeted approach can decrease the overall loads to the watersheds. ",,0,0,
4,0,4458,457,"I don't know if I could choose between mussels and cranberries.  Mussels probably depend on water quality more, as they need to breathe in the water and cranberries are a crop (do they benefit from fertilizer?), but the cranberries I buy are grown in a bog that is flooded for harvest.  It would cost more to wash algae off the berries and unfoul the equipment..  Just look at how clean this cranberry harvesting equipment is...",http://communityplanit.org/assets/attachments/417/420/P1020830.JPG,0,0,
-5,1,4458,455,"I'm not sure.  The house in which I stay is in a neighborhood with some paved roads and some unimproved roads. I don't know if this impacts the installation of sewers in any way.  It's on somewhat higher ground, relatively, so gravity flow would work.  However, just down the street, the street is on a hill, sloping toward the marsh in Orleans/Eastham.  Would a plant be sited near a marsh?  If not, the sewage would have to be pumped uphill to another location. My own house in NY is downhill from the sewer, so I have to use a grinder pump to get my waste water up to the sewer - when the power goes out, I can't use the water or I'll flood my house with sewage. The property on which I stay has over an acre, so I wonder if sewers are more appropriate for properties with less room for proper recharge and in-ground treatment.  Many of the houses on the street seem to be vacant much of the year, so I wonder if the benefit is diminished. Treatment plants have to be sized appropriately for the expected waste or the bugs die. Seasonal variations in the flow make it difficult to design using a traditional biological plant design. Topography and variations in demand present interesting considerations.",,1,0,
-5,0,4458,454,"It depends (explain in your comment)\nI lean toward supporting limits.  In NY, it some landowners obtain permission to build on marginal land contingent on agreement to certain restrictions intended to allow use of the land without compromising the recharge area or nearby wetlands, such as clearing restrictions, impervious surface coverage restrictions, prohibition of installation of lawns, number of bathrooms, footprint etc.  Limits are at risk of yielding easily to variances as soon as the permits are issued.  Loopholes in town code or state law are found by savvy attorneys representing the marginal land building industry. There was a builder in NY who made it his business to buy ""unbuildable"" marginal land near the water and find a loophole to build ridiculous projects and make a fortune, or he would sue the municipality for a taking, causing a strain on the municipalities funds while still making money off the deal. It's hard for municipalities to stick to restrictions under pressure from voters, taxpayers & crooks.",,0,0,
0,0,4458,453,"I knew something about it\nI learned about it because I work for the state environmental agency in NY, where there is much talk about Long Island Sound. We also deal with issues with the Chesapeake Bay. Wastewater treatment plants in NY are being asked to take some responsibility for what ends up down river.",,0,0,
3,2,4458,450,"turns out the closest pond is actually two ponds that I have never noticed.  The closest one I am familiar with is Great Pond in Eastham.  I swim, canoe and watch birds there.",http://communityplanit.org/assets/attachments/417/420/P1010153.JPG,2,0,
2,1,4458,451,More likely to support\nPeople like to see a return on their investments.,http://communityplanit.org/assets/attachments/417/420/100_3752.JPG,1,0,
1,3,4458,449,"I don't know of anything totally unique; however the tidal flats of the scale as found on Cape Cod, heathlands, parabolic dunes are pretty rare in the US. Cranberries do grow elsewhere, but you can't grow them just anywhere. The color of the light in Truro when the sun is at an angle. ",http://communityplanit.org/assets/attachments/417/420/P1020614.JPG,3,0,
5,1,4458,447,"Yes\nThese types of systems do require maintenance, just like waste water treatment plants do, it is sometimes easy for a municipality to neglect these systems in times of financial difficulty just like when they stop having the median mowed on the highway.  Even so, maybe the side benefits such as open space, possibly increased habitat for wildlife, and aesthetics so much valued on Cape Cod might elevate these type of projects into the category of adequate funding.",,1,0,
6,0,4458,446,"Change current development rules to limit growth, Direct growth to areas where treatment could be provided at a lower cost, Acquire and set aside open space to eliminate nitrogen from future growth, Use different wastewater treatment types for the newly developed areas\nPerhaps any new development could have a surcharge that goes directly towards retroactively addressing existing sources of nitrogen.",,0,0,
8,1,4458,445,"If her school has learning fairs, she could choose wastewater as her topic and thus have an opportunity to explain her research to the parents who come to the fair.  She could ask her parents about the types of fixtures they have in her house. She could check to see if the laundry and dish soap her family uses are low-nutrient and accompany her parents to the grocery to compare products. She could ask her parents to take her to the water week events in Orleans (I might have the name wrong) as there are several very informative and interesting stations around town that are fun to visit as a familyi.",,1,0,
1,1,4458,443,"If he votes no, eventually, the work will have to be done anyway. I think he will consider how much he trusts that the tax money will be effectively used to solve the problem.  If the public trust is not there, the vote will be ""no"".  With transparency and community involvement in the solution, people have a sense of empowerment and will buy in to expensive projects more than they would if they feel the people making the decisions don't have their act together. ",,1,0,
0,1,4458,442,"I am not the property owner of the place I stay when on Cape; however, it would impact the finances of the owner.  I think part time resident property owners pay a higher tax anyway.  I wonder if part time resident taxpayers feel overtaxed (aren't they taxed at a higher rate) by paying more taxes already (and using less services because of the part time status) might decide to either move in full time (thus lowering the tax to the municipality if it is true that residents pay a lower rate) and end up using more services because they are there more, OR sell to someone who will also live on Cape full time resulting in higher loadings OR decide to rent out the property during more of the year to make up the extra cost: leading to higher loadings in the wastewater. There may be unexpected outcomes related to that class of property owners. I imagine many are retired and it's just a couple people - but if they rent out more, it's likely to be to larger families.",,1,0,
3,1,4458,441,"[[[41.610162, -70.415277]]]\nI was unable to view the resources link (any tips?), so I looked up some values. Waterfront generally has high values: people like views.Osterville seems to be a more protected than oceanfront and will have warmer surface water temperatures than the water coming into Cape Cod bay from the north.",,0,1,You could try a different browser to view the resource. I like your answer even without a resource to help!
7,3,4458,492,"The natural resources are the most valuable commodity the community has. People come here because of a deep connection to the environment; it touches their souls in some aesthetic way, or they derive great pleasure in recreation directly tied to the water (e.g. boating, fishing, swimming, surfing) or indirectly (birding, photography, painting) or enhanced by the location (biking, hiking, writing). Their livelihood may be directly or indirectly tied to those resources (fishing industry, research). Much of the rest of the economy is focused around catering to those who come for the above reasons: restaurants, health facilities, services, seaside related retail.  If the resources are not proactively protected due to initial costs, it can become prohibitively expensive to undo damage once it has gotten to a point of difficult return. 
Here is a photo of a Chatham seal from 2010.  I have been visiting it since then and see it a few times a year when I am on the Cape. I did see it this past spring when I was at the pier. It's neck has been tangled in fishing line since before 2010, according to the Marine Mammal folks. I'm hoping it was captured and freed during the recent seal tagging project, but have found no information about it. Fishing line does not have the same impacts as nutrients, but certainly is an example of human impact on the marine environment.",http://communityplanit.org/assets/attachments/417/419/P1010861.JPG,3,0,
0,1,4458,491,"I have noticed significant shoreline erosion. This year I did see algae on one of the ponds; however, I never thought to pay attention before, so I can't say whether that is a change.  I did notice more trash debris in the marsh near the bike trail than in years past.  Perhaps it was storm related, as it seemed to have come in via the water and not blown in",http://communityplanit.org/assets/attachments/417/419/P1010921.JPG,1,0,
0,2,4458,490,"Windmill Weekend in Eastham has a sand are contest; a chowder contest; open house at the Penniman House (a whaling captain's house); a fish fry and open house at the Schoolhouse Museum, where you can see pictures of the Outermost House, which are all water related events in some way. The Painter's Guild exhibits always have seaside related paintings.  There's a race along a seaside route.",http://communityplanit.org/assets/attachments/417/419/100_2589.JPG,2,0,
12,1,4458,439,"Chatham, Brewster, Yarmouth, Wellfleet, Truro, Sandwich, Provincetown, Orleans,  Harwich, Falmouth, Eastham, Dennis\nOrleans. I body-surfed there with my mom before I was even born (we have photos of my pregnant Mom). I love the restaurants.  I pick up fresh mussels and deck drinks; get advice from garden centers; bring my bikes for repair so I can ride into town later for ice cream on my way to the harbor. Several local artists paint my favorite views. I always buy a book. I like the craft fairs. I'm a member of the library; I check out passes for attractions and borrow movies. I like to browse the thrift stores hit yard sales. I photograph the bay, the ocean, Town Cove and ponds. My son rolled over for the first time in Orleans, and ate his first apple. My spouse and our babies took shelter in the last remaining motel room in town during a rainstorm that nearly wiped out our Brewster tent site. I recall my grandfather with wooden leg and cane had to wade into Arey's Pond to grab the rowboat my toddler brother jumped into as the tide took the boat. My grandfather never told the whole tale.",http://communityplanit.org/assets/attachments/417/419/P1100100.JPG,1,0,
4,4,4458,438,"Eastham has bay side beaches (some with tidal creeks into a marsh); tidal flats; coves; salt marshes; fresh water ponds (kettle ponds); swamps; ocean beaches with inlets to estuaries.  These features are enjoyed by boaters using canoes, kayaks, sail boats, small and large fishing and pleasure boats; surfers, swimmers, freshwater and saltwater fisherman; shellfish harvesters; bird watchers, hikers, sailboarders and kite surfers, painters, shell collectors, and writers.",http://communityplanit.org/assets/attachments/417/419/100_6912.JPG,4,0,
0,4,4458,437,diverse ecosystems,http://communityplanit.org/assets/attachments/417/419/100_4989.JPG,2,2,"Lovely photo!\\ The photo for my ""in a word"" entry was taken from the Coast Guard Beach upper parking lot. To the right is the marsh going into Salt Pond, straight ahead way in the distance looks toward the inlet into Town Cove in Orleans and to the left is the ocean. A bit past where the marsh water pokes to the sea is where I came face to face (a stone's throw away if thrown by a kid) with a coyote, on a path through the dune. mano a mano (actually Womano a canino).  We called it a draw and retreated (without either of us turning away from the other) back from where we came."
-4,0,4458,435,"At this time if I owned the house in which I stay, yes, However, the house I stay in is not mine. Water and wastewater prices in the northeast have not come close to their actual cost. Infrastructure maintenance is not factored into the cost, which has resulted in crisis situations for many municipalities.  They are faced with building moratoriums and costly upgrades and replacement of their collections systems or treatment systems. It's a hard sell to people who live in water-rich environments such as the northeast, but it is critical to adequately fund these systems. Many municipalities have gone broke over these issues. Many communities are considering merging with others or eliminating townships or village status and becoming absorbed by their counties over wastewater or solid waste disposal costs.",,0,0,
-1,0,4458,434,"Composting food and waste, Using nitrogen-free household products, Reducing or eliminating the use of fertilizers on your yard, Installing special landscaping that captures stormwater runoff, Installing special bathroom fixtures\nThe property at which I stay is flat and seems to recharge most of the storm water, except in the area of the driveway and roof gutter drains near the driveway.  One has been redirected to the lawn.  I have been considering suggesting a rain barrel for the one near the garage so water does not run into the street off the property. The water can be used for the garden.  Over time, the fixtures will be replaced with more efficient ones.",,0,0,
0,0,4458,433,I don't know\nIt's not my house so I don't know. I know it was 6-8 bur could have been more recent.,,0,0,
-2,1,4458,431,"No matter what, that septic system needs to be a priority.  She won't be able to rent or sell the property at the price she deserves with a bad system. I don't know enough about legal alternatives to have much in the way of suggestions.",http://communityplanit.org/assets/attachments/417/418/P1050397.JPG,0,1,Just thought of more: collect rainwater for use in the garden. Install low flow toilet and faucet fixtures to reduce the load on the septic.  Change to a more efficient washing machine. These all cost money; but save water and would be cheaper than a failed septic.
-1,0,4458,430,"Jason will not have local seafood for his establishment. If he has to purchase from remote locations his costs will increase. If visitors don't come because they can't go swimming or fishing, he will have no customers. He will also have to pay more for water treatment for his cooking. This issue will have major impacts on the economy.",http://communityplanit.org/assets/attachments/417/418/100_6772.JPG,0,0,
0,0,4458,429,"If beaches are not safe for swimming, her career as a lifeguard will be short.  Life will be more expensive if drinking water has to be purchased. They need to be mindful of fertilizers used on the property, as well as laundry and dish washing detergents. Grey water/recycling systems could be considered for some purposes to reduce the draw down of potable water, which would limit the migration of pollutants.  Consideration of other wastewater systems such as composting toilets should be made.",,0,0,
0,0,4458,427,My watershed contributes to a coastal bay (embayment)\nThe house I stay in belongs to a relative. The map shows it to drain to an embayment.,,0,0,
0,0,4458,426,"I have not noticed any, but have not been looking for it.  If I am allowed to post a link, here is a web page with photos of green and blue green algae, with descriptions of how to tell the difference. 
The page is called: Photo Gallery of Green and Blue-green Algae
 http://www.dec.ny.gov/chemical/81962.html",,0,0,
16,0,4458,425,"Photographing birds is my current favorite activity on the Cape.. It gets me outside to beautiful quiet places (unless near the surf)  in nature where there is always the possibility of seeing something amazing and unexpected. Although I do not own a professional camera, I do have a zoom lens and a small tripod. As far as bird watchers go, I am a neophyte. Experienced birders are always willing to share information and tips and humor with strangers.  These kinds of encounters can bolster anyone's faith that there can be a human community larger than one's own neighbors or workmates. Last year I was lucky enough to find a hawk soaring in place directly above me in the Coast Guard Beach upper parking lot. It was so windy, the bird did not move a muscle or change location; yet still stayed airborne far overhead.  I was able to zoom in for my personal shot of a lifetime (so far).",http://communityplanit.org/assets/attachments/417/418/P1010478(1).JPG,0,0,
