user_id,stake,race,gender,education,income,zip_code,birth_year,prior_participation,communication_with_government,worked_in_planning,coins,challenges_completed
4367,Business owner,n/a,Male,Professional Degree,n/a,02532,1954,Yes,"Yes, by email",n/a,290,27%
4427,Year-round Cape resident,,,,,,,n/a,,n/a,30,4%
4430,Year-round Cape resident,White,Female,Doctoral Degree,$50k - $75k,02645,1956,Yes,"Yes, through community meetings",n/a,1150,67%
4165,,White,Female,Doctoral Degree,$75k - $100k,02635,1960,Yes,"Yes, by email",Yes,430,46%
4409,Year-round Cape resident,White,Male,Bachelor's Degree,$75k - $100k,02556,1968,Yes,"Yes, by email",Yes,800,67%
4289,,White,Male,High School or less,n/a,02556,1998,No,No communication,No,170,31%
4478,Regular visitor,White,Male,Doctoral Degree,over $100k,02554,1959,n/a,"Yes, by email",n/a,210,25%
4273,Year-round Cape resident,White,Female,Master's Degree,$50k - $75k,02630,1968,No,"Yes, by email",No,630,33%
4471,,White,Male,n/a,n/a,02630,2000,No,Other,No,120,19%
4515,Municipal employee,White,Male,Bachelor's Degree,$50k - $75k,02630,1969,n/a,n/a,n/a,1200,67%
4243,Year-round Cape resident,White,Male,Master's Degree,over $100k,02537,1951,Yes,"Yes, through community meetings",Yes,820,44%
4164,,n/a,Male,Master's Degree,n/a,02675,1956,Yes,Other,n/a,1440,100%
4376,"Work on Cape, Year-round Cape resident","Hispanic, Latino, or Spanish",Male,Master's Degree,over $100k,02668,1951,Yes,"Yes, through community meetings",Yes,90,12%
4524,Vacationer,White,Female,Professional Degree,n/a,30305,1946,No,"Yes, by email",n/a,680,33%
4436,Year-round Cape resident,,,,,,,n/a,,n/a,170,31%
4275,"Regular visitor, Vacationer",White,Female,Some College,n/a,02050,1993,Yes,"Yes, by email",No,750,67%
4486,Work on Cape,White,Female,Bachelor's Degree,$50k - $75k,02653,1973,No,No communication,No,730,33%
4378,Year-round Cape resident,,,,,,,n/a,,n/a,30,4%
4300,Year-round Cape resident,White,Female,Master's Degree,$75k - $100k,02638,1957,Yes,n/a,n/a,1570,100%
4274,"Work on Cape, Year-round Cape resident",White,Female,Master's Degree,n/a,02601,2000,No,"Yes, through personal meetings",No,30,4%
4244,"Municipal employee, Work on Cape, Year-round Cape resident",White,Male,Bachelor's Degree,n/a,02631,1979,n/a,Other,n/a,700,67%
4278,Year-round Cape resident,White,Female,Bachelor's Degree,n/a,02563,2000,Yes,"Yes, through personal meetings",Yes,890,54%
4561,Year-round Cape resident,White,Male,Master's Degree,$50k - $75k,02653,1955,Yes,"Yes, through community meetings",Yes,730,33%
4230,Cape second home owner,,,,,,,n/a,,n/a,30,4%
4530,,White,Male,Doctoral Degree,over $100k,02540,1950,Yes,"Yes, through community meetings",Yes,730,33%
4245,,,,,,,,n/a,,n/a,20,2%
4402,Year-round Cape resident,White,Female,Master's Degree,n/a,02645,1969,No,"Yes, by email",Yes,1360,100%
4232,Year-round Cape resident,White,Male,Bachelor's Degree,n/a,02652,1942,No,"Yes, through community meetings",No,1440,100%
2622,Observer,White,Male,Doctoral Degree,over $100k,02130,1973,Yes,"Yes, through social media",Yes,330,25%
4200,Year-round Cape resident,White,Male,Master's Degree,n/a,02649,1963,Yes,"Yes, through personal meetings",Yes,240,33%
4451,,,,,,,,n/a,,n/a,90,17%
4186,"Work on Cape, Year-round Cape resident",n/a,Male,n/a,n/a,02630,1983,Yes,"Yes, by email",No,750,33%
4191,Year-round Cape resident,White,Male,Some College,$75k - $100k,02649,1955,n/a,No communication,n/a,290,33%
4210,Year-round Cape resident,White,Female,Master's Degree,n/a,02540,1954,Yes,"Yes, through personal meetings",Yes,40,6%
4119,,White,Female,Master's Degree,$75k - $100k,02673,1979,Yes,"Yes, by email",Yes,510,54%
4401,,,,,,,,n/a,,n/a,960,83%
4421,Year-round Cape resident,White,Male,Some College,$50k - $75k,02601,1984,No,"Yes, through social media",No,20,2%
4086,"Business owner, Year-round Cape resident",White,Female,Associate's Degree,$75k - $100k,02648,1965,Yes,"Yes, through community meetings",Yes,1450,100%
4219,Work on Cape,White,Male,Master's Degree,over $100k,02540,1951,Yes,"Yes, through community meetings",Yes,680,33%
4105,,White,Female,Doctoral Degree,$25k - $50k,02673,1932,Yes,"Yes, by letter",Yes,920,50%
4236,Year-round Cape resident,White,Male,Some College,$25k - $50k,02635,1981,No,"Yes, by email",n/a,290,33%
4220,Regular visitor,White,Female,Bachelor's Degree,$50k - $75k,48854,1972,Yes,"Yes, through personal meetings",Yes,1190,100%
4492,"Work on Cape, Year-round Cape resident",White,Female,Bachelor's Degree,$75k - $100k,02532,1965,No,No communication,No,1200,67%
4567,,n/a,Female,Doctoral Degree,$75k - $100k,02601,1964,No,"Yes, by phone",n/a,380,25%
4521,,White,Female,Bachelor's Degree,$75k - $100k,02631,1982,No,"Yes, through personal meetings",Yes,1200,67%
4416,Municipal employee,White,Male,Master's Degree,$75k - $100k,02645,1973,Yes,"Yes, through community meetings",Yes,30,4%
4344,Vacationer,White,n/a,Some College,$25k - $50k,06320,1962,No,No communication,No,60,10%
4195,Year-round Cape resident,White,Female,Some College,over $100k,02668,1964,No,"Yes, by phone",No,160,17%
4566,Year-round Cape resident,,,,,,,n/a,,n/a,320,27%
4353,Cape second home owner,n/a,Female,Doctoral Degree,n/a,02675,1959,Yes,"Yes, through personal meetings",Yes,680,33%
4551,,,,,,,,n/a,,n/a,230,15%
4262,"Municipal employee, Year-round Cape resident",White,Male,Professional Degree,$25k - $50k,02631,1983,Yes,Other,n/a,1440,100%
4135,Year-round Cape resident,White,Female,Master's Degree,n/a,02642,1966,Yes,"Yes, through personal meetings",n/a,60,8%
4467,Year-round Cape resident,White,Female,Bachelor's Degree,$25k - $50k,02668,1971,No,No communication,No,240,33%
4472,Student,White,Male,High School or less,n/a,02649,1998,No,No communication,No,20,2%
4204,Year-round Cape resident,n/a,Female,Doctoral Degree,n/a,02536,1962,No,"Yes, through community meetings",n/a,70,2%
4284,Work on Cape,,,,,,,n/a,,n/a,20,2%
4150,Municipal employee,White,Female,Master's Degree,over $100k,02645,1959,Yes,"Yes, through community meetings",No,1610,100%
4424,Observer,White,Male,Bachelor's Degree,n/a,01970,1983,n/a,No communication,n/a,1260,71%
4303,Cape second home owner,,,,,,,n/a,,n/a,80,4%
4259,Municipal employee,White,Female,Master's Degree,$50k - $75k,02667,1956,Yes,"Yes, through community meetings",Yes,730,33%
4547,,,,,,,,n/a,,n/a,20,2%
2226,,,,,$25k - $50k,,,n/a,,n/a,20,2%
4394,,White,Female,Professional Degree,n/a,02632,1988,No,No communication,n/a,290,33%
4205,"Business owner, Year-round Cape resident",White,Female,Bachelor's Degree,n/a,02632,1965,No,"Yes, through personal meetings",Yes,1470,100%
4537,Year-round Cape resident,n/a,Female,Bachelor's Degree,$25k - $50k,02536,1984,No,No communication,No,730,33%
4481,"Municipal employee, Student, Work on Cape, Year-round Cape resident",White,Female,Master's Degree,$50k - $75k,02540,1985,Yes,"Yes, through community meetings",Yes,50,6%
4295,Year-round Cape resident,n/a,Female,Master's Degree,n/a,02642,1961,Yes,Other,Yes,1440,100%
4176,Cape second home owner,White,Male,Master's Degree,n/a,02648,1966,No,"Yes, by email",No,960,67%
4485,,,,,,,,n/a,,n/a,110,6%
4419,Year-round Cape resident,,,,,,,n/a,,n/a,110,17%
4269,Year-round Cape resident,White,Female,Master's Degree,n/a,02662,1939,No,"Yes, through personal meetings",Yes,450,33%
4174,"Work on Cape, Year-round Cape resident",White,Female,Bachelor's Degree,$75k - $100k,02632,1959,Yes,"Yes, through community meetings",Yes,1250,77%
4489,"Student, Vacationer",n/a,n/a,n/a,n/a,02535,2000,n/a,n/a,No,1210,67%
4171,Year-round Cape resident,White,Female,Bachelor's Degree,$75k - $100k,02664,1977,Yes,"Yes, through personal meetings",Yes,110,17%
4173,Year-round Cape resident,n/a,n/a,Master's Degree,n/a,02663,1960,Yes,"Yes, through community meetings",n/a,220,33%
4418,Year-round Cape resident,White,Female,Bachelor's Degree,over $100k,02662,1938,Yes,"Yes, through personal meetings",Yes,1160,67%
4426,Work on Cape,n/a,Female,Bachelor's Degree,$75k - $100k,02632,1961,Yes,"Yes, through community meetings",Yes,800,67%
4575,Regular visitor,n/a,Male,Bachelor's Degree,n/a,20816,2000,No,n/a,n/a,680,33%
4573,Regular visitor,White,Female,Bachelor's Degree,over $100k,20816,1962,No,No communication,No,620,33%
4234,"Work on Cape, Year-round Cape resident",White,Female,Master's Degree,n/a,02675,1963,Yes,"Yes, by email",Yes,1590,100%
4572,Regular visitor,White,Female,Bachelor's Degree,$75k - $100k,84098,1958,No,"Yes, by email",No,680,33%
4341,Year-round Cape resident,White,Female,Master's Degree,n/a,02666,1947,No,n/a,n/a,1180,100%
4556,Cape second home owner,n/a,Male,Master's Degree,n/a,02635,1948,No,"Yes, by email",Yes,620,33%
4370,,American Indian or Alaskan Native,Male,Master's Degree,$50k - $75k,02360,1967,No,No communication,No,30,4%
4268,Year-round Cape resident,White,Male,Doctoral Degree,over $100k,02601,1964,Yes,"Yes, through personal meetings",n/a,960,52%
4449,Year-round Cape resident,White,Female,Bachelor's Degree,n/a,02651,1977,n/a,"Yes, through community meetings",Yes,30,4%
4109,,White,Female,Associate's Degree,n/a,02668,1954,Yes,"Yes, through community meetings",Yes,920,67%
4405,"Business owner, Year-round Cape resident",White,Male,Some College,$75k - $100k,02532,1982,No,No communication,No,30,4%
4507,Year-round Cape resident,White,Female,Master's Degree,$50k - $75k,02631,1948,Yes,"Yes, by email",Yes,410,33%
4287,Year-round Cape resident,White,Female,Doctoral Degree,n/a,02556,1969,No,"Yes, by phone",No,750,67%
4248,Year-round Cape resident,White,Female,Bachelor's Degree,n/a,02601,1953,Yes,"Yes, through personal meetings",Yes,1610,100%
4285,Work on Cape,White,Female,Master's Degree,n/a,02571,1983,Yes,"Yes, through community meetings",No,610,50%
4249,"Business owner, Observer, Regular visitor",White,Male,Master's Degree,n/a,02346,1950,No,No communication,Yes,1390,100%
4555,,White,Male,Bachelor's Degree,n/a,02631,1985,n/a,n/a,n/a,620,33%
4199,,White,Male,Bachelor's Degree,n/a,02630,1960,Yes,"Yes, by email",n/a,1400,100%
4456,Year-round Cape resident,White,Female,Master's Degree,$75k - $100k,02653,1957,Yes,"Yes, through community meetings",Yes,330,42%
4183,"Work on Cape, Year-round Cape resident",White,Female,Bachelor's Degree,over $100k,02635,1968,Yes,"Yes, through community meetings",n/a,800,42%
4395,Year-round Cape resident,White,Female,Master's Degree,over $100k,02673,1966,Yes,No communication,No,460,33%
4465,Year-round Cape resident,,,,,,,n/a,,n/a,40,6%
4493,Year-round Cape resident,White,Male,Master's Degree,$50k - $75k,02631,1959,No,"Yes, through community meetings",No,20,2%
4299,,n/a,Female,Master's Degree,n/a,02563,1940,Yes,"Yes, by email",Yes,510,33%
4495,Year-round Cape resident,,,,,,,n/a,,n/a,870,62%
4235,Year-round Cape resident,White,Female,Doctoral Degree,n/a,02633,1931,Yes,"Yes, through community meetings",Yes,530,42%
4088,,,,,,,,n/a,,n/a,600,42%
4553,,n/a,Male,Bachelor's Degree,n/a,02675,1959,Yes,"Yes, through personal meetings",Yes,620,33%
4457,Regular visitor,White,Female,Master's Degree,$75k - $100k,01930,1977,No,No communication,No,480,33%
4519,,White,Female,Some College,over $100k,02675,1950,No,No communication,No,460,33%
4117,,White,Male,Master's Degree,$50k - $75k,02632,1985,No,No communication,Yes,30,4%
4209,Municipal employee,White,Female,Associate's Degree,over $100k,02631,1943,No,No communication,Yes,1360,100%
4228,Year-round Cape resident,White,Male,Bachelor's Degree,$75k - $100k,02660,1943,Yes,"Yes, by email",Yes,1420,100%
4468,"Work on Cape, Year-round Cape resident",,,,,,,n/a,,n/a,30,4%
4443,,,,,,,,n/a,,n/a,30,4%
4283,Observer,White,Female,Master's Degree,n/a,02142,1971,Yes,Other,n/a,110,17%
4459,Business owner,White,Male,Bachelor's Degree,n/a,02650,1958,Yes,"Yes, through community meetings",Yes,680,33%
4544,Year-round Cape resident,White,Male,Master's Degree,over $100k,02675,1944,Yes,"Yes, by email",n/a,380,23%
4497,Year-round Cape resident,White,Male,Master's Degree,$50k - $75k,02668,1952,No,No communication,No,510,33%
4444,Year-round Cape resident,White,Female,Master's Degree,n/a,02642,1964,Yes,"Yes, through personal meetings",Yes,230,33%
4091,Year-round Cape resident,White,Male,Bachelor's Degree,over $100k,02668,1967,Yes,"Yes, through community meetings",n/a,1310,83%
4504,,,,,,,,n/a,,n/a,180,21%
4087,Year-round Cape resident,White,Female,Bachelor's Degree,over $100k,02563,1980,No,"Yes, by letter",No,1540,100%
4130,"Municipal employee, Year-round Cape resident",n/a,n/a,Bachelor's Degree,over $100k,02563,1976,Yes,"Yes, by phone",n/a,310,35%
4390,"Work on Cape, Year-round Cape resident",Multiracial,Female,Bachelor's Degree,$25k - $50k,02664,1968,Yes,"Yes, through personal meetings",No,710,52%
4439,,n/a,n/a,n/a,n/a,02532,1989,n/a,n/a,n/a,220,33%
4460,Year-round Cape resident,White,Male,Bachelor's Degree,$75k - $100k,02633,1942,Yes,"Yes, by letter",No,80,12%
4442,Observer,,,,,,,n/a,,n/a,80,12%
4392,,White,Female,Doctoral Degree,$75k - $100k,46322,1963,Yes,"Yes, through community meetings",No,1440,100%
4396,,,,,,,,n/a,,n/a,20,2%
4187,Regular visitor,White,Female,Master's Degree,$50k - $75k,02130,1976,Yes,"Yes, by letter",Yes,1220,100%
2223,Regular visitor,,,,,,,n/a,,n/a,60,2%
4574,Year-round Cape resident,n/a,n/a,n/a,n/a,02633,1980,n/a,n/a,n/a,680,33%
4527,Year-round Cape resident,n/a,n/a,n/a,n/a,02642,2000,n/a,n/a,n/a,620,33%
4564,Year-round Cape resident,n/a,n/a,n/a,n/a,02633,1969,n/a,n/a,n/a,680,33%
4479,,Multiracial,Male,Doctoral Degree,over $100k,02632,1972,No,"Yes, through personal meetings",Yes,220,33%
4432,,,,,,,,n/a,,n/a,140,31%
4240,Year-round Cape resident,White,Male,Master's Degree,n/a,02633,2000,Yes,"Yes, through personal meetings",Yes,470,33%
4134,Municipal employee,White,Male,Master's Degree,$75k - $100k,02537,1978,Yes,"Yes, through personal meetings",No,850,50%
4535,Year-round Cape resident,White,Female,Bachelor's Degree,$50k - $75k,02642,1972,No,No communication,No,680,33%
4296,Year-round Cape resident,White,Male,Bachelor's Degree,$50k - $75k,02633,1984,No,"Yes, by email",No,180,10%
4277,"Business owner, Work on Cape, Year-round Cape resident",White,Female,Master's Degree,$50k - $75k,02532,1967,Yes,"Yes, through community meetings",Yes,1710,100%
