user_id,stake,race,gender,education,income,zip_code,birth_year,prior_participation,communication_with_government,worked_in_planning,coins,challenges_completed
2712,,White,Male,Bachelor's Degree,$75k - $100k,19136,1978,Yes,"Yes, through community meetings",n/a,270,33%
2393,,Multiracial,Female,n/a,n/a,19104,1990,Yes,n/a,n/a,210,33%
3006,resident,White,Female,Master's Degree,over $100k,19104,1971,No,"Yes, by email",Yes,900,67%
2724,,,,,,,,n/a,,n/a,50,6%
2272,resident,White,Male,Bachelor's Degree,$75k - $100k,19143,1952,Yes,"Yes, through community meetings",Yes,1350,100%
3561,resident,White,Male,Bachelor's Degree,$75k - $100k,19143,1968,Yes,"Yes, by email",Yes,20,2%
3688,,,,,,,,n/a,,n/a,110,8%
3562,Observer,White,Female,Master's Degree,$75k - $100k,19103,1973,Yes,"Yes, through community meetings",No,220,19%
3537,"Educator, resident",n/a,n/a,Doctoral Degree,$25k - $50k,19143,1983,No,No communication,Yes,970,67%
3492,Observer,,,,,,,n/a,,n/a,60,8%
3277,resident,White,Female,Master's Degree,$25k - $50k,19143,1940,Yes,"Yes, through community meetings",Yes,280,33%
3595,Student,White,Male,Bachelor's Degree,$25k - $50k,19146,1991,Yes,"Yes, through community meetings",n/a,30,2%
2922,,,,,,,,n/a,,n/a,320,48%
3571,resident,White,Female,Master's Degree,n/a,19104,1939,No,No communication,Yes,600,40%
3379,,,,,,,,n/a,,n/a,60,8%
3679,,Other,Female,Master's Degree,n/a,19050,1978,Yes,"Yes, by email",Yes,630,33%
3217,,,,,,,,n/a,,n/a,60,4%
2879,Student,,,,,,,n/a,,n/a,180,29%
2230,Observer,,,,,,1976,n/a,"Yes, by email",n/a,510,33%
3334,"resident, Student",White,Female,Master's Degree,$50k - $75k,19143,1988,No,"Yes, by email",No,1140,67%
2390,worker,White,Male,Master's Degree,n/a,19139,1972,Yes,"Yes, through community meetings",n/a,810,67%
3502,resident,White,Female,Master's Degree,over $100k,19146,1969,Yes,"Yes, by email",Yes,1200,67%
2269,Community Organizer or Activist,Black or African American,Female,Associate's Degree,$50k - $75k,19104,1955,Yes,"Yes, through personal meetings",Yes,390,54%
3613,,,,,,,,n/a,,n/a,80,4%
2309,"Community Organizer or Activist, resident, worker",White,Male,Bachelor's Degree,$50k - $75k,19104,1986,Yes,"Yes, by email",No,210,33%
3019,resident,White,Female,Bachelor's Degree,over $100k,19143,1971,Yes,"Yes, by email",Yes,180,33%
3639,,,,,,,,n/a,,n/a,170,12%
2314,,,,,,,,n/a,,n/a,140,31%
2833,,White,Female,Master's Degree,$50k - $75k,19146,1984,Yes,"Yes, by email",n/a,40,4%
3569,,White,Male,Doctoral Degree,$75k - $100k,19104,1935,No,"Yes, through community meetings",Yes,520,54%
3436,,,,,,,,n/a,,n/a,40,4%
3409,,White,Female,Bachelor's Degree,over $100k,19096,1956,No,n/a,n/a,320,33%
3682,"resident, Student",Black or African American,Female,High School or less,$50k - $75k,19143,1995,Yes,No communication,Yes,650,33%
3422,,n/a,n/a,n/a,$25k - $50k,19104,1984,Yes,No communication,No,380,33%
3560,Observer,,,,,,,n/a,,n/a,180,10%
2271,resident,White,Male,Master's Degree,over $100k,,1966,n/a,"Yes, through personal meetings",n/a,50,8%
3280,,White,Female,Doctoral Degree,n/a,19104,1950,No,"Yes, by email",Yes,200,33%
2747,"resident, worker",White,Female,Doctoral Degree,n/a,19041,1983,No,No communication,No,40,4%
3601,,White,Male,Doctoral Degree,over $100k,19143,1973,No,"Yes, by phone",No,90,6%
3243,resident,White,Female,Bachelor's Degree,over $100k,19104,1962,No,"Yes, through community meetings",Yes,980,71%
3515,,n/a,Female,Master's Degree,over $100k,19130,1971,No,No communication,No,390,33%
2822,Student,White,Female,Bachelor's Degree,n/a,19146,1988,Yes,"Yes, through community meetings",No,60,8%
2638,Observer,,,,,,,n/a,,n/a,80,12%
2683,Community Organizer or Activist,,,,,,,n/a,,n/a,40,4%
2632,Observer,White,Male,Bachelor's Degree,$25k - $50k,19115,1988,Yes,"Yes, by email",Yes,300,33%
2232,Observer,White,Male,Doctoral Degree,$75k - $100k,19122,1987,No,No communication,No,1350,100%
3623,Student,,,,,,,n/a,,n/a,170,8%
2633,,,,,,,,n/a,,n/a,40,6%
2403,Business Owner,n/a,Male,Bachelor's Degree,$25k - $50k,,1988,No,No communication,No,350,48%
2306,"resident, worker",White,Male,Master's Degree,$50k - $75k,19104,1983,Yes,"Yes, through personal meetings",Yes,1370,100%
2622,Observer,White,Male,Doctoral Degree,over $100k,02130,1973,Yes,"Yes, through social media",Yes,620,50%
2331,worker,White,Female,Bachelor's Degree,$50k - $75k,19146,1985,Yes,"Yes, by email",Yes,1420,100%
2771,,Multiracial,Female,Bachelor's Degree,$50k - $75k,19143,1957,Yes,"Yes, by email",Yes,290,33%
3597,resident,White,Female,Bachelor's Degree,$25k - $50k,19146,1984,No,"Yes, by letter",No,630,29%
2816,,"Hispanic, Latino, or Spanish",Male,Doctoral Degree,over $100k,19104,1959,No,"Yes, by email",Yes,200,33%
2796,Community Organizer or Activist,,,,,,,n/a,,n/a,80,12%
2634,"Educator, resident, worker",White,Female,Master's Degree,$50k - $75k,19143,1980,No,"Yes, by email",n/a,1610,100%
2424,"resident, Student",White,Female,Bachelor's Degree,n/a,19143,1989,Yes,"Yes, through community meetings",No,1270,100%
3252,resident,White,Male,Master's Degree,$75k - $100k,19104,1946,No,"Yes, by email",No,1070,100%
3430,"Educator, resident, worker",White,Female,Bachelor's Degree,$75k - $100k,19139,1985,Yes,"Yes, by letter",Yes,220,17%
3098,resident,,,,,,,n/a,,n/a,40,6%
2245,,White,Male,Bachelor's Degree,$50k - $75k,19147,1988,Yes,No communication,No,110,21%
2594,"Observer, worker",White,Female,Master's Degree,$75k - $100k,19147,1979,Yes,"Yes, by email",Yes,260,33%
2735,resident,White,Male,Master's Degree,$75k - $100k,19104,1978,Yes,"Yes, by letter",Yes,1750,100%
2381,resident,White,Female,Master's Degree,$50k - $75k,19143,1982,No,"Yes, by letter",n/a,880,67%
2791,worker,,,,,,,n/a,,n/a,60,8%
3667,Educator,Black or African American,Male,Master's Degree,$75k - $100k,19118,1978,No,No communication,n/a,110,6%
2398,resident,White,Female,Master's Degree,n/a,19104,1987,Yes,"Yes, through personal meetings",No,290,33%
3307,,,,,,,,n/a,,n/a,20,2%
2818,resident,White,Female,Master's Degree,n/a,19143,1951,n/a,"Yes, by email",Yes,620,46%
2244,"Business Owner, Community Organizer or Activist, resident",White,Male,Some College,$25k - $50k,,1973,n/a,"Yes, through community meetings",n/a,590,44%
2972,"Community Organizer or Activist, Educator, resident",Multiracial,Female,Master's Degree,$25k - $50k,19143,1985,No,"Yes, by email",Yes,200,27%
3661,Student,Black or African American,Male,High School or less,$50k - $75k,19143,1994,n/a,No communication,n/a,170,12%
3563,resident,,,,,,,n/a,,n/a,250,17%
2784,"resident, Student, worker",White,Male,Bachelor's Degree,$50k - $75k,19139,1989,No,"Yes, by email",No,120,12%
2399,Student,White,Female,Bachelor's Degree,$50k - $75k,19102,1987,Yes,No communication,Yes,80,12%
2443,Observer,White,Female,Master's Degree,over $100k,,1964,Yes,"Yes, through community meetings",Yes,620,46%
3224,Observer,,,,,,,n/a,,n/a,90,8%
2815,resident,White,Male,Bachelor's Degree,$75k - $100k,19104,1985,No,"Yes, by email",No,1360,100%
3652,Student,Black or African American,Male,High School or less,n/a,19141,1996,No,No communication,Yes,500,33%
3272,,,,,,,,n/a,,n/a,20,2%
3439,,,,,,,,n/a,,n/a,40,2%
3626,Student,,,,,,,n/a,,n/a,110,8%
2660,,White,Male,Master's Degree,n/a,19104,1954,Yes,Other,Yes,60,10%
3635,,,,,,,,n/a,,n/a,290,19%
3174,resident,,,,,,,n/a,,n/a,10,2%
3475,resident,White,Male,Bachelor's Degree,$75k - $100k,19143,1978,No,"Yes, through social media",n/a,1040,67%
3664,Student,Black or African American,Male,High School or less,n/a,19151,1997,No,No communication,No,710,33%
3495,resident,White,Male,Bachelor's Degree,$50k - $75k,19143,1985,No,No communication,Yes,480,44%
2767,Community Organizer or Activist,,,,,,,n/a,,n/a,100,12%
2438,"Community Organizer or Activist, resident",White,Male,Bachelor's Degree,$75k - $100k,19104,1965,Yes,Other,Yes,1140,67%
2968,resident,White,Male,Bachelor's Degree,over $100k,19143,1980,No,No communication,n/a,300,33%
3342,,,,,,,,n/a,,n/a,250,27%
3678,,,,,,,,n/a,,n/a,290,23%
3236,,n/a,Male,Doctoral Degree,n/a,19104,1979,No,No communication,No,680,62%
3418,resident,White,Female,Professional Degree,over $100k,19143,1978,No,"Yes, by email",No,240,33%
2593,resident,White,Female,Master's Degree,$50k - $75k,,1978,No,"Yes, by email",n/a,210,33%
3328,,,,,,,,n/a,,n/a,160,17%
3708,"resident, Volunteer",White,Female,Bachelor's Degree,$25k - $50k,19143,1984,Yes,"Yes, through community meetings",Yes,630,33%
2804,resident,,,,,,,n/a,,n/a,140,31%
3583,,Multiracial,Male,Bachelor's Degree,$25k - $50k,19104,1987,No,"Yes, through social media",Yes,200,17%
3332,Community Organizer or Activist,,,,,,,n/a,,n/a,20,2%
3389,resident,White,Male,Bachelor's Degree,over $100k,19143,1975,No,"Yes, through personal meetings",Yes,470,29%
3531,,White,Male,Bachelor's Degree,$25k - $50k,19123,1985,Yes,"Yes, through personal meetings",Yes,1080,67%
3524,resident,White,Male,Bachelor's Degree,$50k - $75k,19143,1988,No,No communication,No,700,35%
3274,Community Organizer or Activist,White,Female,Bachelor's Degree,$50k - $75k,19143,1984,Yes,"Yes, through community meetings",Yes,210,33%
3283,,,,,,,,n/a,,n/a,20,2%
2762,"Community Organizer or Activist, Educator, Observer, Religious Leader, Student, Volunteer",Black or African American,Male,High School or less,n/a,19142,1996,No,No communication,Yes,50,8%
3221,"resident, Observer, Volunteer",White,Female,Bachelor's Degree,$50k - $75k,19139,1989,Yes,"Yes, through social media",Yes,200,33%
3323,resident,American Indian or Alaskan Native,Male,Master's Degree,over $100k,19143,1982,No,"Yes, through social media",No,510,33%
2428,resident,White,Male,Master's Degree,n/a,19143,1983,Yes,"Yes, by letter",Yes,200,33%
2447,,White,Male,Bachelor's Degree,$25k - $50k,19143,1986,Yes,No communication,Yes,900,67%
3530,,,,,,,,n/a,,n/a,210,12%
2599,resident,White,Male,Bachelor's Degree,$25k - $50k,19104,1981,Yes,"Yes, through personal meetings",Yes,1640,100%
3238,resident,White,Female,Master's Degree,n/a,19143,1967,No,"Yes, by phone",Yes,1360,100%
2326,resident,Asian,Female,Master's Degree,$50k - $75k,,1976,n/a,"Yes, by email",n/a,760,67%
2305,,White,Female,Master's Degree,$50k - $75k,19143,1977,Yes,No communication,No,270,33%
2283,Community Organizer or Activist,White,,Bachelor's Degree,$50k - $75k,,1989,n/a,"Yes, by email",n/a,920,100%
2366,resident,White,Male,Doctoral Degree,$50k - $75k,19143,1981,No,No communication,No,1050,75%
3014,resident,Other,Female,Bachelor's Degree,$75k - $100k,19143,1973,No,"Yes, by email",Yes,560,50%
3266,resident,White,Male,Master's Degree,over $100k,19143,1955,Yes,"Yes, through community meetings",Yes,260,38%
2636,resident,White,Male,Bachelor's Degree,$75k - $100k,19143,1985,No,No communication,No,200,33%
2737,resident,White,Female,Master's Degree,n/a,19143,1943,No,"Yes, by email",Yes,160,33%
2247,Observer,Asian,Female,Bachelor's Degree,n/a,19147,1983,Yes,"Yes, by phone",n/a,490,58%
3337,resident,White,Female,Bachelor's Degree,$25k - $50k,19143,1988,No,"Yes, by email",No,100,12%
2751,Student,White,Female,Doctoral Degree,over $100k,10042,1986,No,No communication,Yes,720,67%
3383,resident,White,Female,Master's Degree,over $100k,19104,1966,No,No communication,n/a,170,12%
3463,Community Organizer or Activist,White,Male,Bachelor's Degree,over $100k,19146,1978,Yes,"Yes, through community meetings",Yes,20,2%
2301,Observer,White,Male,Bachelor's Degree,over $100k,,1983,n/a,"Yes, through social media",n/a,420,46%
2254,resident,Asian,Female,Master's Degree,$25k - $50k,19143,1986,Yes,"Yes, by email",n/a,240,33%
3602,,,,,,,,n/a,,n/a,90,8%
2680,resident,White,Male,Bachelor's Degree,over $100k,19143,1979,Yes,"Yes, through community meetings",Yes,1300,100%
2923,,White,Male,Master's Degree,over $100k,19128,1946,Yes,"Yes, through personal meetings",Yes,460,65%
2668,Volunteer,White,Female,Bachelor's Degree,$25k - $50k,98122,1989,Yes,"Yes, by phone",n/a,840,67%
3606,,,,,,,,n/a,,n/a,170,8%
2408,,,,,,,,n/a,,n/a,10,2%
3298,resident,,,,,,,n/a,,n/a,40,4%
3704,resident,Black or African American,Female,Professional Degree,over $100k,19104,1971,No,No communication,No,420,27%
2802,,White,Male,Some College,n/a,19104,1992,No,No communication,n/a,600,58%
2226,Observer,,,,$25k - $50k,,,n/a,,n/a,290,33%
2811,,White,Female,Master's Degree,n/a,19104,2000,n/a,n/a,n/a,110,4%
3264,Observer,Other,Female,Doctoral Degree,$75k - $100k,19146,1964,No,No communication,n/a,130,25%
2744,Community Organizer or Activist,White,Female,Master's Degree,$75k - $100k,19129,1980,Yes,"Yes, through community meetings",Yes,300,33%
2884,"resident, worker",White,Male,Doctoral Degree,over $100k,19143,1968,No,"Yes, through personal meetings",Yes,970,79%
3513,Student,White,Male,Some College,$25k - $50k,19103,1991,No,"Yes, through personal meetings",No,100,8%
2637,worker,n/a,n/a,n/a,n/a,01970,2000,No,n/a,n/a,920,77%
2257,"resident, Volunteer",White,Female,Master's Degree,over $100k,19143,1977,Yes,"Yes, by email",Yes,870,48%
3676,,n/a,n/a,n/a,n/a,19143,1974,No,"Yes, through community meetings",Yes,500,33%
3657,Student,Black or African American,Male,High School or less,$50k - $75k,19131,1995,No,No communication,Yes,200,10%
2429,Observer,White,Female,Master's Degree,$50k - $75k,19147,1982,No,No communication,No,210,33%
3018,"resident, Student, worker",White,Female,Master's Degree,$25k - $50k,19104,1987,Yes,"Yes, through social media",Yes,1410,96%
2315,resident,White,Female,Bachelor's Degree,over $100k,19104,1975,No,"Yes, through community meetings",Yes,1090,85%
3506,,,,,,,,n/a,,n/a,120,8%
2817,resident,White,Female,Bachelor's Degree,$50k - $75k,19143,1974,No,No communication,Yes,550,46%
2446,Community Organizer or Activist,,,,,,,n/a,,n/a,20,2%
3431,,White,n/a,Bachelor's Degree,$50k - $75k,19143,1987,No,No communication,Yes,1090,67%
3278,,White,Female,Professional Degree,over $100k,19107,1952,No,"Yes, through personal meetings",No,20,2%
2612,,,,,,,,n/a,,n/a,40,6%
2873,resident,White,Female,Master's Degree,$25k - $50k,19103,1985,No,No communication,Yes,210,33%
3461,Observer,White,Male,Master's Degree,$50k - $75k,19026,1989,Yes,"Yes, by email",No,420,33%
2697,Observer,White,Female,Bachelor's Degree,$50k - $75k,19147,1987,No,No communication,n/a,10,2%
3509,,White,Male,Master's Degree,$25k - $50k,19107,1985,Yes,"Yes, through social media",No,510,33%
2782,worker,White,Male,Master's Degree,$25k - $50k,19102,1983,n/a,"Yes, through social media",n/a,1070,83%
2701,resident,"Hispanic, Latino, or Spanish",Female,Bachelor's Degree,$75k - $100k,19104,1971,Yes,"Yes, by email",No,160,29%
2263,,White,Female,Doctoral Degree,n/a,191943,1970,Yes,"Yes, by email",Yes,1200,100%
2355,Observer,White,Male,Bachelor's Degree,$50k - $75k,19145,1980,Yes,"Yes, by email",No,260,33%
2765,"Educator, resident",White,Female,Bachelor's Degree,$75k - $100k,19104,1975,No,"Yes, by email",Yes,150,21%
2943,Community Organizer or Activist,White,Male,Professional Degree,$25k - $50k,19143,1948,Yes,"Yes, by letter",Yes,20,4%
3712,,,,,,,,n/a,,n/a,110,8%
2249,resident,,Female,Bachelor's Degree,,,1975,n/a,"Yes, through community meetings",n/a,440,44%
2777,Community Organizer or Activist,White,Female,Bachelor's Degree,$50k - $75k,19125,1988,Yes,"Yes, by letter",Yes,1100,85%
3655,Student,Black or African American,Male,High School or less,n/a,19151,1996,n/a,No communication,Yes,650,33%
2659,resident,,,,,,,n/a,,n/a,170,25%
2770,,,,,,,,n/a,,n/a,10,2%
2643,Observer,White,Male,Master's Degree,over $100k,19104,1983,No,No communication,n/a,1360,100%
3406,Observer,White,Female,Master's Degree,over $100k,19147,1971,Yes,"Yes, through community meetings",Yes,490,33%
3604,,White,Female,Bachelor's Degree,$25k - $50k,19104,1988,Yes,"Yes, through community meetings",No,470,31%
3529,,,,,,,,n/a,,n/a,20,2%
3549,resident,White,Male,Master's Degree,over $100k,19104,1973,Yes,"Yes, through community meetings",No,540,27%
3644,Student,White,Female,Bachelor's Degree,$50k - $75k,19147,1985,No,"Yes, by email",No,710,33%
3541,Observer,White,Male,Professional Degree,$50k - $75k,19130,1977,No,"Yes, through community meetings",No,540,35%
3398,Business Owner,White,Female,Master's Degree,$75k - $100k,19143,1971,No,No communication,No,290,33%
3637,,,,,,,,n/a,,n/a,110,8%
2754,"Community Organizer or Activist, resident",White,Male,Master's Degree,$75k - $100k,19143,1975,No,"Yes, by phone",Yes,930,67%
2757,"resident, worker",White,n/a,Bachelor's Degree,$25k - $50k,19143,1977,No,"Yes, by email",n/a,1650,100%
2590,"Community Organizer or Activist, resident, Volunteer",White,Male,Bachelor's Degree,$50k - $75k,19143,1985,No,"Yes, by phone",n/a,1160,85%
2674,,White,Female,Bachelor's Degree,$75k - $100k,19130,1979,No,"Yes, by email",n/a,70,10%
2384,resident,Black or African American,Male,Master's Degree,$50k - $75k,,1989,n/a,"Yes, through community meetings",n/a,210,33%
3702,"Business Owner, resident, Volunteer, worker","Hispanic, Latino, or Spanish",Male,Bachelor's Degree,$75k - $100k,19143,1970,Yes,No communication,No,540,31%
3627,,,,,,,,n/a,,n/a,230,12%
3600,resident,,,,,,,n/a,,n/a,170,8%
3225,,White,Female,Bachelor's Degree,$25k - $50k,19139,1980,n/a,No communication,No,270,35%
3240,resident,White,Female,Master's Degree,$75k - $100k,19143,1981,Yes,"Yes, by email",Yes,120,25%
