user_id,stake,race,gender,education,income,zip_code,birth_year,how_discovered,prior_participation,communication_with_government,worked_in_planning,goal_in_playing,coins,challenges_completed
3566,Educator,White,Female,Master's Degree,unspecified,19104,1970,From an organization (i.e. boys and girls club),Yes,"Yes, by phone",Yes,Share my ideas about how to change my community,450,33%
3667,Educator,Black or African American,Male,Master's Degree,$75k - $100k,19118,1978,From the city,No,No communication,unspecified,Share my ideas about how to change my community,110,6%
2430,Educator,White,Male,Doctoral Degree,$75k - $100k,19008,1953,From the city,No,"Yes, by email",Yes,Learn about issues in my community,790,54%
2717,Educator,,,,,,,,unspecified,,unspecified,,70,12%
2336,Educator,,,,,,,,unspecified,,unspecified,,10,2%
2765,"Educator, Resident",White,Female,Bachelor's Degree,$75k - $100k,19104,1975,From a friend,No,"Yes, by email",Yes,Share my ideas about how to change my community,150,21%
3537,"Educator, Resident",unspecified,unspecified,Doctoral Degree,$25k - $50k,19143,1983,From a local blog,No,No communication,Yes,Share my ideas about how to change my community,970,67%
3430,"Educator, Resident, Worker",White,Female,Bachelor's Degree,$75k - $100k,19139,1985,From a local blog,Yes,"Yes, by letter",Yes,Connect with decision makers,220,17%
2634,"Educator, Resident, Worker",White,Female,Master's Degree,$50k - $75k,19143,1980,From a local blog,No,"Yes, by email",unspecified,Connect with decision makers,1610,100%
3467,"Educator, Observer",White,Male,Bachelor's Degree,$50k - $75k,19127,1986,From a local blog,No,"Yes, by email",No,Share my ideas about how to change my community,40,2%
2648,"Educator, Student",White,Male,Bachelor's Degree,$50k - $75k,19104,1985,From an organization (i.e. boys and girls club),unspecified,"Yes, through community meetings",unspecified,Connect with decision makers,710,46%
3656,"Educator, Student",,,,,,,,unspecified,,unspecified,,530,29%
3323,Resident,American Indian or Alaskan Native,Male,Master's Degree,over $100k,19143,1982,From a friend,No,"Yes, through social media",No,Share my ideas about how to change my community,510,33%
3581,Resident,Asian,Male,Doctoral Degree,over $100k,19104,1981,From a local blog,Yes,"Yes, by email",Yes,Share my ideas about how to change my community,20,2%
3704,Resident,Black or African American,Female,Professional Degree,over $100k,19104,1971,From a friend,No,No communication,No,Learn about issues in my community,420,27%
2342,Resident,White,Female,Bachelor's Degree,over $100k,19104,1978,From an organization (i.e. boys and girls club),No,"Yes, by email",Yes,Share my ideas about how to change my community,1220,96%
3390,Resident,White,Male,Bachelor's Degree,over $100k,19143,1975,From a local blog,No,"Yes, by email",No,Share my ideas about how to change my community,510,33%
3586,Resident,White,Male,Bachelor's Degree,over $100k,19104,1973,From an organization (i.e. boys and girls club),Yes,"Yes, through personal meetings",Yes,Connect with decision makers,610,33%
3006,Resident,White,Female,Master's Degree,over $100k,19104,1971,From the city,No,"Yes, by email",Yes,Share my ideas about how to change my community,900,67%
3502,Resident,White,Female,Master's Degree,over $100k,19146,1969,From a local blog,Yes,"Yes, by email",Yes,Share my ideas about how to change my community,1200,67%
3019,Resident,White,Female,Bachelor's Degree,over $100k,19143,1971,From a local blog,Yes,"Yes, by email",Yes,Share my ideas about how to change my community,180,33%
2271,Resident,White,Male,Master's Degree,over $100k,,1966,From the city,unspecified,"Yes, through personal meetings",unspecified,Connect with decision makers,50,8%
3243,Resident,White,Female,Bachelor's Degree,over $100k,19104,1962,From a friend,No,"Yes, through community meetings",Yes,Share my ideas about how to change my community,980,71%
2968,Resident,White,Male,Bachelor's Degree,over $100k,19143,1980,From a friend,No,No communication,unspecified,Haven't thought about it,300,33%
3418,Resident,White,Female,Professional Degree,over $100k,19143,1978,From a local blog,No,"Yes, by email",No,Share my ideas about how to change my community,240,33%
3389,Resident,White,Male,Bachelor's Degree,over $100k,19143,1975,From a local blog,No,"Yes, through personal meetings",Yes,Learn about issues in my community,470,29%
3266,Resident,White,Male,Master's Degree,over $100k,19143,1955,From a local blog,Yes,"Yes, through community meetings",Yes,Learn about issues in my community,260,38%
3383,Resident,White,Female,Master's Degree,over $100k,19104,1966,From an organization (i.e. boys and girls club),No,No communication,unspecified,Share my ideas about how to change my community,170,12%
2680,Resident,White,Male,Bachelor's Degree,over $100k,19143,1979,From a friend,Yes,"Yes, through community meetings",Yes,Share my ideas about how to change my community,1300,100%
2315,Resident,White,Female,Bachelor's Degree,over $100k,19104,1975,From a friend,No,"Yes, through community meetings",Yes,Share my ideas about how to change my community,1090,85%
3549,Resident,White,Male,Master's Degree,over $100k,19104,1973,From a local blog,Yes,"Yes, through community meetings",No,Share my ideas about how to change my community,540,27%
3028,Resident,White,Female,Master's Degree,over $100k,19104,1966,From the city,Yes,"Yes, through community meetings",Yes,Learn about issues in my community,450,50%
3468,Resident,White,Female,Master's Degree,over $100k,17057,1985,From the city,Yes,"Yes, through personal meetings",No,Share my ideas about how to change my community,100,8%
2455,Resident,White,Male,Bachelor's Degree,over $100k,,1983,From the city,Yes,"Yes, through community meetings",Yes,Share my ideas about how to change my community,1460,100%
3432,Resident,White,Female,Master's Degree,over $100k,19139,1977,From an organization (i.e. boys and girls club),Yes,"Yes, by email",Yes,Share my ideas about how to change my community,710,33%
2729,Resident,Asian,Female,Doctoral Degree,unspecified,19143,1969,unspecified,No,No communication,No,Learn about issues in my community,220,33%
3578,Resident,Black or African American,Female,Bachelor's Degree,unspecified,19143,1985,From the city,Yes,"Yes, through community meetings",Yes,Share my ideas about how to change my community,420,33%
3666,Resident,"Hispanic, Latino, or Spanish",Male,High School or less,unspecified,19143,1997,From a friend,Yes,unspecified,unspecified,unspecified,650,33%
3698,Resident,unspecified,Female,Doctoral Degree,unspecified,19104,1983,From an organization (i.e. boys and girls club),No,No communication,Yes,Connect with decision makers,210,12%
3011,Resident,White,Female,Bachelor's Degree,unspecified,19143,1978,From the city,Yes,"Yes, through community meetings",Yes,Share my ideas about how to change my community,1520,100%
2881,Resident,White,Female,Doctoral Degree,unspecified,19139,1969,From an organization (i.e. boys and girls club),Yes,"Yes, by email",Yes,Share my ideas about how to change my community,1520,100%
3571,Resident,White,Female,Master's Degree,unspecified,19104,1939,From an organization (i.e. boys and girls club),No,No communication,Yes,Share my ideas about how to change my community,600,40%
2398,Resident,White,Female,Master's Degree,unspecified,19104,1987,From the city,Yes,"Yes, through personal meetings",No,Share my ideas about how to change my community,290,33%
2818,Resident,White,Female,Master's Degree,unspecified,19143,1951,From a friend,unspecified,"Yes, by email",Yes,Share my ideas about how to change my community,620,46%
2428,Resident,White,Male,Master's Degree,unspecified,19143,1983,From a friend,Yes,"Yes, by letter",Yes,Share my ideas about how to change my community,200,33%
3238,Resident,White,Female,Master's Degree,unspecified,19143,1967,From a friend,No,"Yes, by phone",Yes,Share my ideas about how to change my community,1360,100%
2737,Resident,White,Female,Master's Degree,unspecified,19143,1943,From an organization (i.e. boys and girls club),No,"Yes, by email",Yes,Share my ideas about how to change my community,160,33%
3380,Resident,White,Male,Professional Degree,unspecified,19143,1976,unspecified,No,unspecified,Yes,Haven't thought about it,220,19%
3269,Resident,White,Female,Doctoral Degree,unspecified,19104,1960,From a friend,Yes,"Yes, by email",Yes,Share my ideas about how to change my community,70,12%
2836,Resident,White,Male,Bachelor's Degree,unspecified,19139,1976,From a local blog,Yes,"Yes, by phone",Yes,Learn about issues in my community,210,31%
2995,Resident,White,Male,Professional Degree,unspecified,19143,1949,From an organization (i.e. boys and girls club),No,"Yes, through personal meetings",Yes,Share my ideas about how to change my community,20,2%
2701,Resident,"Hispanic, Latino, or Spanish",Female,Bachelor's Degree,$75k - $100k,19104,1971,From a friend,Yes,"Yes, by email",No,Learn about issues in my community,160,29%
3248,Resident,Other,Male,Master's Degree,$75k - $100k,19143,1979,From a friend,No,"Yes, through social media",Yes,Haven't thought about it,200,33%
3014,Resident,Other,Female,Bachelor's Degree,$75k - $100k,19143,1973,From an organization (i.e. boys and girls club),No,"Yes, by email",Yes,Share my ideas about how to change my community,560,50%
3270,Resident,White,Female,Bachelor's Degree,$75k - $100k,19143,1985,unspecified,No,"Yes, by email",Yes,Share my ideas about how to change my community,1060,71%
3227,Resident,White,Male,Master's Degree,$75k - $100k,19104,1981,From a friend,Yes,"Yes, by email",unspecified,Learn about issues in my community,1010,67%
2272,Resident,White,Male,Bachelor's Degree,$75k - $100k,19143,1952,unspecified,Yes,"Yes, through community meetings",Yes,Share my ideas about how to change my community,1350,100%
3561,Resident,White,Male,Bachelor's Degree,$75k - $100k,19143,1968,From the city,Yes,"Yes, by email",Yes,Share my ideas about how to change my community,20,2%
3252,Resident,White,Male,Master's Degree,$75k - $100k,19104,1946,From an organization (i.e. boys and girls club),No,"Yes, by email",No,Connect with decision makers,1070,100%
2735,Resident,White,Male,Master's Degree,$75k - $100k,19104,1978,From a local blog,Yes,"Yes, by letter",Yes,Share my ideas about how to change my community,1750,100%
2815,Resident,White,Male,Bachelor's Degree,$75k - $100k,19104,1985,From a local blog,No,"Yes, by email",No,Share my ideas about how to change my community,1360,100%
3475,Resident,White,Male,Bachelor's Degree,$75k - $100k,19143,1978,From a local blog,No,"Yes, through social media",unspecified,Share my ideas about how to change my community,1040,67%
2636,Resident,White,Male,Bachelor's Degree,$75k - $100k,19143,1985,From the city,No,No communication,No,Learn about issues in my community,200,33%
3240,Resident,White,Female,Master's Degree,$75k - $100k,19143,1981,From a friend,Yes,"Yes, by email",Yes,Share my ideas about how to change my community,120,25%
2296,Resident,White,Female,Bachelor's Degree,$75k - $100k,19143,1985,From a friend,unspecified,"Yes, by email",Yes,Share my ideas about how to change my community,1490,100%
3306,Resident,White,Male,Bachelor's Degree,$75k - $100k,19143,1983,From a local blog,Yes,"Yes, through social media",No,Share my ideas about how to change my community,230,17%
2326,Resident,Asian,Female,Master's Degree,$50k - $75k,,1976,From an organization (i.e. boys and girls club),unspecified,"Yes, by email",unspecified,Share my ideas about how to change my community,760,67%
2383,Resident,Asian,Female,Bachelor's Degree,$50k - $75k,19143,1990,From the city,unspecified,No communication,Yes,Share my ideas about how to change my community,1320,100%
2384,Resident,Black or African American,Male,Master's Degree,$50k - $75k,,1989,From the city,unspecified,"Yes, through community meetings",unspecified,Connect with decision makers,210,33%
2745,Resident,unspecified,unspecified,Bachelor's Degree,$50k - $75k,19143,1987,From a local blog,No,No communication,No,Share my ideas about how to change my community,510,33%
2786,Resident,Multiracial,Female,Bachelor's Degree,$50k - $75k,19143,1969,From an organization (i.e. boys and girls club),No,"Yes, by email",No,Learn about issues in my community,250,33%
3538,Resident,Multiracial,Female,Some College,$50k - $75k,19143,1974,From a local blog,Yes,"Yes, by phone",Yes,Learn about issues in my community,440,29%
3344,Resident,White,Male,Master's Degree,$50k - $75k,19143,1983,From a local blog,No,No communication,No,Share my ideas about how to change my community,1200,67%
3718,Resident,White,Female,Some College,$50k - $75k,19143,1989,From a friend,No,"Yes, by email",Yes,Connect with decision makers,630,33%
2630,Resident,White,Female,Doctoral Degree,$50k - $75k,19104,1985,From a friend,No,"Yes, through community meetings",Yes,Connect with decision makers,260,35%
2251,Resident,White,Male,Doctoral Degree,$50k - $75k,19104,1952,From a friend,Yes,"Yes, through personal meetings",Yes,Haven't thought about it,1380,100%
2346,Resident,White,Female,Master's Degree,$50k - $75k,19139,1984,From an organization (i.e. boys and girls club),No,"Yes, by email",Yes,Share my ideas about how to change my community,1310,100%
2381,Resident,White,Female,Master's Degree,$50k - $75k,19143,1982,From the city,No,"Yes, by letter",unspecified,Share my ideas about how to change my community,880,67%
3495,Resident,White,Male,Bachelor's Degree,$50k - $75k,19143,1985,From a local blog,No,No communication,Yes,Share my ideas about how to change my community,480,44%
2593,Resident,White,Female,Master's Degree,$50k - $75k,,1978,From an organization (i.e. boys and girls club),No,"Yes, by email",unspecified,Connect with decision makers,210,33%
3524,Resident,White,Male,Bachelor's Degree,$50k - $75k,19143,1988,From a local blog,No,No communication,No,Haven't thought about it,700,35%
2366,Resident,White,Male,Doctoral Degree,$50k - $75k,19143,1981,From a local blog,No,No communication,No,Connect with decision makers,1050,75%
2817,Resident,White,Female,Bachelor's Degree,$50k - $75k,19143,1974,From a friend,No,No communication,Yes,Connect with decision makers,550,46%
3408,Resident,White,Female,Master's Degree,$50k - $75k,19143,1976,From a local blog,No,"Yes, by email",Yes,Share my ideas about how to change my community,200,27%
2453,Resident,White,Female,Master's Degree,$50k - $75k,,1987,From a friend,No,No communication,Yes,Share my ideas about how to change my community,310,38%
3386,Resident,White,Male,Bachelor's Degree,$50k - $75k,19139,1981,From an organization (i.e. boys and girls club),Yes,"Yes, by email",Yes,Connect with decision makers,460,33%
3588,Resident,White,Male,Master's Degree,$50k - $75k,19143,1973,From the city,Yes,Other,unspecified,Share my ideas about how to change my community,520,33%
2360,Resident,White,Female,Master's Degree,$50k - $75k,19139,1983,From the city,No,"Yes, through community meetings",Yes,Learn about issues in my community,960,100%
3610,Resident,White,Male,Bachelor's Degree,$50k - $75k,19143,1973,From an organization (i.e. boys and girls club),unspecified,"Yes, by email",Yes,Share my ideas about how to change my community,560,33%
3393,Resident,White,Female,Doctoral Degree,$50k - $75k,19143,1987,From a local blog,No,No communication,No,Share my ideas about how to change my community,460,33%
2824,Resident,White,Female,Bachelor's Degree,$50k - $75k,19143,1983,From the city,Yes,"Yes, by email",unspecified,Haven't thought about it,150,12%
2254,Resident,Asian,Female,Master's Degree,$25k - $50k,19143,1986,From a local blog,Yes,"Yes, by email",unspecified,Share my ideas about how to change my community,240,33%
2359,Resident,White,Female,Master's Degree,$25k - $50k,19143,1984,From a friend,Yes,"Yes, by email",No,Learn about issues in my community,320,44%
2277,Resident,White,Female,Bachelor's Degree,$25k - $50k,,1982,From a friend,unspecified,"Yes, through community meetings",unspecified,Share my ideas about how to change my community,40,4%
3277,Resident,White,Female,Master's Degree,$25k - $50k,19143,1940,From an organization (i.e. boys and girls club),Yes,"Yes, through community meetings",Yes,Share my ideas about how to change my community,280,33%
3597,Resident,White,Female,Bachelor's Degree,$25k - $50k,19146,1984,From a friend,No,"Yes, by letter",No,Share my ideas about how to change my community,630,29%
2599,Resident,White,Male,Bachelor's Degree,$25k - $50k,19104,1981,From a local blog,Yes,"Yes, through personal meetings",Yes,Learn about issues in my community,1640,100%
3337,Resident,White,Female,Bachelor's Degree,$25k - $50k,19143,1988,From a local blog,No,"Yes, by email",No,Learn about issues in my community,100,12%
2873,Resident,White,Female,Master's Degree,$25k - $50k,19103,1985,From a local blog,No,No communication,Yes,Learn about issues in my community,210,33%
2308,Resident,White,Male,Master's Degree,$25k - $50k,,1987,From an organization (i.e. boys and girls club),unspecified,"Yes, by email",unspecified,Share my ideas about how to change my community,1450,100%
3009,Resident,White,Female,Master's Degree,$25k - $50k,19146,2000,From a friend,No,"Yes, by email",unspecified,Learn about issues in my community,40,4%
3385,Resident,White,Male,Bachelor's Degree,$25k - $50k,19143,1967,From a local blog,No,"Yes, by email",No,Haven't thought about it,460,38%
2339,Resident,White,Male,Bachelor's Degree,$25k - $50k,19139,1989,From the city,No,"Yes, by email",No,Share my ideas about how to change my community,310,33%
3714,Resident,White,Male,Bachelor's Degree,$25k - $50k,19143,1987,From an organization (i.e. boys and girls club),Yes,"Yes, by letter",No,Learn about issues in my community,690,33%
2628,Resident,White,Male,Bachelor's Degree,$25k - $50k,19104,2000,From an organization (i.e. boys and girls club),Yes,"Yes, by email",unspecified,Share my ideas about how to change my community,360,29%
2322,Resident,White,Female,Some College,,,1939,From an organization (i.e. boys and girls club),unspecified,"Yes, by phone",unspecified,Haven't thought about it,1380,100%
3343,Resident,,,,,,,,unspecified,,unspecified,,200,17%
3098,Resident,,,,,,,,unspecified,,unspecified,,40,6%
3563,Resident,,,,,,,,unspecified,,unspecified,,250,17%
3174,Resident,,,,,,,,unspecified,,unspecified,,10,2%
2804,Resident,,,,,,,,unspecified,,unspecified,,140,31%
3298,Resident,,,,,,,,unspecified,,unspecified,,40,4%
2249,Resident,,Female,Bachelor's Degree,,,1975,From a friend,unspecified,"Yes, through community meetings",unspecified,Share my ideas about how to change my community,440,44%
2659,Resident,,,,,,,,unspecified,,unspecified,,170,25%
3600,Resident,,,,,,,,unspecified,,unspecified,,170,8%
2671,Resident,,,,,,,,unspecified,,unspecified,,20,2%
3687,Resident,,,,,,,,unspecified,,unspecified,,210,12%
3683,"Resident, Observer, Student",,,,,,,,unspecified,,unspecified,,230,12%
3221,"Resident, Observer, Volunteer",White,Female,Bachelor's Degree,$50k - $75k,19139,1989,From a local blog,Yes,"Yes, through social media",Yes,Share my ideas about how to change my community,200,33%
2424,"Resident, Student",White,Female,Bachelor's Degree,unspecified,19143,1989,From a friend,Yes,"Yes, through community meetings",No,Haven't thought about it,1270,100%
3682,"Resident, Student",Black or African American,Female,High School or less,$50k - $75k,19143,1995,From a friend,Yes,No communication,Yes,Learn about issues in my community,650,33%
3387,"Resident, Student",White,Male,Master's Degree,$50k - $75k,19143,1989,From a local blog,No,"Yes, by letter",No,Meet other people in my community,100,8%
3334,"Resident, Student",White,Female,Master's Degree,$50k - $75k,19143,1988,From a local blog,No,"Yes, by email",No,Learn about issues in my community,1140,67%
2784,"Resident, Student, Worker",White,Male,Bachelor's Degree,$50k - $75k,19139,1989,From an organization (i.e. boys and girls club),No,"Yes, by email",No,Learn about issues in my community,120,12%
2787,"Resident, Student, Worker",White,Female,Bachelor's Degree,$50k - $75k,19104,1992,From an organization (i.e. boys and girls club),unspecified,"Yes, by email",Yes,Share my ideas about how to change my community,300,33%
3223,"Resident, Student, Worker",White,Male,Master's Degree,$25k - $50k,19104,1988,From a friend,Yes,"Yes, through personal meetings",No,Share my ideas about how to change my community,220,33%
3018,"Resident, Student, Worker",White,Female,Master's Degree,$25k - $50k,19104,1987,From a friend,Yes,"Yes, through social media",Yes,Connect with decision makers,1410,96%
2257,"Resident, Volunteer",White,Female,Master's Degree,over $100k,19143,1977,From a friend,Yes,"Yes, by email",Yes,Haven't thought about it,870,48%
3708,"Resident, Volunteer",White,Female,Bachelor's Degree,$25k - $50k,19143,1984,From a friend,Yes,"Yes, through community meetings",Yes,Learn about issues in my community,630,33%
2367,"Resident, Volunteer, Worker",unspecified,Female,Doctoral Degree,unspecified,19143,1949,From a local blog,No,"Yes, by letter",Yes,Connect with decision makers,220,33%
2708,"Resident, Worker",White,Male,Doctoral Degree,over $100k,19146,1976,From a friend,No,"Yes, by email",No,Share my ideas about how to change my community,20,4%
2884,"Resident, Worker",White,Male,Doctoral Degree,over $100k,19143,1968,From a friend,No,"Yes, through personal meetings",Yes,Learn about issues in my community,970,79%
2260,"Resident, Worker",White,Female,Master's Degree,over $100k,19143,1973,From a friend,No,No communication,Yes,Share my ideas about how to change my community,180,29%
2747,"Resident, Worker",White,Female,Doctoral Degree,unspecified,19041,1983,From a local blog,No,No communication,No,Share my ideas about how to change my community,40,4%
2306,"Resident, Worker",White,Male,Master's Degree,$50k - $75k,19104,1983,From the city,Yes,"Yes, through personal meetings",Yes,Share my ideas about how to change my community,1370,100%
2236,"Resident, Worker",White,Female,Bachelor's Degree,$50k - $75k,,1989,From an organization (i.e. boys and girls club),unspecified,"Yes, through community meetings",unspecified,Share my ideas about how to change my community,1420,100%
2757,"Resident, Worker",White,unspecified,Bachelor's Degree,$25k - $50k,19143,1977,From a friend,No,"Yes, by email",unspecified,Connect with decision makers,1650,100%
2417,"Resident, Worker",White,unspecified,Bachelor's Degree,$25k - $50k,,1963,From a local blog,Yes,"Yes, through community meetings",No,Meet other people in my community,1470,100%
2242,Observer,unspecified,Male,Master's Degree,over $100k,19146,1951,From a friend,No,Other,No,Learn about issues in my community,1150,100%
2730,Observer,White,Female,Master's Degree,over $100k,8323,1950,From a friend,Yes,"Yes, through personal meetings",Yes,Share my ideas about how to change my community,10,2%
2362,Observer,White,Female,Master's Degree,over $100k,19145,1980,From the city,Yes,"Yes, by email",Yes,Connect with decision makers,720,50%
2364,Observer,White,Male,Bachelor's Degree,over $100k,19146,1976,From an organization (i.e. boys and girls club),unspecified,"Yes, by email",unspecified,Connect with decision makers,1590,100%
3525,Observer,White,Male,Bachelor's Degree,over $100k,19145,1977,From a friend,Yes,"Yes, by email",Yes,Share my ideas about how to change my community,200,17%
2622,Observer,White,Male,Doctoral Degree,over $100k,2130,1973,unspecified,Yes,"Yes, through social media",Yes,Connect with decision makers,620,50%
2443,Observer,White,Female,Master's Degree,over $100k,,1964,From a friend,Yes,"Yes, through community meetings",Yes,Learn about issues in my community,620,46%
2301,Observer,White,Male,Bachelor's Degree,over $100k,,1983,From an organization (i.e. boys and girls club),unspecified,"Yes, through social media",unspecified,Learn about issues in my community,420,46%
