score,popular,user_id,challenge_id,response,media,likes_num,replies_num,replies
2,4,2589,133,"[[[42.51379940569737, -70.89410501098632]]]\nTHere isn't a place in the Point I wouldn't take a visitor.. Don't like how that isn't an option.",,4,0,
1,2,2589,132,I agree with those boundaries,,2,0,
9,2,2589,130,"I have spent most of 2012 showcasing through my business and photography how amazing the city of Salem is and how proud and happy I am to be a part of this community. From throwing parties to pro bono work, I have done much in the past year to show my city pride",,2,0,
1,6,2589,126,The Graffiti wall is very cool,http://communityplanit.org/assets/attachments/102/103/521892_10151109257436844_1932892978_n_1.jpg,6,0,
2,2,2589,125,"Grocery shopping,  Personal care (e.g., salon or spa)\nAs I mentioned in my previous comment..It is a lot of housing..Not alot of incentives or retail",,2,0,
1,2,2589,122,"There is a very bad reputation around the area of the point. That is just a fact and as a local I wouldn't want to send a tourist especially because their isn't a whole lot to do. It is nice for a quick walk through during the day but in my humble opinion it comes across as a large area of low income housing with some retail on the outskirts. Why would I send people I am trying to sell the city on, into that?",,2,0,
7,2,2589,118,"[[[42.518849, -70.891797]]]\nPeabody Street Park is a great spot to catch live music in season and a great jumping off point to meet in a well maintained centrally located area to start Point exploration",,2,0,
-1,19,2589,116,Live musical performance as part of the Fourth of July Block Party,http://communityplanit.org/assets/attachments/102/103/521892_10151109257436844_1932892978_n.jpg,17,2,"Great!
\\ I love that mural, and having performances in front of it is a great use of that park!"
0,8,2589,115,So much potential,,8,0,
0,0,2487,206,"Make new friends , we dont biote.",,0,0,
0,0,2487,205,LIVE !,,0,0,
0,0,2487,204,"[[[42.514835395117416, -70.89025335884094]], [[42.514835395117416, -70.89025335884094]], [[42.514835395117416, -70.89025335884094]], [[42.514835395117416, -70.89025335884094]], [[42.514835395117416, -70.89025335884094]]]",,0,0,
0,0,2487,259,"OK\nMany people come and visit , so they need parking space too . Because it does get really crowded .",,0,0,
0,0,2487,201,The the Daycare center on Canal St. ,,0,0,
0,0,2487,200,"[[[42.51974622580042, -70.9103270111084]]]\nI dont have a Car, so i cant answer .",,0,0,
12,0,2487,198,"Entertainment options, Affordability, Open late / open early, Comfortable, Good music, Quiet, Popular, Good food options, Safe, Nearby",,0,0,
0,0,2487,194,Cyberspace :),,0,0,
0,0,2487,189,Alot you just have to ask activity coordinator or the principal .,,0,0,
0,0,2487,262,Four or more times a week,,0,0,
0,0,2487,261,First I'd go to orange leaf then out of the City . Most likely Driving.,,0,0,
0,0,2487,193,"[[[42.51481167036097, -70.89028554534912]], [[42.51481167036097, -70.89028554534912]], [[42.514716771245276, -70.89406209564208]], [[42.51468513817467, -70.89204507446289]], [[42.51481167036097, -70.89191632843017]]]",,0,0,
0,0,2487,257,"Business expansion loans, Commercial business rehabilitation,  Job creation,  Job training and placement\nAll . && they should have a place where teenagers can work .",,0,0,
0,0,2487,256,"More affordable rental housing, Energy efficiency improvements, More affordable home ownership, Assistance to rehabilitate homes, Assistance with rent\n.",,0,0,
0,0,2487,160,To the homeless shelter .,,0,0,
0,0,2487,164,"[[[42.5146851381747, -70.8901567993164]], [[42.5146851381747, -70.8901567993164]], [[42.5146851381747, -70.8901567993164]], [[42.51266058835255, -70.89054303741455]], [[42.51266058835255, -70.89054303741455]]]",,0,0,
1,0,2487,155,"Yes , just because it's dark out & the Creeps come out at night .",,0,0,
2,0,2487,154,"It should be brighter and have more gardens , because right now it looks like a horror movie .
",,0,0,
0,0,2487,151,"I think he should advertise more , because honestly I have lived in the point all my life & right now I can't remember seeing an Electrical store .
",,0,0,
-1,0,2487,149,"[[[42.514590238866866, -70.89011388397216]], [[42.782142, -71.22828400000003]], [[42.517691, -70.89682800000003]], [[42.517691, -70.89682800000003]], [[42.51075216959196, -70.89907985415681]]]\nThey make a Bomb Broccoli Ziti .",,0,0,
4,0,2487,147,"Food shopping , clothing stores , etc .
.. We need more fun this to do , teenager wise .
",,0,0,
-2,0,2487,144,"I live in the point & some of the disadvantages are ;
- the lack of sports centers ( Basketball courts, & etc.)
- Security
- Crack Heads ",,0,0,
5,0,2487,170,"OK\nI think they're doing okay , but they're not working to the best of they're abilities . They need more security , they should renew the basketball court & construct a place for kids to be or something .",,0,0,
6,1,2487,141,I recently live in the point . The advantages of living here are that it's not that big so it really gives us a chance to meet everyone . I think I know pretty much everyone in the point .,,1,0,
0,3,2487,139,"[[[42.468293839987695, -70.8450956878662]]]\nI can't really pin point this but If I knew them well enough I'd take them to my home. Usually that is where your day ends. Just by showing someone your home and comparing it to other people's home, you can see the diversity of the point.",,3,0,
-4,0,2487,138,"We haven't really had violent crime like this in quite a while,"" Griffin said. This was a shooting that happened on Rope Street in 2011. It was terrifying to think that someone had the audacity to pull a trigger so close to where children play. Especially in the summer.",http://communityplanit.org/assets/attachments/102/103/g000258000000000000539f17d0876ec0f0047798c0d94d3f37e2569756.jpg,0,0,
2,2,2487,137,"I'm very fortunate, so me living where I live gives me luxury of either going to the two corner stores barley a minute from my street or Walgreen's. ",,2,0,
-3,11,2487,133,"[[[42.47880293227668, -70.86522298431396]]]\nI say Wendy's, only because I personally think it very bad for you. Well at least most of the things on the Menu.",,9,2,So true.\\ And it really doesn't make the point look that good.
2,2,2487,132,"Yes I agree, I helped make this map along with my peer. So I think that says enough.",,2,0,
15,15,2487,130,"There was a time i never really took pride in where I live (the point). I remember this one day me and my friends were all sitting at the lunch table and we were talking about where we lived, I said the obviously ""the point."" Then my friends started talking about how only no good people live there and you walk down the street you'd get shot. I was like .. I haven't been shot & I'm a very good student. I don't drink or smoke. Ever since that day I just wanted to prove them wrong. I graduated with awards that year. I just recently was a Runner-up for the MLK essay, I'm in National Honor society, I have A's & B's, & etc. I never been so proud of where I live & still am. Who said nothing good ever comes out of the point ?",,13,2,"I don't know who says that,but you're right,good things can happen in the point.\\ Your pride is inspiring, and I hope it inspires others to represent their community, too! "
5,6,2487,126,"(This is NOT a picture of the streets in the point) I think that the streets of the point is the most beautiful part of the point because that's how you get from point A to point B. That's where you see someone you don't know and you smile at them, which can possibly make their day. This is where friendships are formed. It's where you start your new beginning to everyday. The beginning of your everyday journey to your new destination. ",http://communityplanit.org/assets/attachments/102/103/0.jpg,6,0,
0,2,2487,125,"Dining out, Cultural, social, entertainment\nThe point is mostly cultural, social, entertainment, and Dining out. Especially with all the events that take place here and the facilities around this area.",,2,0,
-4,4,2487,122,"Everyone has their own opinions. Maybe some people have had a bad experience or are just decided to spread things that they have heard. I have lived in the point all my life and one word to describe it is ""Misunderstood."" Personally I think the point is a good place to grow up in, you just can't mix with the ""wrong crowd."" Basically its people just stereo-typing and spreading rumors.",,4,0,
9,2,2487,118,"[[[42.521931, -70.891884]]]\nLet's say I was giving this Tour in October ..
First stop would be... the Peabody Essex Museum. Many may say something like, ""Why it's boring."" It honestly not. I've been there about a million time, and the only thing that keeps me interested is that there's always something new. It blends cultures all into one facility. This one building is where the diversity starts.
Next stop would be... the carnival. Every year around the month of October they put of a carnival. I think these are one of the events that makes the community and strangers to the area come together and enjoy themselves. ""The point"" not only supports education but shows we also have the ability to have fun... together.",,2,0,
2,9,2487,116,"A Dis-functional, welcoming, loving Family.",http://communityplanit.org/assets/attachments/102/103/Merciiiiiiis.jpg,8,1,great pic!
-2,28,2487,115,"•À_It always seems impossible until it•À_s done.•À_
~ Nelson Mandela
- I Feel that everyone thinks that changing the point is impossible. As if they're opinions are based on what they hear, rather than what they experience. If you asked me a couple years ago, I'd say it's a dead end, and that nothing could be done. Now I'd say, if you look at that word ""Impossible,"" you see the word ""possible."" Nothing is Impossible. Impossible is a word for those that don't want to try.",,24,4,"amazing\\ if you look at that word ""impossible,"" you see the word ""possible."" That is inspiring. :)\\ That's a great way to look at things--so how do you guys think we can make people see what's possible, rather than hear about the impossible parts?
\\ We have to persuade people to come down to Salem and try to change their view on things . & thanks (:"
2,2,2828,139,"[[[42.51810141728307, -70.89341836547851]]]\nCyberspace is a valuable help to many young residents.",,2,0,
1,2,2828,138,Cyberspace has prepared many students for college and helped them continue to graduation.,,2,0,
0,0,2828,137,Walgreens,,0,0,
3,2,2828,133,"[[[42.51563412332742, -70.88964181518554]]]\nThe neighborhood is not lovely.",,2,0,
1,2,2828,132,I would extend all the way to the harbor's edge.,,2,0,
2,2,2828,130,I am proud of our colonial heritage.,,2,0,
3,2,2828,126,Harbor Sweets is a great local employer and an education in chocolate making.,,2,0,
3,2,2828,125,"Dining out, Consumer products (e.g., clothes), Cultural, social, entertainment\nThere are many good restaurants and cultural spots.",,2,0,
2,3,2828,122,"He is wrong, because there is a wonderful waterfront area here.",,2,1,That is a nice place.
0,0,2828,118,"[[[42.515136, -70.88800900000001]]]\nIt would be on a tour day, to learn about chocolate making.",,0,0,
0,2,2828,116,The waterfront,,2,0,
2,0,2828,115,Interesting,,0,0,
0,0,2934,139,"[[[40.706821, -74.00909999999999]]]",,0,0,
0,4,2934,138,BREAK UP THE FIGHTS. UNITE!!!!!!!,http://communityplanit.org/assets/attachments/102/103/unite_or_die.JPG,4,0,
0,2,2934,137,I would think you would need to go to market basket,,2,0,
0,4,2934,133,"[[[42.5181801, -70.88937909999999]]]\ncongress street",,4,0,
2,4,2934,132,yes i agree,,4,0,
2,0,2934,130,I would think planning community events would benefit a community for all the people in the community can unite and meet.,http://communityplanit.org/assets/attachments/102/103/character_bio_576_justiceleague.jpg,0,0,
0,7,2934,126,the desert is awsome,http://communityplanit.org/assets/attachments/102/103/Sahara-Desert-Morocco.jpg,7,0,
0,0,2934,125,"Dining out, Grocery shopping, Consumer products (e.g., clothes), Cultural, social, entertainment\nin the point you can do a bunch of stuff",,0,0,
-2,9,2934,122,Charles is wrong because he is making his decisions based on rumors and opinions ,,8,1,"He should go try it for himself, and see how he likes the point"
4,0,2934,118,"[[[42.5178278, -70.88934760000001]]]\nsome areas in the point where people can hang out with friends and have fun",,0,0,
2,9,2934,116,"The Point is fulled with a bunch of fun,smart,strong, and respected diverse people. ",http://communityplanit.org/assets/attachments/102/103/imagesCAE92HID.jpg,6,3,"excellent point, pardon the pun.\\ excellent point, pardon the pun.\\ True story. "
3,2,2934,115,Enthusiastic ,,2,0,
5,0,3121,139,"[[[42.5178278, -70.88934760000001]]]\nIt is my school and I would show it as an interesting and fascinating place.",,0,0,
4,0,3121,138,I would report on about how the point is helping people come together and help fix the community ,,0,0,
0,0,3121,137,In a supermarket. I only need to travel half a mile and i walk there ,,0,0,
-3,0,3121,133,"[[[42.5157232, -70.89022849999998]]]\nI heard many criminals and drug dealers live there and I don't wanna go on a street with dangerous people",,0,0,
1,0,3121,132,I agree,,0,0,
4,0,3121,130,One time I was pride to live in the point was when i saw people helping each other and cleaning up other peoples trash. I would be more proud of my neighborhood if there was less stereotypes about everyone having drugs and alcohol in the point.  ,,0,0,
0,0,3121,126,"http://www.communityplanit.org/assets/cache/da/67/da67a373a49c1555752e6be12f2a9db3.jpg
It show how the point is together",,0,0,
5,0,3121,125,"Dining out, Cultural, social, entertainment\nRestaurants and entertainment places are the the best place to be when u are in the point,because it is relaxing and it attractions many people",,0,0,
7,0,3121,122,"The point is worth visiting, because it has many nice and interesting places to go to",,0,0,
0,0,3121,118,"[[[42.515018, -70.88811199999998]]]\nI would start at Palmers Cove and i would show people other parks",,0,0,
0,0,3121,116,"i would put the community and people working together in the point
",,0,0,
-2,0,3121,115,DIrty,,0,0,
0,0,3176,116,"On the postcard, I would put parks, houses close together, and people conversating outside.",,0,0,
2,0,3176,115,A useful community.,,0,0,
9,4,3145,126,The Park is very important and beautiful because you can do a lot of fun things there ,,4,0,
0,0,3145,125,"Dining out, Grocery shopping, Cultural, social, entertainment\nThese are the most attractive places because people go there the most",,0,0,
2,0,3145,122,You are correct because not everyone likes the point because they will try to prevent you from reaching it.,,0,0,
3,0,3145,115,Exciting ,,0,0,
4,0,3145,118,"[[[42.519667149459, -70.89647609030385]]]\nThese are amazing places to go because you can learn about The Point and also about salem. Salem Academy Charter School is the place where you can learn more about The Point and how it works.",,0,0,
11,3,3145,116,"It's an amazing place where you can feel safe, be with a community and help one another. The Point is an amazing place that you should visit as soon as possible so you can explore it.",,3,0,
3,1,2630,147,"The amount of places to get food in the Point is great. Clothing mostly needs to be found outside of the neighborhood, however.",,1,0,
-2,0,2630,144,The amount of trash and how run down some things look are definitely some negative aspects about the Point and make it unattractive.,,0,0,
2,0,2630,170,"Good\nThey are doing well, but there are various things that could be improved, which a lot are being mentioned in this game. Listening to the community and taking action about it would be key to meeting the needs of the people in the Point.",,0,0,
4,1,2630,141,One of the best things about the Point is all of the convenient places near by with easy access.,,1,0,
1,0,2630,139,"[[[42.514280938564106, -70.88996129666361]]]\nI'd have a big party in the park so everyone could talk to their neighbors",,0,0,
5,0,2630,138,I would write about all the great work that Journeys of Hope was doing!,,0,0,
-1,0,2630,137,"It would be really hard to get all of those things from smaller grocery stores that I sometimes prefer to shop at. I don't live in the point, but it seems like it'd be hard to get those things at bodegas that are closest by people's homes too. I don't have a car now, so it means carrying lots or spacing out the trips. Is it hard to get to bigger grocery stores in the point without a car?",,0,0,
0,2,2630,133,"[[[42.51854425460459, -70.89326816177368]]]",,2,0,
0,2,2630,132,That makes sense to me....,,2,0,
4,4,2630,130,I feel most proud when I see people in my neighborhood coming together to help one another.,,4,0,
2,2,2630,126,"When I looked at those pictures in the resources link, I realized there were parts of the point I hadn't even noticed before, like this painting: http://www.flickr.com/photos/44747327@N04/8071421499/in/set-72157631675997424",,2,0,
2,0,2630,125,Dining out\nDining out is good--I'd like to see more entertainment options though.,,0,0,
2,0,2630,122,There aren't too many touristy things to do in the point--but that makes it even better!,,0,0,
3,0,2630,118,"[[[42.513831041148855, -70.88893371331528]]]\nstarting in a park and having some sort of even there might be a good idea...",,0,0,
0,0,2630,115,Close-knit,,0,0,
0,8,2630,116,I would put one of the murals from the mural project on a post card!,,8,0,
4,0,3139,116,"The Point is a very diverse community. It holds many different even throughout the year, like Dominican and Puerto Rican Independence Day. Welcome to The Point!",,0,0,
0,2,3139,115,Smelly,,2,0,
0,0,3111,116,people and flowers ,,0,0,
4,1,3111,115,Fun,,1,0,
0,0,2928,118,"[[[42.518649, -70.89309200000002]]]\nidk",,0,0,
-1,0,2928,116,no comment ,,0,0,
-1,8,2928,115,no comment,,8,0,
0,0,2295,206,A variety of food and music ,,0,0,
0,0,2295,205,Lots of food and music ,,0,0,
0,0,2295,204,"[[[42.519262, -70.88588199999998]], [[42.519262, -70.88588199999998]]]",,0,0,
0,0,2295,259,Don't Know (I don't live in the Point)\nI work in the point and and only been to a few places.  I'm not sure of the full extent of parks in the Point.,,0,0,
0,0,2295,201,"The Salem Commons is within walking distance. There is also Palm Cove, Forest River",,0,0,
0,0,2295,200,"[[[42.518649, -70.89309200000002]], [[42.518649, -70.89309200000002]]]\nHave a cookout in the Wendy's parking lot.",,0,0,
1,0,2295,198,"Safe, Open late / open early, Affordability\nI'd say is number one for sure. Keep and close and open late.",,0,0,
2,1,2295,194,"Clubs, fine dining , roller skating,",,1,0,
0,0,2295,189,Salem CyberSpace of course !,,0,0,
3,0,2295,261,The point is a great pace for walk especially in the warmer weather. Plus you never know who you might see.,,0,0,
0,0,2295,193,"[[[42.523857, -70.888034]], [[42.523857, -70.888034]]]",,0,0,
0,0,2295,262,Two-three times a week,,0,0,
0,0,2295,257,"Business expansion loans, Commercial business rehabilitation,  Job training and placement",,0,0,
0,0,2295,256,"More affordable rental housing, Energy efficiency improvements, More affordable home ownership,  Mitigating lead-based paint hazard, Assistance to rehabilitate homes\nThere are many things that can be done.",,0,0,
4,0,2295,160,I would tell them to seek legal help. They could at least get a stay on the eviction. There is are housing advocate and people willing to help at North Shore Community Action Programs in Peabody that could do this. ,,0,0,
0,0,2295,164,"[[[42.50764150000001, -70.89119400000004]], [[42.50764150000001, -70.89119400000004]], [[42.50764150000001, -70.89119400000004]]]",,0,0,
2,0,2295,155,I am always with someone and have never felt unsafe or not at ease.,,0,0,
0,0,2295,154,I think the current issues would take more than an individual to change.,,0,0,
0,0,2295,151,Get the word out to the neighborhood about the situation.,,0,0,
0,1,2295,149,"[[[40.847384, -73.93789600000002]], [[42.518239, -70.89331099999998]], [[42.516312, -70.88949000000002]], [[42.516312, -70.88949000000002]]]",,1,0,
4,0,2295,147,"There are legal services, the bodegas , Salem CyberSpace has free youth services to help keep the kids in school and beyond. The DTA is right here on Congress along with other public services.",,0,0,
-4,1,2295,144,I'd say the worst is you see how hard others have it especially kids. Many come from 1 parent households. The parents are always working. English is not spoken at home though many of kids can speak it fairly well.,,1,0,
-2,0,2295,170,Poor\nWhile most of Salem seems to have prospered since I have lived here the point has missed out.,,0,0,
0,1,2295,141,I work in the point and live in Salem. It allows me to walk to work. It is close to downtown Salem.,,1,0,
0,2,2295,139,"[[[42.518239, -70.89331099999998]]]",,2,0,
5,5,2295,138,I would write about all the kids who are doing better in school and those who graduated high school thanks to the free programs at Salem CyberSpace.,,5,0,
0,0,2295,137,Steve's. While it's not in the point it is a fairly close neighborhood market.,,0,0,
0,2,2295,133,"[[[42.518229, -70.888936]]]",,2,0,
0,4,2295,132,It looks about right.,,4,0,
1,4,2295,130,My neighbor hood is not as cool as the Point.,,4,0,
1,2,2295,126,It's where all the cool cats are at !,http://communityplanit.org/assets/attachments/102/103/8054708844_f7fa295dcb_c.jpg,2,0,
1,4,2295,125,"Professional services (e.g., legal), Cultural, social, entertainment\nSalem CyberSpace baby !",,4,0,
10,0,2295,122,I think the point can be fun. It helps if you know someone who lives there. I've bee there a hand full of times and always had fun. I wouldn't go at night by myself. I do work on the very edge of point and have very little issues in my 10+ years.,,0,0,
0,0,2295,118,"[[[42.507049, -70.88557300000002]]]",,0,0,
4,2,2295,116,"A gathering of people. Either talking ,having fun, just hanging out.",,2,0,
0,2,2295,115,homely,,2,0,
12,0,3130,126,i think that salem academy is the most beautiful place be because we have beautiful people with beautiful teachers and beautiful walls. xo,,0,0,
0,0,3130,125,"Cultural, social, entertainment\nstrong culture",,0,0,
1,1,3130,122,CHARLES YOU ARE WRONG the point has feelings too and is beautiful,,1,0,
0,0,3130,118,"[[[42.52012579084801, -70.89582162475585]]]\nhi",,0,0,
0,0,3130,116,The paintings ,,0,0,
-4,9,3130,115,it makes me nervous when im alone,,6,3,at night time\\ at night time\\ y is isabel so thirst 4 me
0,10,2956,115,Hispanic,,7,3,"yeah !\\ Oh yeah!\\ True. But there are some Whites, not many though"
0,0,2509,170,OK\nThey need to put more school choices for the people from the point.,,0,0,
2,0,2509,141,Much room for growth. ,,0,0,
4,6,2509,116,This picture sums it up pretty good. ,http://communityplanit.org/assets/attachments/102/103/The%20point%20.jpg,6,0,
0,2,2509,118,"[[[42.51854425460472, -70.89305358505248]]]\nI would start at Peabody street, and work my way towards Shetland Park and down to Palmer Cove Park, and then back to Lafayette street.",,2,0,
0,23,2509,115,undervalued ,,23,0,
0,0,2502,151,I don't know ,,0,0,
0,0,2502,149,"[[[42.346449, -71.087512]], [[42.518649, -70.89309200000002]], [[42.518649, -70.89309200000002]]]\nit would be wendys",,0,0,
-3,0,2502,147,i thing that the people that live in the point are really nice but the people that dont live in the point hate all of us and that what i hate the most if someone messes with my home watch what going to happen,,0,0,
-3,0,2502,144,"i least hate about living here is that the people here have to yell at me but i yell at them back
",,0,0,
3,1,2502,170,Good,,1,0,
3,0,2502,141,i do live in the point i love living in the point because i could hang out with my friend.,,0,0,
0,0,3212,118,"[[[42.5168383, -70.88932879999999]]]\nI would go to the beach",,0,0,
0,0,3212,116,The beutiful ocean,,0,0,
0,0,3212,115,trash everywhere,,0,0,
0,0,2526,259,Good\ntheir is alot of spaces.,,0,0,
0,0,2526,201,she can go to mary jane lee's park.,,0,0,
0,0,2526,200,"[[[42.5178871, -70.8893569]]]",,0,0,
8,0,2526,198,"Good food options, Good music, Comfortable",,0,0,
0,0,2526,194,A p.f Chang's restaurant .,,0,0,
0,0,2526,189,Go to play basketball at the basketball court.,,0,0,
6,0,2526,262,Four or more times a week\nI like going outside and have fun.,,0,0,
0,0,2526,193,"[[[42.51483, -70.89032840000004]]]\nThat is where I play basketball.",,0,0,
-2,2,2526,261,I'll go walking or on a bike.,,2,0,
0,0,2526,256,More affordable rental housing\nmore affordable rental housing because people when they have to move they try to find a place in the point but they can't because most rental houses cost a lot.,,0,0,
-2,0,2526,160,i'll tell them to search online for a place in the point.,,0,0,
0,0,2526,164,"[[[42.51708920590646, -70.88989930725097]]]",,0,0,
1,0,2526,155,yes i felt unsafe because one day a group of guy were following me and their were about to jump me then my dad came driving and i call him and he picked me up and brought me home.,,0,0,
-2,0,2526,154,i'll change the baseball field into a football field.,,0,0,
2,0,2526,151,Timothy and his brother can attract more customers is to send flyers around salem and get a big signfor the store and have a website.,,0,0,
0,0,2526,149,"[[[42.514590238866866, -70.89011388397216]], [[42.51835446756541, -70.89298921203613]], [[42.51835446756546, -70.89296775436401]], [[42.518649, -70.89309200000002]]]",,0,0,
